OBJECTID;DFIRM_ID;FLD_AR_ID;DUAL_ZONE;SOURCE_CIT;ShapeSTArea;ShapeSTLength
2411;06037C;06037C_3535;F;06037C_STUDY10;5.17573198521859e-07;0.00299868249488283
2412;06037C;06037C_3536;F;06037C_STUDY10;1.00258125712571e-06;0.00473669117683973
2413;06037C;06037C_3537;F;06037C_STUDY10;1.73957005245029e-07;0.00187838005047534
2426;06037C;06037C_3777;F;06037C_STUDY10;5.48197931493632e-10;0.000161969267174106
2427;06037C;06037C_3778;F;06037C_STUDY10;6.79252934787655e-07;0.00832245805172737
2428;06037C;06037C_3779;F;06037C_STUDY10;4.08237156079849e-07;0.00273046138909461
2429;06037C;06037C_3780;F;06037C_STUDY10;7.4140416472801e-08;0.00270332843615723
2430;06037C;06037C_3781;F;06037C_STUDY10;2.91015567199793e-09;0.000348926769099714
2431;06037C;06037C_3782;F;06037C_STUDY10;3.52889696841885e-06;0.0430376312923329
2432;06037C;06037C_3783;F;06037C_STUDY10;6.3664629124105e-12;2.31902418802734e-05
2433;06037C;06037C_3784;F;06037C_STUDY10;2.13983980756893e-06;0.0307242605333037
2434;06037C;06037C_3785;F;06037C_STUDY10;8.26867108116858e-09;0.000585922806873502
2436;06037C;06037C_534; ;06037C_FIRM1;3.93246864405228e-07;0.00274134560375739
2437;06037C;06037C_535; ;06037C_FIRM1;1.5319437807193e-07;0.00303723453046648
2438;06037C;06037C_536; ;06037C_FIRM1;1.72412683241419e-07;0.00565731083339338
2441;06037C;06037C_539; ;06037C_FIRM1;3.17680314765312e-06;0.015975725408813
2443;06037C;06037C_662; ;06037C_FIRM1;1.33395587909035e-08;0.00050704956342731
2445;06037C;06037C_664; ;06037C_FIRM1;1.94632523289329e-05;0.0308193472419293
2453;06037C;06037C_800; ;06037C_FIRM1;2.25314579438418e-07;0.00183102435569658
2457;06037C;06037C_804; ;06037C_FIRM1;1.33929393086873e-06;0.00820061137363515
2460;06037C;06037C_915; ;06037C_FIRM1;4.79569735034602e-07;0.00582904326825326
2461;06037C;06037C_916; ;06037C_FIRM1;0.00672204616103045;1.37964499836891
2466;06037C;06037C_1152; ;06037C_FIRM1;1.08072299553896e-07;0.00452534229849707
2468;06037C;06037C_1154; ;06037C_FIRM1;0.011740050040089;1.07576053847295
2471;06037C;06037C_1157; ;06037C_FIRM1;6.30068029749964e-06;0.0212394444279669
2472;06037C;06037C_1158; ;06037C_FIRM1;2.59390390056069e-07;0.0119216431616588
2473;06037C;06037C_1285; ;06037C_STUDY7;6.61907961330144e-07;0.0062006369330903
2484;06037C;06037C_1427; ;06037C_STUDY6;1.38891664391849e-07;0.00359055070490462
2486;06037C;06037C_1531;F;06037C_STUDY9;7.89500518294517e-08;0.00187756678611672
2487;06037C;06037C_1532;F;06037C_STUDY9;1.22153096526745e-07;0.00328193460789231
2488;06037C;06037C_1533;F;06037C_STUDY9;2.46084482569131e-07;0.00494445631882188
2492;06037C;06037C_1530;F;06037C_STUDY9;4.50033894594526e-08;0.00146743047775033
2493;06037C;06037C_1600;F;06037C_STUDY10;1.41747113957535e-06;0.00793582660966589
2494;06037C;06037C_1601;F;06037C_STUDY10;3.22596861224156e-07;0.00294854825953391
2495;06037C;06037C_1602;F;06037C_STUDY10;5.52280653209891e-07;0.00305887090087135
2496;06037C;06037C_1603;F;06037C_STUDY10;1.91368826563121e-07;0.00218375858870042
2497;06037C;06037C_1604;F;06037C_STUDY10;2.69216343440348e-07;0.00199625088755498
2504;06037C;06037C_2246;F;06037C_STUDY10;5.88990501455555e-05;0.1186487544353
2506;06037C;06037C_2248;F;06037C_STUDY10;5.5818964028731e-07;0.00661668046323496
2513;06037C;06037C_2390;F;06037C_STUDY10;1.13098985821125e-06;0.0068558746039581
2514;06037C;06037C_2391;F;06037C_STUDY10;1.84705481842684e-06;0.00670769948916593
2515;06037C;06037C_2392;F;06037C_STUDY10;2.94122173727374e-07;0.00265815899952834
2516;06037C;06037C_2393;F;06037C_STUDY10;1.51228505274048e-07;0.00267161370540371
2517;06037C;06037C_2449;F;06037C_STUDY10;5.97297230342519e-07;0.00439670148914937
2518;06037C;06037C_2450;F;06037C_STUDY10;3.96629275201121e-07;0.00256602551067543
2519;06037C;06037C_2451;F;06037C_STUDY10;7.13775989424903e-07;0.00545297602113504
2520;06037C;06037C_2452;F;06037C_STUDY10;1.71135980053805e-07;0.00159914613181518
2521;06037C;06037C_2453;F;06037C_STUDY10;5.00222085975111e-11;3.97091077440226e-05
2522;06037C;06037C_2454;F;06037C_STUDY10;2.68300937023014e-11;2.57983141823584e-05
2523;06037C;06037C_2455;F;06037C_STUDY10;9.54969436861575e-12;1.81849435976667e-05
2524;06037C;06037C_2505;F;06037C_STUDY10;1.45570538734319e-07;0.0014886183752823
2525;06037C;06037C_2506;F;06037C_STUDY10;2.4037171897362e-07;0.00282952565039808
2526;06037C;06037C_2507;F;06037C_STUDY10;4.19458501710324e-07;0.00295115696016517
2527;06037C;06037C_2508;F;06037C_STUDY10;4.0017312130658e-07;0.00319649037568251
2528;06037C;06037C_2509;F;06037C_STUDY10;3.11627672999748e-07;0.00236231023979132
2529;06037C;06037C_2510;F;06037C_STUDY10;3.23825588566251e-07;0.00272228281273585
2530;06037C;06037C_2584;F;06037C_STUDY10;1.23923950923199e-06;0.00847187820167389
2531;06037C;06037C_2585;F;06037C_STUDY10;7.39041524866479e-07;0.00593760892613453
2532;06037C;06037C_2586;F;06037C_STUDY10;4.04147158405976e-07;0.00262033999470564
2533;06037C;06037C_2655;F;06037C_STUDY10;1.56769829118275e-07;0.00158235007938891
2534;06037C;06037C_2656;F;06037C_STUDY10;1.49437937579933e-07;0.00197642722530885
2535;06037C;06037C_2657;F;06037C_STUDY10;2.55584154729149e-07;0.00389788869374077
2536;06037C;06037C_2658;F;06037C_STUDY10;3.87355157727143e-07;0.00244275113852661
2537;06037C;06037C_2659;F;06037C_STUDY10;8.70507392392028e-07;0.00623693224881397
2538;06037C;06037C_2660;F;06037C_STUDY10;2.70930968326866e-07;0.00225959548496892
2539;06037C;06037C_2741;F;06037C_STUDY10;1.50022060552146e-07;0.00262964998706721
2540;06037C;06037C_2742;F;06037C_STUDY10;2.05732249014545e-07;0.00189440250323744
2541;06037C;06037C_2743;F;06037C_STUDY10;4.12960844187182e-07;0.00562256588070295
2542;06037C;06037C_2744;F;06037C_STUDY10;2.63705487668631e-07;0.00205221865619205
2543;06037C;06037C_2745;F;06037C_STUDY10;4.80098378830007e-07;0.00307251938632195
2544;06037C;06037C_2746;F;06037C_STUDY10;1.43568968269392e-07;0.00190336994404016
2568;06037C;06037C_3175;F;06037C_STUDY10;1.94352423932287e-07;0.00198079894883433
2569;06037C;06037C_3176;F;06037C_STUDY10;1.16252635962155e-06;0.00805911447374337
2570;06037C;06037C_3177;F;06037C_STUDY10;2.56509338214528e-07;0.00516990978420131
2579;06037C;06037C_3402;F;06037C_STUDY10;2.197778030677e-07;0.00332505849405709
2580;06037C;06037C_3403;F;06037C_STUDY10;4.17531282437267e-07;0.00424301257451846
2581;06037C;06037C_3404;F;06037C_STUDY10;1.91444769370719e-07;0.00191760597119165
2582;06037C;06037C_3405;F;06037C_STUDY10;3.24458824252361e-07;0.00347631809996159
2583;06037C;06037C_3406;F;06037C_STUDY10;1.49120751302689e-07;0.00257580854412939
2584;06037C;06037C_3476;F;06037C_STUDY10;1.02421859082824e-06;0.00910330732581107
2585;06037C;06037C_3477;F;06037C_STUDY10;5.1185384108976e-07;0.00686750479532579
2586;06037C;06037C_3478;F;06037C_STUDY10;4.76246896141674e-07;0.00330879221643761
2587;06037C;06037C_3538;F;06037C_STUDY10;3.90926743421005e-07;0.00689094281222844
2588;06037C;06037C_3539;F;06037C_STUDY10;2.44956709138933e-07;0.00406782398171929
2596;06037C;06037C_3786;F;06037C_STUDY10;1.29526392811385e-06;0.00598572966683087
2597;06037C;06037C_3787;F;06037C_STUDY10;1.69641225511441e-08;0.000652722760059182
2598;06037C;06037C_3788;F;06037C_STUDY10;1.35287336888723e-10;0.000140476830036936
2599;06037C;06037C_3789;F;06037C_STUDY10;3.84086342819501e-06;0.0215822800665912
2600;06037C;06037C_3790;F;06037C_STUDY10;5.65023583476432e-10;0.000143102923656578
2610;06037C;06037C_669; ;06037C_FIRM1;1.61859634317807e-06;0.00992522274806497
2614;06037C;06037C_673; ;06037C_FIRM1;6.7937094172521e-07;0.0104152068448096
2619;06037C;06037C_806; ;06037C_FIRM1;1.0349439435231e-05;0.0525835857628231
2623;06037C;06037C_810; ;06037C_FIRM1;1.20239519674215e-07;0.00224495840329857
2624;06037C;06037C_811; ;06037C_FIRM1;3.05676621792372e-07;0.00425094420931397
2626;06037C;06037C_813; ;06037C_FIRM1;9.98423047349206e-07;0.0147023372450601
2627;06037C;06037C_814; ;06037C_FIRM1;3.02384250971954e-09;0.000226011010485656
2632;06037C;06037C_924; ;06037C_FIRM1;6.64394974592142e-08;0.00197808994157258
2633;06037C;06037C_925; ;06037C_FIRM1;9.10627477423986e-07;0.00722722832517266
2635;06037C;06037C_927; ;06037C_FIRM1;1.93579808183131e-06;0.0178245365835904
2642;06037C;06037C_1164; ;06037C_FIRM1;1.31684350890282e-06;0.0140331722038631
2654;06037C;06037C_1434; ;06037C_STUDY9;7.36383753974224e-08;0.00208343301314618
2655;06037C;06037C_1435; ;06037C_STUDY9;5.35742401552852e-08;0.00176615811576721
2659;06037C;06037C_1439; ;06037C_STUDY1;1.30733042169595e-07;0.00522996348149803
2660;06037C;06037C_1440; ;06037C_STUDY1;2.30118075705832e-08;0.00251793642610707
2661;06037C;06037C_1441; ;06037C_STUDY1;1.027649432217e-07;0.00430144501617091
2662;06037C;06037C_1442; ;06037C_STUDY1;1.19851006274985e-06;0.0171074404070109
2668;06037C;06037C_1538;F;06037C_STUDY9;1.0105895853485e-07;0.00228628700651583
2674;06037C;06037C_1617;F;06037C_STUDY10;1.44575096783228e-07;0.00300422401666591
2675;06037C;06037C_1618;F;06037C_STUDY10;1.64288849191507e-07;0.00308675298807842
2676;06037C;06037C_1619;F;06037C_STUDY10;9.39624897000613e-07;0.00412833654235799
2677;06037C;06037C_1620;F;06037C_STUDY10;2.20784158955212e-07;0.00210330167394955
2678;06037C;06037C_1621;F;06037C_STUDY10;1.01939895102987e-06;0.0158463859723846
2679;06037C;06037C_1625;F;06037C_STUDY10;9.74269596554223e-07;0.0134650397818649
2680;06037C;06037C_1605;F;06037C_STUDY10;6.6712846091832e-07;0.0124845753950675
2681;06037C;06037C_1616;F;06037C_STUDY10;3.80728829441068e-06;0.0135360261021279
2685;06037C;06037C_2250;F;06037C_FIRM1;2.61692071035213e-06;0.0318732664447941
2686;06037C;06037C_2251;F;06037C_STUDY10;3.80084293283289e-06;0.0182349416080395
2687;06037C;06037C_2252;F;06037C_FIRM1;1.6847745882842e-06;0.00760685979233232
2689;06037C;06037C_2254;F;06037C_LOMC5;1.56211763169267e-05;0.0248324797482124
2695;06037C;06037C_2394;F;06037C_STUDY10;3.30224111166899e-07;0.00503870636613442
2696;06037C;06037C_2395;F;06037C_STUDY10;1.59179535330622e-07;0.00278434214004597
2697;06037C;06037C_2396;F;06037C_STUDY10;1.72836962519796e-07;0.00199913728717372
2698;06037C;06037C_2397;F;06037C_STUDY10;3.44428826792864e-07;0.00408085488671509
2699;06037C;06037C_2398;F;06037C_STUDY10;2.27497366722673e-07;0.00208211756021809
2700;06037C;06037C_2456;F;06037C_STUDY10;2.68300937023014e-11;3.27135982683354e-05
2701;06037C;06037C_2457;F;06037C_STUDY10;4.3532577365113e-07;0.00299267540616415
2702;06037C;06037C_2458;F;06037C_STUDY10;4.16093826061115e-11;3.25714981110422e-05
2703;06037C;06037C_2459;F;06037C_STUDY10;2.23389633902116e-07;0.00225803899063408
2704;06037C;06037C_2460;F;06037C_STUDY10;3.02456101053394e-07;0.00227768762337731
2705;06037C;06037C_2461;F;06037C_STUDY10;3.44246018357808e-07;0.00307003308827577
2706;06037C;06037C_2462;F;06037C_STUDY10;3.70595444110222e-07;0.00301376437151456
2707;06037C;06037C_2511;F;06037C_STUDY10;4.16283000959083e-07;0.00384096120710773
2708;06037C;06037C_2512;F;06037C_STUDY10;5.61567276236019e-07;0.00433010873841787
2709;06037C;06037C_2513;F;06037C_STUDY10;7.37075879442273e-07;0.0134433213559393
2710;06037C;06037C_2514;F;06037C_STUDY10;1.64729954121867e-07;0.00164529351424695
2711;06037C;06037C_2515;F;06037C_STUDY10;1.89452066479134e-07;0.00174120623156644
2712;06037C;06037C_2516;F;06037C_STUDY10;4.82280029245885e-07;0.00275240557348627
2713;06037C;06037C_2587;F;06037C_STUDY10;2.01357806872693e-07;0.00204599090807702
2714;06037C;06037C_2588;F;06037C_STUDY10;4.08254891226534e-07;0.00272090531547965
2715;06037C;06037C_2589;F;06037C_STUDY10;1.54278723130119e-07;0.0026452790779888
2716;06037C;06037C_2590;F;06037C_STUDY10;1.90902710528462e-07;0.00216642394173849
2717;06037C;06037C_2591;F;06037C_STUDY10;2.07012590180966e-07;0.00572274619078313
2718;06037C;06037C_2661;F;06037C_STUDY10;1.68968199432129e-07;0.00186054080575159
2719;06037C;06037C_2662;F;06037C_STUDY10;5.59755562790087e-07;0.00382821605931198
2720;06037C;06037C_2663;F;06037C_STUDY10;2.84461521005142e-07;0.00255882053341878
2721;06037C;06037C_2664;F;06037C_STUDY10;4.2372744246677e-07;0.00253163971480583
2722;06037C;06037C_2665;F;06037C_STUDY10;3.51142944055027e-07;0.0021976365483441
2723;06037C;06037C_2666;F;06037C_STUDY10;1.81750920091872e-07;0.0021390628511373
2724;06037C;06037C_2747;F;06037C_STUDY10;1.52318307300447e-07;0.00265669250578037
2725;06037C;06037C_2748;F;06037C_STUDY10;3.48612729794695e-07;0.00254013351981048
2726;06037C;06037C_2749;F;06037C_STUDY10;2.05025571631268e-07;0.00177526348090289
2727;06037C;06037C_2750;F;06037C_STUDY10;3.96402356273029e-07;0.00399630358550396
2728;06037C;06037C_2751;F;06037C_STUDY10;3.94257085645222e-07;0.00264953728560675
2729;06037C;06037C_2752;F;06037C_STUDY10;3.4675827009778e-07;0.00228864336156255
2750;06037C;06037C_3178;F;06037C_STUDY10;6.9376551437017e-07;0.00787989988540094
2751;06037C;06037C_3179;F;06037C_STUDY10;5.15162128067459e-07;0.00295232293134083
2752;06037C;06037C_3180;F;06037C_STUDY10;3.97727944800863e-07;0.00270062720698381
2753;06037C;06037C_3181;F;06037C_STUDY10;4.51699634140823e-07;0.00305671916239353
2763;06037C;06037C_3407;F;06037C_STUDY10;1.43800207297318e-07;0.00220066603541275
2764;06037C;06037C_3408;F;06037C_STUDY10;1.13147143565584e-06;0.00544911542001967
2765;06037C;06037C_3409;F;06037C_STUDY10;8.39094354887493e-07;0.00846854558884914
2766;06037C;06037C_3479;F;06037C_STUDY10;8.8702904577076e-07;0.00553324360155047
2767;06037C;06037C_3480;F;06037C_STUDY10;3.06339416056289e-07;0.00755232473701132
2768;06037C;06037C_3481;F;06037C_STUDY10;7.09046389602008e-07;0.00389150659145669
2769;06037C;06037C_3540;F;06037C_STUDY10;1.98775296667009e-07;0.00619435881951832
2770;06037C;06037C_3541;F;06037C_STUDY10;5.1687857194338e-07;0.0031929221286012
2771;06037C;06037C_3542;F;06037C_STUDY10;5.19135483045829e-07;0.00290855926022747
2772;06037C;06037C_3543;F;06037C_STUDY10;3.40223550665542e-07;0.00253241311166785
2781;06037C;06037C_3791;F;06037C_STUDY10;3.87830596082495e-07;0.00759941543202371
2782;06037C;06037C_3792;F;06037C_STUDY10;2.45800038101152e-08;0.00152194718014307
2783;06037C;06037C_3793;F;06037C_STUDY10;4.48939545094618e-07;0.00540114055213801
2784;06037C;06037C_3794;F;06037C_STUDY10;4.49063009000383e-10;0.00013031732168567
2785;06037C;06037C_549; ;06037C_LOMC38;2.24538962356746e-06;0.0368817806806421
2787;06037C;06037C_551; ;06037C_FIRM1;2.0414722712303e-07;0.00180876448666527
2790;06037C;06037C_554; ;06037C_FIRM1;6.36697791378538e-06;0.0967125187869255
2795;06037C;06037C_680; ;06037C_FIRM1;2.3168149709818e-07;0.00210743125145366
2796;06037C;06037C_681; ;06037C_FIRM1;3.46760316460859e-07;0.00275573585651047
2805;06037C;06037C_818; ;06037C_FIRM1;3.55706561094848e-07;0.0100784390680706
2806;06037C;06037C_819; ;06037C_FIRM1;5.17684384249151e-09;0.000286513373354646
2813;06037C;06037C_932; ;06037C_FIRM1;9.28926965571009e-07;0.0243454435622477
2815;06037C;06037C_934; ;06037C_FIRM1;2.00543581740931e-08;0.000715414550875391
2816;06037C;06037C_935; ;06037C_FIRM1;1.01704154076288e-06;0.00425640338549934
2822;06037C;06037C_1167; ;06037C_FIRM1;2.18476725422079e-06;0.0170627135719863
2823;06037C;06037C_1168; ;06037C_FIRM1;2.77712615570636e-07;0.00642134738708746
2824;06037C;06037C_1169; ;06037C_FIRM1;1.48540038935607e-07;0.00190332736079993
2826;06037C;06037C_1171; ;06037C_FIRM1;1.82714984475751e-07;0.00746441617252355
2835;06037C;06037C_1310; ;06037C_STUDY8;3.34648575517349e-09;0.00165603451345544
2836;06037C;06037C_1311; ;06037C_STUDY8;2.14572537515778e-09;0.000332356233328492
2838;06037C;06037C_1444; ;06037C_STUDY1;5.38148015039042e-08;0.00131275717893643
2839;06037C;06037C_1445; ;06037C_STUDY1;1.53516407408461e-06;0.0310982131187671
2842;06037C;06037C_1545;F;06037C_STUDY10;1.36424205265939e-11;1.92749953827069e-05
2843;06037C;06037C_1546;F;06037C_STUDY10;1.92426796274958e-07;0.00188067984558532
2847;06037C;06037C_2141;F;06037C_STUDY10;2.41286670643603e-07;0.00220598115781913
2848;06037C;06037C_2142;F;06037C_STUDY10;5.09955043526134e-07;0.00323296518307155
2849;06037C;06037C_2143;F;06037C_STUDY10;1.70515022546169e-07;0.00181977221674507
2850;06037C;06037C_2144;F;06037C_STUDY10;2.86796193904593e-07;0.00233717163464444
2851;06037C;06037C_2145;F;06037C_STUDY10;4.13334646509611e-07;0.00265061365294415
2852;06037C;06037C_2146;F;06037C_STUDY10;1.65980964084156e-07;0.0021399413739481
2867;06037C;06037C_2399;F;06037C_STUDY10;7.08126890458516e-07;0.0036575571054066
2868;06037C;06037C_2400;F;06037C_STUDY10;5.99535724177258e-07;0.0077746763635502
2869;06037C;06037C_2463;F;06037C_STUDY10;1.51846506923903e-07;0.00189482894326568
2870;06037C;06037C_2464;F;06037C_STUDY10;4.40541043644771e-07;0.00352385918113573
2873;06037C;06037C_2517;F;06037C_STUDY10;4.52658014182816e-07;0.00259841280465139
2874;06037C;06037C_2518;F;06037C_STUDY10;3.74967839888996e-07;0.00232885569672811
2875;06037C;06037C_2519;F;06037C_STUDY10;4.83076519230963e-07;0.00403809097799771
2876;06037C;06037C_2520;F;06037C_STUDY10;1.82370968104806e-07;0.00390074331915133
2877;06037C;06037C_2521;F;06037C_STUDY10;5.13929307999206e-07;0.00383386350540575
2878;06037C;06037C_2592;F;06037C_STUDY10;3.00507053907495e-07;0.0044848616393507
2879;06037C;06037C_2593;F;06037C_STUDY10;4.15138629250578e-07;0.00269548731082223
2880;06037C;06037C_2594;F;06037C_STUDY10;3.5981906876259e-07;0.00759415398425679
2881;06037C;06037C_2595;F;06037C_STUDY10;8.58701696415665e-07;0.0141427770625898
2882;06037C;06037C_2596;F;06037C_STUDY10;1.03205161394726e-06;0.012977345934618
2883;06037C;06037C_2667;F;06037C_STUDY10;2.50156972469995e-07;0.00396042318975776
2884;06037C;06037C_2668;F;06037C_STUDY10;3.3248943509534e-07;0.00266741153045341
2885;06037C;06037C_2669;F;06037C_STUDY10;3.20699655276258e-07;0.00248357688319577
2886;06037C;06037C_2670;F;06037C_STUDY10;3.23087306242087e-07;0.00226108741216763
2887;06037C;06037C_2671;F;06037C_STUDY10;3.58885245077545e-07;0.00244656349846105
2888;06037C;06037C_2672;F;06037C_STUDY10;3.757140802918e-07;0.00253562508102753
2889;06037C;06037C_2753;F;06037C_STUDY10;5.08642870045151e-07;0.00583083078846486
2890;06037C;06037C_2754;F;06037C_STUDY10;1.60202944243792e-07;0.00347379990315569
2891;06037C;06037C_2755;F;06037C_STUDY10;3.46066372003406e-07;0.00360232910166171
2892;06037C;06037C_2756;F;06037C_STUDY10;5.42919224244542e-07;0.00457547091253556
2893;06037C;06037C_2757;F;06037C_STUDY10;1.47665105032502e-07;0.00144320839996827
2912;06037C;06037C_3182;F;06037C_STUDY10;2.16489752347115e-07;0.00398266940135544
2913;06037C;06037C_3183;F;06037C_STUDY10;2.37566609939677e-07;0.00226798969470212
2914;06037C;06037C_3184;F;06037C_STUDY10;1.50846972246654e-07;0.0015450749138002
2915;06037C;06037C_3185;F;06037C_STUDY10;3.08497419609921e-07;0.00223204677120537
2916;06037C;06037C_3186;F;06037C_STUDY10;1.93454070540611e-06;0.013629297832533
2917;06037C;06037C_3187;F;06037C_STUDY10;2.57890178545495e-07;0.00248429952051879
2927;06037C;06037C_3410;F;06037C_STUDY10;4.33067043559276e-07;0.00346610926682842
2928;06037C;06037C_3411;F;06037C_STUDY10;3.01843783745426e-07;0.00425731206868978
2929;06037C;06037C_3412;F;06037C_STUDY10;1.47929767990718e-07;0.00299014858274243
2930;06037C;06037C_3413;F;06037C_STUDY10;2.1262940208544e-07;0.00375173395936889
2931;06037C;06037C_3482;F;06037C_STUDY10;1.9989192878711e-07;0.00223735631531249
2932;06037C;06037C_3483;F;06037C_STUDY10;1.7981346900342e-07;0.00246372090419505
2933;06037C;06037C_3484;F;06037C_STUDY10;2.5924964575097e-07;0.00207770169379349
2934;06037C;06037C_3485;F;06037C_STUDY10;2.40363078773953e-07;0.00215879086474856
2935;06037C;06037C_3486;F;06037C_STUDY10;3.14537373924395e-07;0.00251217823182826
2936;06037C;06037C_3487;F;06037C_STUDY10;3.365341854078e-07;0.00248151256655104
2937;06037C;06037C_3488;F;06037C_STUDY10;5.05975094711175e-07;0.0152153440273676
2938;06037C;06037C_3544;F;06037C_STUDY10;1.54952431330457e-07;0.00171747928251775
2939;06037C;06037C_3545;F;06037C_STUDY10;1.47615082823904e-07;0.00187572089585197
2940;06037C;06037C_3546;F;06037C_STUDY10;2.2216840989131e-07;0.0018658910624367
2941;06037C;06037C_3547;F;06037C_STUDY10;3.35903223458445e-07;0.00390642646153861
2942;06037C;06037C_3548;F;06037C_STUDY10;6.53518100079964e-07;0.00800040976862349
2954;06037C;06037C_3795;F;06037C_STUDY10;2.69592419499531e-08;0.00140626826569256
2955;06037C;06037C_3796;F;06037C_STUDY10;6.97057203069562e-08;0.00375945032451584
2956;06037C;06037C_3797;F;06037C_STUDY10;1.71019109984627e-07;0.00274637492365857
2957;06037C;06037C_3798;F;06037C_STUDY10;1.16375599645835e-06;0.0158572046023264
2958;06037C;06037C_3799;F;06037C_STUDY10;3.33031948684948e-08;0.00163083421936962
2959;06037C;06037C_3800;F;06037C_STUDY10;2.43128397414694e-07;0.00560010019445112
2962;06037C;06037C_558; ;06037C_LOMC36;1.92028751371254e-05;0.0219898097495315
2963;06037C;06037C_559; ;06037C_FIRM1;3.01927229884313e-08;0.00136260744311829
2967;06037C;06037C_691; ;06037C_LOMC38;3.90591339964885e-05;0.0808166733724547
2973;06037C;06037C_825; ;06037C_FIRM1;2.67070845438866e-08;0.000647167499321698
2979;06037C;06037C_942; ;06037C_FIRM1;2.78783409157768e-06;0.00641155468058045
2985;06037C;06037C_1037; ;06037C_FIRM1;7.39810441245936e-05;0.069406182599559
2988;06037C;06037C_1040; ;06037C_FIRM1;8.36788922242704e-06;0.0315470853589346
2989;06037C;06037C_1041; ;06037C_FIRM1;7.98755036157672e-06;0.0312847866303001
2990;06037C;06037C_1172; ;06037C_FIRM1;5.58100509806536e-07;0.00492688449496217
2991;06037C;06037C_1173; ;06037C_FIRM1;2.01724333237507e-07;0.00297467654250491
2994;06037C;06037C_1176; ;06037C_FIRM1;5.0253288463864e-07;0.0032602461046698
2997;06037C;06037C_1179; ;06037C_FIRM1;1.24284952107701e-07;0.0021664597766482
2998;06037C;06037C_1180; ;06037C_FIRM1;3.59916612069355e-08;0.00201648450346379
3000;06037C;06037C_1312; ;06037C_STUDY8;1.89473666978301e-07;0.016935559525177
3001;06037C;06037C_1313; ;06037C_STUDY8;2.73662408289965e-08;0.00389961301229368
3002;06037C;06037C_1314; ;06037C_STUDY8;1.60872332344297e-07;0.018956483980751
3003;06037C;06037C_1315; ;06037C_STUDY8;1.91255367099075e-08;0.00314089913656656
3007;06037C;06037C_1448; ;06037C_STUDY6;1.02776789390191e-06;0.0108478961792646
3008;06037C;06037C_1449; ;06037C_STUDY6;3.74336877939641e-07;0.00748923164795159
3011;06037C;06037C_2147;F;06037C_STUDY10;1.44330192597408e-06;0.00545006642310019
3012;06037C;06037C_2148;F;06037C_STUDY10;1.43049192047329e-07;0.00146267212542921
3013;06037C;06037C_2149;F;06037C_STUDY10;3.30812326865271e-07;0.00233706479180645
3014;06037C;06037C_2150;F;06037C_STUDY10;2.70763166554389e-07;0.00210833404957389
3015;06037C;06037C_2151;F;06037C_STUDY10;1.54712552102865e-07;0.00201001875004516
3016;06037C;06037C_2152;F;06037C_STUDY10;1.87957539310446e-07;0.00187049110030243
3024;06037C;06037C_2337;F;06037C_STUDY10;2.36416099141934e-07;0.00222465459161315
3025;06037C;06037C_2338;F;06037C_STUDY10;4.84432121083955e-07;0.0051404407119224
3026;06037C;06037C_2339;F;06037C_STUDY10;3.34497372023179e-07;0.00247488288201251
3027;06037C;06037C_2340;F;06037C_STUDY10;4.87167199025862e-07;0.00327787997425911
3028;06037C;06037C_2341;F;06037C_STUDY10;2.64031314145541e-07;0.00219395171399372
3029;06037C;06037C_2342;F;06037C_STUDY10;5.74029400013387e-07;0.00327031813985483
3030;06037C;06037C_2401;F;06037C_STUDY10;8.45877366373315e-07;0.00949659512413991
3031;06037C;06037C_2402;F;06037C_STUDY10;3.94108610635158e-07;0.00499677002705831
3035;06037C;06037C_2522;F;06037C_STUDY10;4.44833403889788e-07;0.0026735265106062
3036;06037C;06037C_2523;F;06037C_STUDY10;1.62978949447279e-07;0.0031868935632081
3037;06037C;06037C_2524;F;06037C_STUDY10;2.30582827498438e-07;0.00216881170293491
3038;06037C;06037C_2525;F;06037C_STUDY10;4.70509803562891e-07;0.00446433066416801
3039;06037C;06037C_2597;F;06037C_STUDY10;6.10363713349216e-07;0.0104463209337715
3040;06037C;06037C_2598;F;06037C_STUDY10;2.69773408945184e-07;0.0023520632523068
3041;06037C;06037C_2599;F;06037C_STUDY10;2.92988943328965e-07;0.00210329313835193
3042;06037C;06037C_2673;F;06037C_STUDY10;6.23920186626492e-07;0.00467635287718405
3043;06037C;06037C_2674;F;06037C_STUDY10;1.61105845108978e-07;0.00164353524570848
3044;06037C;06037C_2675;F;06037C_STUDY10;3.6589267438103e-07;0.00233973217217271
3045;06037C;06037C_2676;F;06037C_STUDY10;2.29543502427987e-07;0.00225804385055358
3046;06037C;06037C_2677;F;06037C_STUDY10;1.84945747605525e-07;0.00213571166054927
3047;06037C;06037C_2678;F;06037C_STUDY10;2.2201970750757e-07;0.00242359772294925
3048;06037C;06037C_2758;F;06037C_STUDY10;2.43976046476746e-07;0.00206201292013151
3049;06037C;06037C_2759;F;06037C_STUDY10;1.4601005204895e-07;0.00331252453417895
3089;06037C;06037C_3414;F;06037C_STUDY10;3.37508026859723e-07;0.00804628105312806
3090;06037C;06037C_3415;F;06037C_STUDY10;2.15163026950904e-07;0.00650091133106039
3091;06037C;06037C_3489;F;06037C_STUDY10;6.57036480333772e-07;0.00373786905191049
3092;06037C;06037C_3490;F;06037C_STUDY10;2.88176124740858e-07;0.00217890430704488
