OBJECTID;X;Y;cat1;cat2;cat3;org_name;Name;addrln1;addrln2;city;state;post_id;zip;use_type;latitude;longitude;POINT_X;POINT_Y
157255131;-117.938540057011053;34.089139966931967;Education;Public Elementary Schools;;Covina-Valley Unified;Manzanita Elementary School;4131 North Nora Avenue;;Covina;CA;77259;91722;publish;34.08914;-117.93854;6580279.09719488;1854825.84377439
157255132;-117.931040057219889;34.09593996669846;Education;Public Elementary Schools;;Covina-Valley Unified;Merwin Elementary School;16125 Cypress;;Covina;CA;77260;91722;publish;34.09594;-117.93104;6582548.2379978;1857301.96447831
157255133;-117.882560057603726;34.06630996723942;Education;Public Elementary Schools;;Covina-Valley Unified;Mesa Elementary School;409 South Barranca Street;;West Covina;CA;77261;91791;publish;34.06631;-117.88256;6597238.34149155;1846532.66219807
157255134;-117.918940057577814;34.079259967300324;Education;Public Elementary Schools;;Covina-Valley Unified;Rowland Avenue Elementary School;1355 East Rowland Avenue;;West Covina;CA;77262;91790;publish;34.07926;-117.91894;6586216.45507081;1851234.53337173
157255137;-117.90443005694101;34.0764299671266;Education;Public Elementary Schools;;Covina-Valley Unified;Workman Avenue Elementary School;1941 East Workman Avenue;;West Covina;CA;77265;91791;publish;34.07643;-117.90443;6590611.26878773;1850208.50359964
157255142;-118.392090055940727;34.021999966950865;Education;Public Elementary Schools;;Culver City Unified;Linwood E. Howe Elementary School;4100 Irving Place;;Culver City;CA;77270;90232;publish;34.022;-118.39209;6442858.87531672;1830618.32493231
157255143;-118.400740055493998;33.992219966896045;Education;Public Elementary Schools;;Culver City Unified;El Marino Elementary School;11450 Port Road;;Culver City;CA;77271;90230;publish;33.99222;-118.40074;6440194.55223331;1819791.19993307
157255144;-118.39140005544219;33.995939966794694;Education;Public Elementary Schools;;Culver City Unified;El Rincon Elementary School;11177 Overland Avenue;;Culver City;CA;77272;90230;publish;33.99594;-118.3914;6443031.03081231;1821133.81863889
157255145;-118.399970055956075;34.007819967194507;Education;Public Elementary Schools;;Culver City Unified;Farragut Elementary School;10820 Farragut Drive;;Culver City;CA;77273;90230;publish;34.00782;-118.39997;6440450.5497528;1825467.38543107
157255146;-118.409890055916293;34.013689966746078;Education;Public Elementary Schools;;Culver City Unified;La Ballona Elementary School;10915 Washington Boulevard;;Culver City;CA;77274;90232;publish;34.01369;-118.40989;6437452.80115514;1827615.69084573
157255152;-118.120170056778761;33.920669967034748;Education;Public Elementary Schools;;Downey Unified;Gauldin Elementary School;9724 Spry Street;;Downey;CA;77280;90242;publish;33.92067;-118.12017;6525212.14302455;1793532.25376339
157255153;-118.135050056322143;33.925789967581615;Education;Public Elementary Schools;;Downey Unified;Alameda Elementary School;8613 East Alameda Street;;Downey;CA;77281;90242;publish;33.92579;-118.13505;6520700.22914813;1795401.26708573
157255154;-118.132950056243061;33.910709967409232;Education;Public Elementary Schools;;Downey Unified;Carpenter Elementary School;9439 East Foster Road;;Downey;CA;77282;90242;publish;33.91071;-118.13295;6521330.04711422;1789912.46703973
157255155;-118.141410056357302;33.915219967244695;Education;Public Elementary Schools;;Downey Unified;Ward Elementary School;8851 East Adoree Street;;Downey;CA;77283;90242;publish;33.91522;-118.14141;6518765.38656114;1791557.26099423
157255156;-118.125310056602913;33.910239967377592;Education;Public Elementary Schools;;Downey Unified;Lewis Elementary School;13220 South Bellflower Boulevard;;Downey;CA;77284;90242;publish;33.91024;-118.12531;6523647.9955623;1789738.44540614
157255157;-118.107680056972427;33.956199966749409;Education;Public Elementary Schools;;Downey Unified;Unsworth Elementary School;9001 Lindsey Avenue;;Downey;CA;77285;90240;publish;33.9562;-118.10768;6529015.31389588;1806458.10586439
157255158;-118.118040056951457;33.955779966733814;Education;Public Elementary Schools;;Downey Unified;Gallatin Elementary School;9513 Brookshire Avenue;;Downey;CA;77286;90240;publish;33.95578;-118.11804;6525873.36414306;1806308.78628114
157255159;-118.149620056735273;33.922949967036587;Education;Public Elementary Schools;;Downey Unified;Imperial Elementary School;8133 Imperial Highway;;Downey;CA;77287;90242;publish;33.92295;-118.14962;6516278.59461872;1794373.98665997
157255160;-118.12735005633867;33.960379966954925;Education;Public Elementary Schools;;Downey Unified;Price Elementary School;9525 South Tweedy Lane;;Downey;CA;77288;90240;publish;33.96038;-118.12735;6523052.12372255;1807986.27045898
157255161;-118.138710056516615;33.95172996707597;Education;Public Elementary Schools;;Downey Unified;Rio Hondo Elementary School;7731 East Muller Street;;Downey;CA;77289;90241;publish;33.95173;-118.13871;6519602.92261572;1804842.91027589
157255162;-118.112230056816941;33.937699967604118;Education;Public Elementary Schools;;Downey Unified;Rio San Gabriel Elementary School;9338 Gotham Street;;Downey;CA;77290;90241;publish;33.9377;-118.11223;6527627.96562073;1799727.06453648
157255163;-118.148940056742788;33.944109967354649;Education;Public Elementary Schools;;Downey Unified;Williams Elementary School;7530 East Arnett Street;;Downey;CA;77291;90241;publish;33.94411;-118.14894;6516496.30284472;1802074.26784731
157255168;-118.155130056747851;33.9387199667785;Education;Public Elementary Schools;;Downey Unified;Old River Elementary School;11995 Old River School Road;;Downey;CA;77296;90242;publish;33.93872;-118.15513;6514615.82825921;1800115.56966498
157255172;-117.951920056997167;34.137069966861546;Education;Public Elementary Schools;;Duarte Unified;Andres Duarte Elementary School;1433 Crestfield Drive;;Duarte;CA;77300;91010;publish;34.13707;-117.95192;6576219.57644255;1872266.25246306
157255173;-117.979310056474972;34.128649966606609;Education;Public Elementary Schools;;Duarte Unified;Beardslee Elementary School;1212 East Kellwil Way;;Duarte;CA;77301;91010;publish;34.12865;-117.97931;6567931.85614139;1869199.22382022
157255174;-117.990810057420774;34.128569966864625;Education;Public Elementary Schools;;Duarte Unified;Maxwell Elementary School;733 Euclid Avenue;;Duarte;CA;77302;91010;publish;34.12857;-117.99081;6564451.55010989;1869169.59297398
157255175;-117.951560056952715;34.143459966596865;Education;Public Elementary Schools;;Duarte Unified;Royal Oaks Elementary School;2499 Royal Oaks Drive;;Duarte;CA;77303;91010;publish;34.14346;-117.95156;6576327.39348413;1874591.74256273
157255176;-117.93940005662968;34.150069967131856;Education;Public Elementary Schools;;Duarte Unified;Valley View Elementary School;237 Melcanyon Road;;Duarte;CA;77304;91010;publish;34.15007;-117.9394;6580005.33855605;1876999.23807581
157255178;-118.077000057016534;34.700049965767711;Education;Public Elementary Schools;;Eastside Union Elementary;Eastside Academy/Transitional Learning Center;44958 30th Street East;;Lancaster;CA;77306;93535;publish;34.70005;-118.077;6538526.6784033;2077152.39255872
157255179;-118.009980057377263;34.719239965583043;Education;Public Elementary Schools;;Eastside Union Elementary;Eastside Elementary School;6742 East Avenue H;;Lancaster;CA;77308;93535;publish;34.71924;-118.00998;6558671.35333697;2084127.52985515
157255180;-118.178090057209587;34.685699966177168;Education;Public Elementary Schools;;Eastside Union Elementary;Columbia Elementary School;2640 East Avenue J-4;;Lancaster;CA;77309;93535;publish;34.6857;-118.17809;6508133.15782563;2071968.54498681
157255182;-118.081350057566738;34.69753996624123;Education;Public Elementary Schools;;Eastside Union Elementary;Tierra Bonita Elementary School;44820 North 27th Street, East;;Lancaster;CA;77311;93535;publish;34.69754;-118.08135;6537218.47399873;2076239.95540723
157255183;-118.028470057028329;33.934669967576831;Education;Public Elementary Schools;;East Whittier City Elementary;Ceres Elementary School;10601 South Ceres Avenue;;Whittier;CA;77312;90604;publish;33.93467;-118.02847;6553034.30325939;1798606.5999139
157255185;-118.041750056680442;33.963299967595916;Education;Public Elementary Schools;;East Whittier City Elementary;Evergreen Elementary School;12915 East Helmer Drive;;Whittier;CA;77314;90602;publish;33.9633;-118.04175;6549010.30441764;1809027.08825922
157255188;-118.020440057125683;33.929919967501178;Education;Public Elementary Schools;;East Whittier City Elementary;La Colima Elementary School;11225 Miller Road;;Whittier;CA;77317;90604;publish;33.92992;-118.02044;6555469.75442521;1796877.37633823
157255189;-118.035410056413909;33.956369966883479;Education;Public Elementary Schools;;East Whittier City Elementary;Laurel Elementary School;13550 Lambert Road;;Whittier;CA;77318;90605;publish;33.95637;-118.03541;6550931.92065313;1806504.37414455
157255190;-118.030220056215001;33.945239966968003;Education;Public Elementary Schools;;East Whittier City Elementary;Mulberry Elementary School;14029 East Mulberry Drive;;Whittier;CA;77319;90605;publish;33.94524;-118.03022;6552504.61862323;1802453.4111179
157255191;-117.987080057240306;33.947319967458711;Education;Public Elementary Schools;;East Whittier City Elementary;Murphy Ranch Elementary School;16021 Janine Drive;;Whittier;CA;77320;90603;publish;33.94732;-117.98708;6565588.86345205;1803209.24359573
157255192;-118.018120057018066;33.959199966926846;Education;Public Elementary Schools;;East Whittier City Elementary;Ocean View Elementary School;14359 East Second Street;;Whittier;CA;77321;90605;publish;33.9592;-118.01812;6556175.45839439;1807532.87635264
157255193;-118.005680057209531;33.936399967504158;Education;Public Elementary Schools;;East Whittier City Elementary;Orchard Dale Elementary School;10625 South Cole Road;;Whittier;CA;77322;90604;publish;33.9364;-118.00568;6559947.40754339;1799235.01138672
157255194;-118.000380056664923;33.927549967151457;Education;Public Elementary Schools;;East Whittier City Elementary;Scott Avenue Elementary School;11701 Scott Avenue;;Whittier;CA;77323;90604;publish;33.92755;-118.00038;6561555.05295014;1796014.25011173
157255195;-117.994760056295107;33.938629967520868;Education;Public Elementary Schools;;East Whittier City Elementary;Leffingwell Elementary School;10625 South Santa Gertrudes;;Whittier;CA;77324;90603;publish;33.93863;-117.99476;6563259.74606305;1800046.55077414
157255196;-118.009190056857463;34.093299967174318;Education;Public Elementary Schools;;El Monte City;Cherrylee Elementary School;5025 Buffington Road;;El Monte;CA;77325;91732;publish;34.0933;-118.00919;6558887.93131588;1856334.1832774
157255197;-118.032140057272628;34.098949966816214;Education;Public Elementary Schools;;El Monte City;Cleminson Elementary School;5213 North Daleview Avenue;;Temple City;CA;77326;91780;publish;34.09895;-118.03214;6551940.16634005;1858391.75232498
157255198;-118.033540056697134;34.070919966794506;Education;Public Elementary Schools;;El Monte City;Columbia Elementary School;3400 North California;;El Monte;CA;77327;91731;publish;34.07092;-118.03354;6551512.92310005;1848191.24352656
157255199;-118.056990056408623;34.065409966883209;Education;Public Elementary Schools;;El Monte City;Cortada Elementary School;3111 North Potrero Avenue;;El Monte;CA;77328;91733;publish;34.06541;-118.05699;6544410.08297506;1846189.24687439
157255200;-118.003790057128683;34.08178996671149;Education;Public Elementary Schools;;El Monte City;Durfee Elementary School;12233 Star Street;;El Monte;CA;77329;91732;publish;34.08179;-118.00379;6560522.69641906;1852145.37111698
157255201;-118.049960057236021;34.079909966730852;Education;Public Elementary Schools;;El Monte City;Shirpser Elementary School;4020 North Gibson Road;;El Monte;CA;77330;91731;publish;34.07991;-118.04996;6546541.84216297;1851464.94071931
157255202;-118.044060056317889;34.091359967111401;Education;Public Elementary Schools;;El Monte City;Gidley Elementary School;10226 East Lower Azusa Road;;El Monte;CA;77331;91731;publish;34.09136;-118.04406;6548330.2591898;1855630.97667857
157255203;-118.029030056674344;34.080459967025824;Education;Public Elementary Schools;;El Monte City;Legore Elementary School;11121 Bryant Road;;El Monte;CA;77332;91731;publish;34.08046;-118.02903;6552879.75435589;1851662.60633448
157255204;-118.044680056324935;34.064269967171896;Education;Public Elementary Schools;;El Monte City;New Lexington Elementary School;10410 East Bodger Street;;El Monte;CA;77333;91733;publish;34.06427;-118.04468;6548138.15983647;1845772.4937709
157255205;-118.056760056290344;34.059949966772813;Education;Public Elementary Schools;;El Monte City;Potrero Elementary School;2611 North Potrero Avenue;;El Monte;CA;77334;91733;publish;34.05995;-118.05676;6544478.61991148;1844202.20852564
157255206;-118.021190056954353;34.103599966719415;Education;Public Elementary Schools;;El Monte City;Rio Hondo Elementary School;11425 Wildflower Road;;Arcadia;CA;77335;91006;publish;34.1036;-118.02119;6555255.55931555;1860083.0950709
157255207;-118.039720057355936;34.08335996661436;Education;Public Elementary Schools;;El Monte City;Rio Vista Elementary School;4300 North Esto;;El Monte;CA;77336;91731;publish;34.08336;-118.03972;6549643.1325483;1852719.07797481
157255208;-118.004470057370241;34.082349966699041;Education;Public Elementary Schools;;El Monte City;Thompson Elementary School;4544 Maxson Road;;El Monte;CA;77337;91732;publish;34.08235;-118.00447;6560316.79788072;1852349.17418706
157255209;-118.043580056326931;34.061489966913342;Education;Public Elementary Schools;;El Monte City;Wilkerson Elementary School;2700 North Doreen Avenue;;El Monte;CA;77338;91733;publish;34.06149;-118.04358;6548470.87669072;1844760.65196256
157255210;-118.021740056840628;34.085709967184435;Education;Public Elementary Schools;;El Monte City;Wright Elementary School;11317 East McGirk Road;;El Monte;CA;77339;91732;publish;34.08571;-118.02174;6555087.65217106;1853572.62351181
157255219;-118.086230057077813;33.982709967539854;Education;Public Elementary Schools;;El Rancho Unified;Early Learning Program;9515 Haney Street;;Pico Rivera;CA;77348;90660;publish;33.98271;-118.08623;6535528.51084322;1816099.38152932
157255223;-118.096540057020533;33.956839967200779;Education;Public Elementary Schools;;El Rancho Unified;Alice M. Birney Elementary School;8501 Orange Avenue;;Pico Rivera;CA;77352;90660;publish;33.95684;-118.09654;6532393.85077398;1806687.58407998
157255224;-118.07532005672013;34.012329967115136;Education;Public Elementary Schools;;El Rancho Unified;Durfee Elementary School;4220 South Durfee Avenue;;Pico Rivera;CA;77353;90660;publish;34.01233;-118.07532;6538844.10460572;1826876.04796806
157255225;-118.103120056042414;33.964839966943572;Education;Public Elementary Schools;;El Rancho Unified;Magee Academy of Arts & Sciences;8200 Serapis Avenue;;Pico Rivera;CA;77354;90660;publish;33.96484;-118.10312;6530401.40397146;1809600.9361929
157255226;-118.084010056681407;34.006199967072178;Education;Public Elementary Schools;;El Rancho Unified;North Ranchito Elementary School;8837 East Olympic Boulevard;;Pico Rivera;CA;77355;90660;publish;34.0062;-118.08401;6536208.67877422;1824647.30439407
157255227;-118.095840056384276;33.992609967518725;Education;Public Elementary Schools;;El Rancho Unified;Rio Vista Elementary School;8809 Coffman-Pico Road;;Pico Rivera;CA;77356;90660;publish;33.99261;-118.09584;6532618.54225372;1819704.83429214
157255228;-118.095320056741116;33.9763199671237;Education;Public Elementary Schools;;El Rancho Unified;Rivera Elementary School;7250 Citronell Street;;Pico Rivera;CA;77357;90660;publish;33.97632;-118.09532;6532770.54719906;1813776.4157028
157255229;-118.080010056397612;33.995379966848787;Education;Public Elementary Schools;;El Rancho Unified;South Ranchito Dual Language Academy;5241 South Passons Boulevard;;Pico Rivera;CA;77358;90660;publish;33.99538;-118.08001;6537417.8597548;1820708.69678573
157255230;-118.086670056155683;33.988669966835914;Education;Public Elementary Schools;;El Rancho Unified;Valencia Academy of the Arts;9241 East Cosgrove Street;;Pico Rivera;CA;77359;90660;publish;33.98867;-118.08667;6535396.98912464;1818268.46347722
157255236;-118.404800055590641;33.925039966779167;Education;Public Elementary Schools;;El Segundo Unified;Center Street Elementary School;700 Center Street;;El Segundo;CA;77365;90245;publish;33.92504;-118.4048;6438865.40036406;1795348.07723148
157255238;-118.417240056088758;33.92383996719979;Education;Public Elementary Schools;;El Segundo Unified;Richmond Street Elementary School;615 Richmond Street;;El Segundo;CA;77367;90245;publish;33.92384;-118.41724;6435089.6628368;1794926.80576432
157255239;-118.093410056344879;34.07795996711863;Education;Public Elementary Schools;;Garvey Elementary;Dewey Avenue Elementary School;525 Dewey Avenue;;San Gabriel;CA;77368;91776;publish;34.07796;-118.09341;6533384.00594589;1850764.68162115
157255240;-118.08671005700009;34.053639966682717;Education;Public Elementary Schools;;Garvey Elementary;Rice (Eldridge) Elementary School;2150 North Angelus Avenue;;Rosemead;CA;77369;91770;publish;34.05364;-118.08671;6535405.25813697;1841912.35155681
157255241;-118.08369005673147;34.057239966622909;Education;Public Elementary Schools;;Garvey Elementary;Sanchez (George I.) Elementary School;8470 East Fern Avenue;;Rosemead;CA;77370;91770;publish;34.05724;-118.08369;6536321.12802438;1843221.68555231
157255242;-118.083560056316216;34.0647999668655;Education;Public Elementary Schools;;Garvey Elementary;Willard (Frances E.) Elementary School;3152 North Willard Avenue;;Rosemead;CA;77371;91770;publish;34.0648;-118.08356;6536362.79132688;1845972.88182156
157255243;-118.110100056449369;34.046509967031668;Education;Public Elementary Schools;;Garvey Elementary;Hillcrest Elementary School;795 Pepper Street;;Monterey Park;CA;77372;91755;publish;34.04651;-118.1101;6528317.42290322;1839324.54308414
157255244;-118.110240056115046;34.055399966641779;Education;Public Elementary Schools;;Garvey Elementary;Monterey Vista Elementary School;901 East Graves Avenue;;Monterey Park;CA;77373;91755;publish;34.0554;-118.11024;6528278.56044814;1842559.83156106
157255245;-118.10499005630632;34.066179966682654;Education;Public Elementary Schools;;Garvey Elementary;Emerson (Ralph Waldo) Elementary School;7544 East Emerson Place;;Rosemead;CA;77374;91770;publish;34.06618;-118.10499;6529872.88567156;1846481.17706481
157255248;-118.105890056541298;34.059469966929555;Education;Public Elementary Schools;;Garvey Elementary;Bitely (Arlene) Elementary School;7501 East Fern Avenue;;Rosemead;CA;77377;91770;publish;34.05947;-118.10589;6529597.73792788;1844039.56613439
157255258;-118.285520056204334;34.180289966930879;Education;Public Elementary Schools;;Glendale Unified;Balboa Elementary School;1844 Bel Aire Drive;;Glendale;CA;77387;91201;publish;34.18029;-118.28552;6475315.33074489;1888113.95961273
157255259;-118.254080056760756;34.124829966982077;Education;Public Elementary Schools;;Glendale Unified;Cerritos Elementary School;120 East Cerritos Avenue;;Glendale;CA;77388;91205;publish;34.12483;-118.25408;6484773.26294447;1867905.59451772
157255260;-118.262210056395688;34.152699966479929;Education;Public Elementary Schools;;Glendale Unified;Columbus Elementary School;425 West Milford Street;;Glendale;CA;77389;91203;publish;34.1527;-118.26221;6482339.18907247;1878054.28320982
157255261;-118.257430056282089;34.239269966582533;Education;Public Elementary Schools;;Glendale Unified;Dunsmore Elementary School;4717 Dunsmore Avenue;;La Crescenta;CA;77390;91214;publish;34.23927;-118.25743;6483866.04887964;1909554.83241332
157255262;-118.265040056747026;34.140319966821878;Education;Public Elementary Schools;;Glendale Unified;Thomas Edison Elementary School;435 South Pacific Avenue;;Glendale;CA;77391;91204;publish;34.14032;-118.26504;6481471.10058555;1873551.23611356
157255263;-118.296920056637873;34.161819966386297;Education;Public Elementary Schools;;Glendale Unified;Benjamin Franklin Elementary School;1610 Lake Street;;Glendale;CA;77392;91201;publish;34.16182;-118.29692;6471847.57685363;1881402.40971564
157255264;-118.231260056463995;34.199749966837437;Education;Public Elementary Schools;;Glendale Unified;John C. Fremont Elementary School;3320 Las Palmas Avenue;;Glendale;CA;77393;91208;publish;34.19975;-118.23126;6491742.42781189;1895153.60170139
157255265;-118.222230056686712;34.151489966790137;Education;Public Elementary Schools;;Glendale Unified;Glenoaks Elementary School;2015 East Glenoaks Boulevard;;Glendale;CA;77394;91206;publish;34.15149;-118.22223;6494434.06711364;1877584.79595982
157255266;-118.285770056510728;34.1702399669974;Education;Public Elementary Schools;;Glendale Unified;Thomas Jefferson Elementary School;1540 Fifth Street;;Glendale;CA;77395;91201;publish;34.17024;-118.28577;6475229.32107438;1884456.8120714
157255267;-118.27217005645592;34.165629966652766;Education;Public Elementary Schools;;Glendale Unified;Mark Keppel Elementary School;730 Glenwood Road;;Glendale;CA;77396;91202;publish;34.16563;-118.27217;6479338.55793464;1882767.73834981
157255268;-118.24019005685561;34.221059966987312;Education;Public Elementary Schools;;Glendale Unified;La Crescenta Elementary School;4343 La Crescenta Avenue;;La Crescenta;CA;77397;91214;publish;34.22106;-118.24019;6489060.72943513;1902915.00579798
157255269;-118.252990056480101;34.228209966989752;Education;Public Elementary Schools;;Glendale Unified;Abraham Lincoln Elementary School;4310 New York Avenue;;La Crescenta;CA;77398;91214;publish;34.22821;-118.25299;6485197.83788273;1905526.50418389
157255270;-118.248950056009917;34.135449966686139;Education;Public Elementary Schools;;Glendale Unified;Horace Mann Elementary School;501 East Acacia Avenue;;Glendale;CA;77399;91205;publish;34.13545;-118.24895;6486335.42123747;1871766.51133657
157255271;-118.239060056004732;34.14714996709786;Education;Public Elementary Schools;;Glendale Unified;John Marshall Elementary School;1201 East Broadway;;Glendale;CA;77400;91205;publish;34.14715;-118.23906;6489338.36044155;1876017.0789509
157255272;-118.236030056478768;34.230539966524134;Education;Public Elementary Schools;;Glendale Unified;Monte Vista Elementary School;2620 Orange Avenue;;La Crescenta;CA;77401;91214;publish;34.23054;-118.23603;6490326.3988198;1906361.96051823
157255273;-118.228060057061583;34.224239966671654;Education;Public Elementary Schools;;Glendale Unified;Mountain Avenue Elementary School;2307 Mountain Avenue;;La Crescenta;CA;77402;91214;publish;34.22424;-118.22806;6492730.25556064;1904063.72134832
157255274;-118.238420056608689;34.135699966673556;Education;Public Elementary Schools;;Glendale Unified;John Muir Elementary School;912 South Chevy Chase Drive;;Glendale;CA;77403;91205;publish;34.1357;-118.23842;6489522.12024464;1871849.76576322
157255275;-118.250730056873081;34.238329966648834;Education;Public Elementary Schools;;Glendale Unified;Valley View Elementary School;4900 Maryland Avenue;;La Crescenta;CA;77404;91214;publish;34.23833;-118.25073;6485890.16359781;1909207.63199222
157255276;-118.227330056591583;34.173729966809333;Education;Public Elementary Schools;;Glendale Unified;Verdugo Woodlands Elementary School;1751 North Verdugo Road;;Glendale;CA;77405;91208;publish;34.17373;-118.22733;6492909.35559614;1885681.76631439
157255277;-118.245750055941969;34.15328996696482;Education;Public Elementary Schools;;Glendale Unified;R. D. White Elementary School;744 East Doran Street;;Glendale;CA;77406;91206;publish;34.15329;-118.24575;6487319.64564697;1878256.41174257
157255287;-117.854860057194969;34.142349966684129;Education;Public Elementary Schools;;Glendora Unified;Cullen Elementary School;440 North Live Oak Avenue;;Glendora;CA;77416;91741;publish;34.14235;-117.85486;6605587.63155147;1874215.97002031
157255288;-117.87368005684182;34.13973996725467;Education;Public Elementary Schools;;Glendora Unified;La Fetra Elementary School;547 West Bennett Avenue;;Glendora;CA;77417;91741;publish;34.13974;-117.87368;6599894.16360772;1873258.4542188
157255289;-117.846220057792678;34.143379967045021;Education;Public Elementary Schools;;Glendora Unified;Sellers Elementary School;500 North Loraine Avenue;;Glendora;CA;77418;91741;publish;34.14338;-117.84622;6608201.3973213;1874594.69301614
157255290;-117.877340057054226;34.145119966826279;Education;Public Elementary Schools;;Glendora Unified;Stanton Elementary School;725 South Vecino Avenue;;Glendora;CA;77419;91740;publish;34.14512;-117.87734;6598784.27606373;1875214.96146065
157255291;-117.819380057404089;34.124749967171788;Education;Public Elementary Schools;;Glendora Unified;Sutherland Elementary School;1330 North Amelia Avenue;;Glendora;CA;77420;91740;publish;34.12475;-117.81938;6616334.8751488;1867828.41389781
157255295;-118.854020056358749;34.792799965356167;Education;Public Elementary Schools;;Gorman Elementary;Gorman Elementary School;49847 Gorman School Road;;Gorman;CA;77424;93243;publish;34.7928;-118.85402;6305270.1665708;2111987.62505348
157255297;-118.359050056001294;33.923189967350481;Education;Public Elementary Schools;;Hawthorne;Eucalyptus;12044 South Eucalyptus Avenue;;Hawthorne;CA;77426;90250;publish;33.92319;-118.35905;6452742.19544506;1794622.08983831
157255299;-118.346380055814279;33.905299966633464;Education;Public Elementary Schools;;Hawthorne;Jefferson;4091 West 139th Street;;Hawthorne;CA;77428;90250;publish;33.9053;-118.34638;6456563.55361597;1788098.05957931
157255300;-118.357620056490177;33.908979966703768;Education;Public Elementary Schools;;Hawthorne;Ramona;4617 West 136th Street;;Hawthorne;CA;77429;90250;publish;33.90898;-118.35762;6453157.6267008;1789449.23207381
157255301;-118.350730055896065;33.915379966978648;Education;Public Elementary Schools;;Hawthorne;Washington;4339 West 129th Street;;Hawthorne;CA;77430;90250;publish;33.91538;-118.35073;6455256.37906498;1791770.95872957
157255302;-118.344930055467856;33.92654996743461;Education;Public Elementary Schools;;Hawthorne;York;11838 South York Avenue;;Hawthorne;CA;77431;90250;publish;33.92655;-118.34493;6457030.08221047;1795829.86202906
157255304;-118.335250056314536;33.91025996721919;Education;Public Elementary Schools;;Hawthorne;Zela Davis;13435 South Yukon Avenue;;Hawthorne;CA;77433;90250;publish;33.91026;-118.33525;6459946.88772856;1789891.65737006
157255306;-118.335860056520346;33.916389966790867;Education;Public Elementary Schools;;Hawthorne;Kornblum;3620 West El Segundo Boulevard;;Hawthorne;CA;77435;90250;publish;33.91639;-118.33586;6459769.25258514;1792123.11025622
157255307;-118.391480055731705;33.868569967472808;Education;Public Elementary Schools;;Hermosa Beach City Elementary;Hermosa View Elementary School;1800 Prospect Avenue;;Hermosa Beach;CA;77436;90254;publish;33.86857;-118.39148;6442826.2556313;1774781.46711805
157255308;-118.396040056081958;33.866489967101188;Education;Public Elementary Schools;;Hermosa Beach City Elementary;Hermosa Valley Elementary School;1645 Valley Drive;;Hermosa Beach;CA;77437;90254;publish;33.86649;-118.39604;6441438.97198856;1774029.93253189
157255309;-118.421910056532795;34.670869965573488;Education;Public Elementary Schools;;Hughes-Elizabeth Lakes Union Elementary;Hughes-Elizabeth Lakes;16633 Elizabeth Lake Road PO Box 530;;Lake Hughes;CA;77438;93532;publish;34.67087;-118.42191;6434813.99376872;2066790.26400481
157255323;-118.332920056388218;33.927819967157753;Education;Public Elementary Schools;;Inglewood Unified;Bennett/Kew Elementary School;11710 South Cherry Avenue;;Inglewood;CA;77452;90303;publish;33.92782;-118.33292;6460675.03226964;1796279.75614239
157255324;-118.335890055721237;33.934339967178275;Education;Public Elementary Schools;;Inglewood Unified;Worthington Elementary School;11101 Yukon Avenue;;Inglewood;CA;77453;90303;publish;33.93434;-118.33589;6459781.97926572;1798655.51418614
157255325;-118.346360055943009;33.977739966885785;Education;Public Elementary Schools;;Inglewood Unified;Centinela Elementary School;1123 Marlborough Avenue;;Inglewood;CA;77454;90302;publish;33.97774;-118.34636;6456660.46057439;1814460.39793064
157255326;-118.363370055655437;33.972219967215359;Education;Public Elementary Schools;;Inglewood Unified;Highland Elementary School;430 Venice Way;;Inglewood;CA;77455;90302;publish;33.97222;-118.36337;6451496.10705797;1812469.77297489
157255327;-118.344890055764395;33.956819966642549;Education;Public Elementary Schools;;Inglewood Unified;Kelso (William H.) Elementary School;809 East Kelso Street;;Inglewood;CA;77456;90301;publish;33.95682;-118.34489;6457080.01354106;1806845.6759554
157255329;-118.322220056335652;33.967209966968383;Education;Public Elementary Schools;;Inglewood Unified;Lane (Warren) Elementary School;2602 W 79th Street;;Inglewood;CA;77458;90305;publish;33.96721;-118.32222;6463966.94661756;1810603.98766448
157255330;-118.366110055594774;33.955669966687076;Education;Public Elementary Schools;;Inglewood Unified;Oak Street Elementary School;633 South Oak Street;;Inglewood;CA;77459;90301;publish;33.95567;-118.36611;6450643.40272664;1806449.92773114
157255331;-118.374550056329795;33.982659966882785;Education;Public Elementary Schools;;Inglewood Unified;Parent (Frank D.) Elementary School;5354 West 64th Street;;Inglewood;CA;77460;90302;publish;33.98266;-118.37455;6448120.48979346;1816281.52486581
157255332;-118.357390056409301;33.950929966871612;Education;Public Elementary Schools;;Inglewood Unified;Payne (Beulah) Elementary School;215 West 94th Street;;Inglewood;CA;77461;90301;publish;33.95093;-118.35739;6453281.69502223;1804715.43284056
157255333;-118.327320056555408;33.941779966577357;Education;Public Elementary Schools;;Inglewood Unified;Woodworth (Clyde) Elementary School;3200 West 104th Street;;Inglewood;CA;77462;90303;publish;33.94178;-118.32732;6462390.39694914;1801354.50452305
157255336;-118.360900055545144;33.960529966833462;Education;Public Elementary Schools;;Inglewood Unified;Hudnall (Claude) Elementary School;331 West Olive;;Inglewood;CA;77465;90301;publish;33.96053;-118.3609;6452229.73649622;1808212.86154123
157255339;-117.982940056979601;34.521059966596255;Education;Public Elementary Schools;;Keppel Union Elementary;Alpine Elementary School;8244 East Pearblossom Highway;;Littlerock;CA;77468;93543;publish;34.52106;-117.98294;6566809.04441063;2012004.66261823
