OBJECTID;X;Y;cat1;cat2;cat3;org_name;Name;addrln1;addrln2;city;state;post_id;zip;use_type;latitude;longitude;POINT_X;POINT_Y
157256061;-118.390220056033968;34.04982996635394;Education;Public Elementary Schools;;Los Angeles Unified;Canfield Avenue Elementary School;9233 Airdrome Street;;Los Angeles;CA;78191;90035;publish;34.04983;-118.39022;6443464.83867171;1840743.93000914
157256062;-118.605640055546516;34.205609966091579;Education;Public Elementary Schools;;Los Angeles Unified;Canoga Park Elementary School;7438 Topanga Canyon Boulevard;;Canoga Park;CA;78192;91303;publish;34.20561;-118.60564;6378552.00950813;1897757.38291115
157256063;-118.52477005605121;34.219129966174428;Education;Public Elementary Schools;;Los Angeles Unified;Cantara Street Elementary School;17950 Cantara Street;;Reseda;CA;78193;91335;publish;34.21913;-118.52477;6403028.91002931;1902539.99900205
157256064;-118.430050056201836;34.233759966606996;Education;Public Elementary Schools;;Los Angeles Unified;Canterbury Avenue Elementary School;13670 Montague Street;;Pacomia;CA;78194;91331;publish;34.23376;-118.43005;6431685.97213763;1907728.07228731
157256066;-118.616890055355995;34.2170099660662;Education;Public Elementary Schools;;Los Angeles Unified;Capistrano Avenue Elementary School;8118 Capistrano Avenue;;West Hills;CA;78196;91304;publish;34.21701;-118.61689;6375176.01822864;1901926.65574056
157256067;-118.283650056552048;33.822349967103975;Education;Public Elementary Schools;;Los Angeles Unified;Caroldale Learning Community;22424 Caroldale Avenue;;Carson;CA;78197;90745;publish;33.82235;-118.28365;6475513.32641189;1757850.96981114
157256069;-118.275530055538979;33.831999967543929;Education;Public Elementary Schools;;Los Angeles Unified;Carson Street Elementary School;161 East Carson Street;;Carson;CA;78199;90745;publish;33.832;-118.27553;6477989.34869081;1761355.98412657
157256070;-118.369590055956976;34.059109966904941;Education;Public Elementary Schools;;Los Angeles Unified;Carthay Elementary School Of Environmental Studies Magnet;6351 West Olympic Boulevard;;Los Angeles;CA;78200;90048;publish;34.05911;-118.36959;6449726.46919306;1844097.46070364
157256071;-118.240080056119496;34.064329967043626;Education;Public Elementary Schools;;Los Angeles Unified;Castelar Street Elementary School;840 Yale Street;;Los Angeles;CA;78201;90012;publish;34.06433;-118.24008;6488957.75555973;1845878.15366456
157256072;-118.397730056029204;34.037299966620239;Education;Public Elementary Schools;;Los Angeles Unified;Castle Heights Elementary School;9755 Cattaraugus Avenue;;Los Angeles;CA;78202;90034;publish;34.0373;-118.39773;6441171.87770647;1836192.9696229
157256073;-118.27099005576386;33.811709967126916;Education;Public Elementary Schools;;Los Angeles Unified;Catskill Avenue Elementary School;23536 Catskill Avenue;;Carson;CA;78203;90745;publish;33.81171;-118.27099;6479348.27805956;1753968.19575256
157256074;-118.318920055573983;33.936029966871516;Education;Public Elementary Schools;;Los Angeles Unified;Century Park Elementary School;10935 South Spinning Avenue;;Inglewood;CA;78204;90303;publish;33.93603;-118.31892;6464931.56640747;1799253.77283214
157256076;-118.312880055516615;33.89551996675425;Education;Public Elementary Schools;;Los Angeles Unified;Chapman Elementary School;1947 Marine Avenue;;Gardena;CA;78206;90249;publish;33.89552;-118.31288;6466717.79971163;1784505.57102939
157256077;-118.419630055873441;34.017329966570699;Education;Public Elementary Schools;;Los Angeles Unified;Charnock Road Elementary School;11133 Charnock Road;;Los Angeles;CA;78207;90034;publish;34.01733;-118.41963;6434506.6325068;1828952.52806707
157256078;-118.440150056213042;34.225669966310576;Education;Public Elementary Schools;;Los Angeles Unified;Chase Street Elementary School;14041 Chase Street;;Panorama City;CA;78208;91402;publish;34.22567;-118.44015;6428620.33391197;1904797.21725665
157256079;-118.606420055948945;34.257419966472924;Education;Public Elementary Schools;;Los Angeles Unified;Chatsworth Park Elementary School;22005 Devonshire Street;;Chatsworth;CA;78209;91311;publish;34.25742;-118.60642;6378429.9237943;1916613.0584543
157256080;-118.320760056398527;34.105389967050677;Education;Public Elementary Schools;;Los Angeles Unified;Cheremoya Avenue Elementary School;6017 Franklin Avenue;;Los Angeles;CA;78210;90028;publish;34.10539;-118.32076;6464570.11207789;1860888.75750156
157256081;-118.353580055830435;34.032039967187686;Education;Public Elementary Schools;;Los Angeles Unified;Cienega Elementary School;2611 South Orange Drive;;Los Angeles;CA;78211;90016;publish;34.03204;-118.35358;6454541.01074505;1834228.77538855
157256082;-118.315980056431513;33.929059967282569;Education;Public Elementary Schools;;Los Angeles Unified;Cimarron Avenue Elementary School;11559 Cimarron Avenue;;Hawthorne;CA;78212;90250;publish;33.92906;-118.31598;6465815.3868183;1796714.4304699
157256083;-118.17187005705037;34.057319967142298;Education;Public Elementary Schools;;Los Angeles Unified;City Terrace Elementary School;4350 City Terrace Drive;;Los Angeles;CA;78213;90063;publish;34.05732;-118.17187;6509612.00230889;1843284.75137106
157256084;-118.258300056726512;34.089439967156586;Education;Public Elementary Schools;;Los Angeles Unified;Clifford Street Elementary School;2150 Duane Street;;Los Angeles;CA;78214;90039;publish;34.08944;-118.2583;6483462.99194297;1855029.81088614
157256085;-118.425490056457534;34.027399966352384;Education;Public Elementary Schools;;Los Angeles Unified;Clover Avenue Elementary School;11020 Clover Avenue;;Los Angeles;CA;78215;90034;publish;34.0274;-118.42549;6432746.3545313;1832624.63489605
157256086;-118.453560056246545;33.989799966481719;Education;Public Elementary Schools;;Los Angeles Unified;Coeur D'Alene Avenue Elementary School;810 Coeur D'Alene Avenue;;Venice;CA;78216;90291;publish;33.9898;-118.45356;6424179.42481481;1818978.56015414
157256087;-118.47758005572571;34.208249966401482;Education;Public Elementary Schools;;Los Angeles Unified;Cohasset Street Elementary School;15810 Saticoy Street;;Van Nuys;CA;78217;91406;publish;34.20825;-118.47758;6417275.83232281;1898509.48672189
157256088;-118.413610055867494;34.195369966290649;Education;Public Elementary Schools;;Los Angeles Unified;Coldwater Canyon Elementary School;6850 Coldwater Canyon Avenue;;North Hollywood;CA;78218;91605;publish;34.19537;-118.41361;6436597.51349564;1893736.52284265
157256090;-118.345200056108609;34.018019966528833;Education;Public Elementary Schools;;Los Angeles Unified;Coliseum Street Elementary School;4400 Coliseum Street;;Los Angeles;CA;78220;90016;publish;34.01802;-118.3452;6457062.49028213;1829117.82202782
157256091;-118.285970056423466;34.070159967065848;Education;Public Elementary Schools;;Los Angeles Unified;Commonwealth Avenue Elementary School;215 South Commonwealth Avenue;;Los Angeles;CA;78221;90004;publish;34.07016;-118.28597;6475065.2088698;1848036.16214381
157256092;-118.247100055861438;33.941579966788709;Education;Public Elementary Schools;;Los Angeles Unified;Compton Avenue Elementary School;1515 East 104th Street;;Los Angeles;CA;78222;90002;publish;33.94158;-118.2471;6486721.81318122;1801212.19804914
157256093;-118.19742005639182;33.976539966952608;Education;Public Elementary Schools;;Los Angeles Unified;Corona Avenue Elementary School;3825 Bell Avenue;;Bell;CA;78223;90201;publish;33.97654;-118.19742;6501815.34336156;1813901.55291973
157256094;-118.255900055807629;34.066099966989277;Education;Public Elementary Schools;;Los Angeles Unified;Betty Plasencia Elementary School;1321 Cortez Street;;Los Angeles;CA;78224;90026;publish;34.0661;-118.2559;6484168.03219955;1846534.10937364
157256095;-118.405060056057621;33.972919966854981;Education;Public Elementary Schools;;Los Angeles Unified;Cowan Avenue Elementary School;7615 Cowan Avenue;;Los Angeles;CA;78225;90045;publish;33.97292;-118.40506;6438856.7399483;1812772.83175197
157256096;-118.373790055956789;34.047259966724127;Education;Public Elementary Schools;;Los Angeles Unified;Crescent Heights Boulevard Elementary School;1661 South Crescent Heights;;Los Angeles;CA;78226;90035;publish;34.04726;-118.37379;6448438.31494522;1839789.74917473
157256097;-118.312400056062643;33.749089967101547;Education;Public Elementary Schools;;Los Angeles Unified;Crestwood Street Elementary School;1946 West Crestwood Street;;Rancho Palos Verdes;CA;78227;90275;publish;33.74909;-118.3124;6466697.85093264;1731215.62117906
157256098;-118.211320055877081;34.02222996654627;Education;Public Elementary Schools;;Los Angeles Unified;Christopher Dena Elementary School;1314 Dacotah Street;;Los Angeles;CA;78228;90023;publish;34.02223;-118.21132;6497636.01937114;1830537.61347955
157256099;-118.198930056615367;34.138729966784446;Education;Public Elementary Schools;;Los Angeles Unified;Dahlia Heights Elementary School;5063 Floristan Avenue;;Los Angeles;CA;78229;90041;publish;34.13873;-118.19893;6501474.34273122;1872926.4394629
157256100;-118.47480005636244;34.274199966139491;Education;Public Elementary Schools;;Los Angeles Unified;Danube Avenue Elementary School;11220 Danube Avenue;;Granada Hills;CA;78230;91344;publish;34.2742;-118.4748;6418229.71460138;1922505.63787648
157256102;-118.288150056379891;34.082109966978805;Education;Public Elementary Schools;;Los Angeles Unified;Dayton Heights Elementary School;607 North Westmoreland Avenue;;Los Angeles;CA;78232;90004;publish;34.08211;-118.28815;6474417.47099206;1852386.8624319
157256104;-118.240740056103434;33.835959966983154;Education;Public Elementary Schools;;Los Angeles Unified;Del Amo Elementary School;21228 Water Street;;Carson;CA;78234;90745;publish;33.83596;-118.24074;6488558.82000589;1762769.9924534
157256105;-118.227440056983198;34.127379966520344;Education;Public Elementary Schools;;Los Angeles Unified;Delevan Drive Elementary School;4168 West Avenue 42;;Los Angeles;CA;78235;90065;publish;34.12738;-118.22744;6492837.91807497;1868814.27281848
157256106;-118.305440055811815;33.882819966987178;Education;Public Elementary Schools;;Los Angeles Unified;Denker Avenue Elementary School;1620 West 162nd Street;;Gardena;CA;78236;90247;publish;33.88282;-118.30544;6468961.63282238;1779876.81617931
157256108;-118.272060056137221;33.821249967005379;Education;Public Elementary Schools;;Los Angeles Unified;Dolores Street Elementary School;22526 Dolores Street;;Carson;CA;78238;90745;publish;33.82125;-118.27206;6479032.62810031;1757440.92109056
157256109;-118.21512005622499;33.835949967003252;Education;Public Elementary Schools;;Los Angeles Unified;Dominguez Elementary School;21250 Santa Fe Avenue;;Carson;CA;78239;90810;publish;33.83595;-118.21512;6496339.46323723;1762748.71034373
157256110;-118.237930055986183;34.090759966615039;Education;Public Elementary Schools;;Los Angeles Unified;Dorris Place Elementary School;2225 Dorris Place;;Los Angeles;CA;78240;90031;publish;34.09076;-118.23793;6489631.68761081;1855494.9585779
157256111;-118.322450056025758;34.015409967238035;Education;Public Elementary Schools;;Los Angeles Unified;Tom Bradley Global Awareness Magnet;3875 Dublin Avenue;;Los Angeles;CA;78241;90008;publish;34.01541;-118.32245;6463953.47551589;1828145.10021998
157256112;-118.448060056515075;34.30012996646164;Education;Public Elementary Schools;;Los Angeles Unified;Dyer Street Elementary School;14500 Dyer Street;;Sylmar;CA;78242;91342;publish;34.30013;-118.44806;6426350.07500106;1931904.86415672
157256113;-118.212850057021896;34.135939966567939;Education;Public Elementary Schools;;Los Angeles Unified;Eagle Rock Elementary School;2057 Fair Park Avenue;;Los Angeles;CA;78243;90041;publish;34.13594;-118.21285;6497260.02307589;1871919.73707998
157256114;-118.184600056788952;34.016939967222235;Education;Public Elementary Schools;;Los Angeles Unified;Eastman Avenue Elementary School;4112 East Olympic Boulevard;;Los Angeles;CA;78244;90023;publish;34.01694;-118.1846;6505729.18395905;1828596.53435647
157256115;-118.466150056433477;34.301699966208638;Education;Public Elementary Schools;;Los Angeles Unified;El Dorado Avenue Elementary School;12749 El Dorado Avenue;;Sylmar;CA;78245;91342;publish;34.3017;-118.46615;6420889.33559448;1932501.05489348
157256117;-118.177630057014341;34.090179967145474;Education;Public Elementary Schools;;Los Angeles Unified;El Sereno Elementary School;3838 Rosemead Avenue;;Los Angeles;CA;78247;90032;publish;34.09018;-118.17763;6507888.46868247;1855246.14739573
157256119;-118.249360056390273;34.088969967170634;Education;Public Elementary Schools;;Los Angeles Unified;Elysian Heights Elementary School;1562 Baxter Street;;Los Angeles;CA;78249;90026;publish;34.08897;-118.24936;6486169.38974538;1854851.93427339
157256122;-118.424930056481784;34.182929966836333;Education;Public Elementary Schools;;Los Angeles Unified;Erwin Elementary School;13400 Erwin Street;;Van Nuys;CA;78252;91401;publish;34.18293;-118.42493;6433155.30548505;1889223.70050348
157256123;-118.313890055854515;33.788289967708685;Education;Public Elementary Schools;;Los Angeles Unified;Eshelman Avenue Elementary School;25902 Eshelman Avenue;;Lomita;CA;78253;90717;publish;33.78829;-118.31389;6466289.4272088;1745482.97354981
157256124;-118.206860056768164;34.031049966697395;Education;Public Elementary Schools;;Los Angeles Unified;Euclid Avenue Elementary School;806 Euclid Avenue;;Los Angeles;CA;78254;90023;publish;34.03105;-118.20686;6498994.09441088;1833744.56933598
157256125;-118.19714005611182;34.05235996708258;Education;Public Elementary Schools;;Los Angeles Unified;Evergreen Avenue Elementary School;2730 Ganahl Street;;Los Angeles;CA;78255;90033;publish;34.05236;-118.19714;6501954.34997331;1841493.76381131
157256126;-118.374830055915126;34.188589966488053;Education;Public Elementary Schools;;Los Angeles Unified;Fair Avenue Elementary School;6501 Fair Avenue;;North Hollywood;CA;78256;91606;publish;34.18859;-118.37483;6448315.06027047;1891223.18436539
157256127;-118.430960056233516;34.059269967093819;Education;Public Elementary Schools;;Los Angeles Unified;Fairburn Avenue Elementary School;1403 Fairburn Avenue;;Los Angeles;CA;78257;90024;publish;34.05927;-118.43096;6431138.67369156;1844229.70748639
157256128;-118.180010056801009;34.078069967262522;Education;Public Elementary Schools;;Los Angeles Unified;Farmdale Elementary School;2660 Ruth Swiggett Drive;;Los Angeles;CA;78258;90032;publish;34.07807;-118.18001;6507159.97374839;1850840.37799206
157256130;-118.394160056152643;34.231289966228822;Education;Public Elementary Schools;;Los Angeles Unified;Fernangeles Elementary School;12001 Art Street;;Sun Valley;CA;78260;91352;publish;34.23129;-118.39416;6442530.28706314;1906784.72706114
157256131;-118.285890055617728;33.730089967528691;Education;Public Elementary Schools;;Los Angeles Unified;Fifteenth Street Elementary School;1527 South Mesa Street;;San Pedro;CA;78261;90731;publish;33.73009;-118.28589;6474737.44673005;1724276.98905897
157256132;-118.343190056259104;33.992139966882242;Education;Public Elementary Schools;;Los Angeles Unified;Fifty-Fourth Street Elementary School;5501 South Eileen Avenue;;Los Angeles;CA;78262;90043;publish;33.99214;-118.34319;6457639.43335398;1819697.53148523
157256133;-118.319760056267327;33.98620996693991;Education;Public Elementary Schools;;Los Angeles Unified;Fifty-Ninth Street Elementary School;5939 Second Avenue;;Los Angeles;CA;78263;90043;publish;33.98621;-118.31976;6464734.85977988;1817516.07128122
157256134;-118.287850056442551;33.996309966757359;Education;Public Elementary Schools;;Los Angeles Unified;Fifty-Second Street Elementary School;816 West 51st Street;;Los Angeles;CA;78264;90037;publish;33.99631;-118.28785;6474418.89651413;1821162.41831923
157256135;-118.28309005594059;33.934639966829707;Education;Public Elementary Schools;;Los Angeles Unified;Figueroa Street Elementary School;510 West 111th Street;;Los Angeles;CA;78265;90044;publish;33.93464;-118.28309;6475798.51055281;1798715.3772554
157256136;-118.407590056107026;34.282169966385617;Education;Public Elementary Schools;;Los Angeles Unified;Hillery T. Broadous Elementary School;12561 Filmore Street;;Pacoima;CA;78266;91331;publish;34.28217;-118.40759;6438545.99581914;1925316.92162398
157256137;-118.204300056641429;34.041119966880181;Education;Public Elementary Schools;;Los Angeles Unified;First Street Elementary School;2820 East First Street;;Los Angeles;CA;78267;90033;publish;34.04112;-118.2043;6499777.19258222;1837407.64731164
157256138;-118.240500056616995;34.118399967114414;Education;Public Elementary Schools;;Los Angeles Unified;Fletcher Drive Elementary School;3350 Fletcher Drive;;Los Angeles;CA;78268;90065;publish;34.1184;-118.2405;6488877.6300638;1865555.49423106
157256139;-118.238250056356776;33.974419967069068;Education;Public Elementary Schools;;Los Angeles Unified;Florence Avenue Elementary School;7211 Bell Avenue;;Los Angeles;CA;78269;90001;publish;33.97442;-118.23825;6489434.45014438;1813156.86904165
157256140;-118.171760056678878;34.020189967429701;Education;Public Elementary Schools;;Los Angeles Unified;Ford Boulevard Elementary School;1112 South Ford Boulevard;;Los Angeles;CA;78270;90022;publish;34.02019;-118.17176;6509622.23194721;1829772.3758368
157256141;-118.261780056285758;33.998509967414684;Education;Public Elementary Schools;;Los Angeles Unified;Forty-Ninth Street Elementary School;750 East 49th Street;;Los Angeles;CA;78271;90011;publish;33.99851;-118.26178;6482323.1510468;1821941.43677431
157256142;-118.321600056535971;34.006339966910843;Education;Public Elementary Schools;;Los Angeles Unified;Forty-Second Street Elementary School;4231 Fourth Avenue;;Los Angeles;CA;78272;90008;publish;34.00634;-118.3216;6464200.5022528;1824843.53497273
157256143;-118.153340056399713;34.027959966891594;Education;Public Elementary Schools;;Los Angeles Unified;Fourth Street Elementary School;420 South Amalia Avenue;;Los Angeles;CA;78273;90022;publish;34.02796;-118.15334;6515208.31755981;1832591.00438589
157256144;-118.285110056215743;34.105919966594655;Education;Public Elementary Schools;;Los Angeles Unified;Franklin Avenue Elementary School;1910 North Commonwealth Avenue;;Los Angeles;CA;78274;90027;publish;34.10592;-118.28511;6475362.56851131;1861049.10954306
157256145;-118.265690056322541;33.789119967279909;Education;Public Elementary Schools;;Los Angeles Unified;Fries Avenue Elementary School;1301 Fries Avenue;;Wilmington;CA;78275;90744;publish;33.78912;-118.26569;6480936.59214014;1745742.80767581
157256146;-118.577110055319636;34.196649966211254;Education;Public Elementary Schools;;Los Angeles Unified;Fullbright Avenue Elementary School;6940 Fullbright Avenue;;Canoga Park;CA;78276;91306;publish;34.19665;-118.57711;6387159.38140097;1894445.98041323
157256147;-118.528890055427851;34.204909966751423;Education;Public Elementary Schools;;Los Angeles Unified;Garden Grove Elementary School;18141 Valerio Street;;Reseda;CA;78277;91335;publish;34.20491;-118.52889;6401756.19013381;1897371.68387939
157256148;-118.286910056326334;33.881849967104749;Education;Public Elementary Schools;;Los Angeles Unified;Gardena Elementary School;647 West Gardena Boulevard;;Gardena;CA;78278;90247;publish;33.88185;-118.28691;6474584.92899047;1779507.23949064
157256149;-118.351950055928214;34.099729966844848;Education;Public Elementary Schools;;Los Angeles Unified;Gardner Street Elementary School;7450 Hawthorn Avenue;;Los Angeles;CA;78279;90046;publish;34.09973;-118.35195;6455121.1247423;1858860.58439256
157256150;-118.182400056514538;34.117589967271037;Education;Public Elementary Schools;;Los Angeles Unified;Garvanza Elementary School;317 North Avenue 62;;Los Angeles;CA;78280;90042;publish;34.11759;-118.1824;6506462.33570798;1865223.72881848
157256151;-118.205380056664069;34.072129966463862;Education;Public Elementary Schools;;Los Angeles Unified;Gates Street Elementary School;3333 Manitou Avenue;;Los Angeles;CA;78281;90031;publish;34.07213;-118.20538;6499473.06228498;1848693.43018623
157256152;-118.503540055482418;34.199229966166754;Education;Public Elementary Schools;;Los Angeles Unified;Gault Street Elementary School;17000 Gault Street;;Van Nuys;CA;78282;91406;publish;34.19923;-118.50354;6409410.54555997;1895265.29209481
157256154;-118.236730056234947;34.104299966451393;Education;Public Elementary Schools;;Los Angeles Unified;Glassell Park Elementary School;2211 West Avenue 30;;Los Angeles;CA;78284;90065;publish;34.1043;-118.23673;6490006.61829139;1860421.5471499
157256155;-118.481800055971789;34.241769966776339;Education;Public Elementary Schools;;Los Angeles Unified;Gledhill Street Elementary School;16030 Gledhill Street;;North Hills;CA;78285;91343;publish;34.24177;-118.4818;6416058.41054505;1910713.96953073
157256156;-118.199990056137892;34.084879966964721;Education;Public Elementary Schools;;Los Angeles Unified;Glen Alta Elementary School;3410 Sierra Street;;Los Angeles;CA;78286;90031;publish;34.08488;-118.19999;6501114.59902814;1853330.09742206
157256157;-118.267820055890255;34.122649966360015;Education;Public Elementary Schools;;Los Angeles Unified;Glenfeliz Boulevard Elementary School;3955 Glenfeliz Boulevard;;Los Angeles;CA;78287;90039;publish;34.12265;-118.26782;6480612.76142298;1867123.05015106
157256158;-118.35770005602771;34.216489966958783;Education;Public Elementary Schools;;Los Angeles Unified;Glenwood Elementary School;8001 Ledge Avenue;;Sun Valley;CA;78288;91352;publish;34.21649;-118.3577;6453531.58592664;1901357.55812548
157256159;-118.238220056534118;33.962189966825242;Education;Public Elementary Schools;;Los Angeles Unified;Graham Elementary School;8407 South Fir Avenue;;Los Angeles;CA;78289;90001;publish;33.96219;-118.23822;6489432.99804756;1808706.10235265
157256161;-118.429070055958348;34.001809967191839;Education;Public Elementary Schools;;Los Angeles Unified;Grand View Boulevard Elementary School;3951 Grand View Boulevard;;Los Angeles;CA;78291;90066;publish;34.00181;-118.42907;6431621.86498238;1823316.61348589
157256162;-118.313400056401392;34.099749966618361;Education;Public Elementary Schools;;Los Angeles Unified;Grant Elementary School;1530 North Wilton Place;;Los Angeles;CA;78292;90028;publish;34.09975;-118.3134;6466791.71885514;1858829.23767048
157256163;-118.23786005569994;33.934179967042347;Education;Public Elementary Schools;;Los Angeles Unified;Grape Street Elementary School;1940 East 111th Street;;Los Angeles;CA;78293;90059;publish;33.93418;-118.23786;6489518.04282497;1798512.4209684
157256164;-118.429900055730258;34.302139966059876;Education;Public Elementary Schools;;Los Angeles Unified;Gridley Street Elementary School;1907 Eighth Street;;San Fernando;CA;78294;91340;publish;34.30214;-118.4299;6431837.73791023;1932612.38144247
157256165;-118.211820056385505;34.068239966804839;Education;Public Elementary Schools;;Los Angeles Unified;Griffin Avenue Elementary School;2025 Griffin Avenue;;Los Angeles;CA;78295;90031;publish;34.06824;-118.21182;6497519.79289755;1847281.83524039
157256166;-118.272620055788579;33.786379967179741;Education;Public Elementary Schools;;Los Angeles Unified;Gulf Avenue Elementary School;828 West L Street;;Wilmington;CA;78296;90744;publish;33.78638;-118.27262;6478828.11243322;1744751.28734915
157256167;-118.421470055703082;34.253979966026236;Education;Public Elementary Schools;;Los Angeles Unified;Haddon Avenue Elementary School;10115 Haddon Avenue;;Pacoima;CA;78297;91331;publish;34.25398;-118.42147;6434310.15028822;1915075.44735631
157256168;-118.301520056517333;33.833439967508994;Education;Public Elementary Schools;;Los Angeles Unified;Halldale Elementary School;21514 Halldale Avenue;;Torrance;CA;78298;90501;publish;33.83344;-118.30152;6470097.54196788;1761902.69202265
157256170;-118.181550056908847;34.046249966557816;Education;Public Elementary Schools;;Los Angeles Unified;William R. Anton Elementary School;831 North Bonnie Beach Place;;Los Angeles;CA;78300;90063;publish;34.04625;-118.18155;6506672.71914548;1839261.32372239
157256171;-118.361350055925527;34.070779966853188;Education;Public Elementary Schools;;Los Angeles Unified;Hancock Park Elementary School;408 South Fairfax Avenue;;Los Angeles;CA;78301;90036;publish;34.07078;-118.36135;6452237.51108697;1848335.29638806
157256172;-118.303750055777655;33.793689967459294;Education;Public Elementary Schools;;Los Angeles Unified;Harbor City Elementary School;1508 West 254th Street;;Harbor City;CA;78302;90710;publish;33.79369;-118.30375;6469376.5706408;1747438.70815539
157256173;-118.41730005604829;34.305629966048592;Education;Public Elementary Schools;;Los Angeles Unified;Harding Street Elementary School;13060 Harding Street;;Sylmar;CA;78303;91342;publish;34.30563;-118.4173;6435648.2699873;1933866.4101024
157256174;-118.189880056915044;34.053909966695429;Education;Public Elementary Schools;;Los Angeles Unified;Harrison Street Elementary School;3529 City Terrace Drive;;Los Angeles;CA;78304;90063;publish;34.05391;-118.18988;6504154.5502973;1842053.60422707
157256175;-118.591740056061511;34.197289966799708;Education;Public Elementary Schools;;Los Angeles Unified;Hart Street Elementary School;21040 Hart Street;;Canoga Park;CA;78305;91303;publish;34.19729;-118.59174;6382736.87121713;1894704.60555214
157256176;-118.478030056170837;34.268049966402629;Education;Public Elementary Schools;;Los Angeles Unified;Haskell Elementary School;15850 Tulsa Street;;Granada Hills;CA;78306;91344;publish;34.26805;-118.47803;6417243.2713643;1920272.1908998
157256177;-118.276360056501915;33.775929967742599;Education;Public Elementary Schools;;Los Angeles Unified;Hawaiian Avenue Elementary School;540 Hawaiian Avenue;;Wilmington;CA;78307;90744;publish;33.77593;-118.27636;6477681.16918905;1740951.35531648
157256179;-118.439830056584256;34.200729966516974;Education;Public Elementary Schools;;Los Angeles Unified;Hazeltine Avenue Elementary School;7150 Hazeltine Avenue;;Van Nuys;CA;78309;91405;publish;34.20073;-118.43983;6428677.35020214;1895720.76428097
157256180;-118.177820056212397;33.985879967080045;Education;Public Elementary Schools;;Los Angeles Unified;Heliotrope Avenue Elementary School;5911 Woodlawn Avenue;;Maywood;CA;78310;90270;publish;33.98588;-118.17782;6507763.79603155;1817289.4779024
157256181;-118.464390055957068;34.314129966448007;Education;Public Elementary Schools;;Los Angeles Unified;Herrick Avenue Elementary School;13350 Herrick Avenue;;Sylmar;CA;78311;91342;publish;34.31413;-118.46439;6421441.76427963;1937022.05438164
157256182;-118.347580056594197;34.013129966644833;Education;Public Elementary Schools;;Los Angeles Unified;Hillcrest Drive Elementary School;4041 Hillcrest Drive;;Los Angeles;CA;78312;90008;publish;34.01313;-118.34758;6456335.11509646;1827340.74848223
157256183;-118.212340056951234;34.085389967057566;Education;Public Elementary Schools;;Los Angeles Unified;Hillside Elementary School;120 East Avenue 35;;Los Angeles;CA;78313;90031;publish;34.08539;-118.21234;6497375.4929893;1853523.36540823
157256184;-118.305110056192433;34.05325996662998;Education;Public Elementary Schools;;Los Angeles Unified;Hobart Boulevard Elementary School;980 South Hobart Boulevard;;Los Angeles;CA;78314;90006;publish;34.05326;-118.30511;6469250.06892531;1841902.99691673
157256185;-118.24092005683012;33.995659966912598;Education;Public Elementary Schools;;Los Angeles Unified;Holmes Avenue Elementary School;5108 Holmes Avenue;;Los Angeles;CA;78315;90058;publish;33.99566;-118.24092;6488643.45074214;1820888.45561256
157256186;-118.253480056621115;33.996059966940891;Education;Public Elementary Schools;;Los Angeles Unified;Hooper Avenue Elementary School;1225 East 52nd Street;;Los Angeles;CA;78316;90011;publish;33.99606;-118.25348;6484836.67981239;1821043.38607697
157256187;-118.285040056651383;34.056729967107941;Education;Public Elementary Schools;;Los Angeles Unified;Hoover Street Elementary School;2726 Francis Avenue;;Los Angeles;CA;78317;90005;publish;34.05673;-118.28504;6475332.99639197;1843147.94619848
157256188;-118.423600055848325;34.313849965981888;Education;Public Elementary Schools;;Los Angeles Unified;Hubbard Street Elementary School;13325 Hubbard Street;;Sylmar;CA;78318;91342;publish;34.31385;-118.4236;6433758.32593255;1936865.75252889
157256189;-118.171330056043459;34.042419966702276;Education;Public Elementary Schools;;Los Angeles Unified;Humphreys Avenue Elementary School;500 South Humphreys Avenue;;Los Angeles;CA;78319;90022;publish;34.04242;-118.17133;6509766.32286638;1837862.07947364
157256190;-118.191070056891249;34.083159966911573;Education;Public Elementary Schools;;Los Angeles Unified;Huntington Drive Elementary School;4435 North Huntington Drive;;Los Angeles;CA;78320;90032;publish;34.08316;-118.19107;6503814.32624023;1852698.90413064
157256191;-118.327740055976037;33.980529967020615;Education;Public Elementary Schools;;Los Angeles Unified;YES Academy;3140 Hyde Park Boulevard;;Los Angeles;CA;78321;90043;publish;33.98053;-118.32774;6462308.98602273;1815456.80309007
157256192;-118.2674300564872;34.108779967163649;Education;Public Elementary Schools;;Los Angeles Unified;Ivanhoe Elementary School;2828 Herkimer Street;;Los Angeles;CA;78322;90039;publish;34.10878;-118.26743;6480717.36816914;1862075.20361948
157256195;-118.40451005621469;33.96205996693422;Education;Public Elementary Schools;;Los Angeles Unified;Kentwood Elementary School;8401 Emerson Avenue;;Los Angeles;CA;78325;90045;publish;33.96206;-118.40451;6439007.59364922;1808820.0066524
157256196;-118.457710056084053;34.16820996645027;Education;Public Elementary Schools;;Los Angeles Unified;Kester Avenue Elementary School;5353 Kester Avenue;;Van Nuys;CA;78326;91411;publish;34.16821;-118.45771;6423217.05830123;1883910.40765239
157256197;-118.429500055590111;34.190419966818268;Education;Public Elementary Schools;;Los Angeles Unified;Kittridge Street Elementary School;13619 Kittridge Street;;Van Nuys;CA;78327;91401;publish;34.19042;-118.4295;6431784.81872472;1891955.29641823
