OBJECTID;X;Y;org_name;Name;addrln1;city;post_id;description;zip;latitude;longitude;POINT_X;POINT_Y
157242965;-118.215207056618382;34.078554966808163;www.CaliforniaChildrensAcademy.org;California Children's Academy - Placita De Ninos;2661 Pasadena Ave.;Los Angeles;57113;The agency provides child care services and early education development for children ages 6 weeks to 5 years who live in Arleta, Belmont, Boyle Heights, Canoga Park, City Terrace, East Los Angeles, Lincoln Heights, Maywood, North Hollywood, Pacoima, Panorama City, Pico Union District, San Fernando, Sylmar, Van Nuys and Whittier.;90031;34.078555;-118.215207;6496502.06461805;1851037.83100922
157242966;-118.262584056196957;34.043044966521663;www.CaliforniaChildrensAcademy.org;California Children's Academy - Pueblo De Esperanza;1031 S. Hope St.;Los Angeles;57114;The agency provides child care services and early education development for children ages 6 weeks to 5 years who live in Arleta, Belmont, Boyle Heights, Canoga Park, City Terrace, East Los Angeles, Lincoln Heights, Maywood, North Hollywood, Pacoima, Panorama City, Pico Union District, San Fernando, Sylmar, Van Nuys and Whittier.;90015;34.043045;-118.262584;6482121.79186948;1838149.19668156
157242967;-118.17842405623577;34.037375966774803;www.CaliforniaChildrensAcademy.org;California Children's Academy - La Escuelita;133 N. Sunol Dr.;Los Angeles;57115;The agency provides child care services and early education development for children ages 6 weeks to 5 years who live in Arleta, Belmont, Boyle Heights, Canoga Park, City Terrace, East Los Angeles, Lincoln Heights, Maywood, North Hollywood, Pacoima, Panorama City, Pico Union District, San Fernando, Sylmar, Van Nuys and Whittier.;90063;34.037376;-118.178424;6507613.95676431;1836030.21043397
157242968;-118.196474655907096;33.990725847457959;www.CaliforniaChildrensAcademy.org;California Children's Academy - Maywood Early Education Center;3759 57Th St;Maywood;57116;The agency provides child care services and early education development for children ages 6 weeks to 5 years who live in Arleta, Belmont, Boyle Heights, Canoga Park, City Terrace, East Los Angeles, Lincoln Heights, Maywood, North Hollywood, Pacoima, Panorama City, Pico Union District, San Fernando, Sylmar, Van Nuys and Whittier.;90270;33.99072588;-118.1964746;6502112.06586522;1819063.51995797
157242969;-118.456420055763061;34.228403966641103;www.CaliforniaChildrensAcademy.org;California Children's Academy - Parthenia Court Center;14833 Parthenia St.;Panorama City;;;;;;;
157242970;-118.434077155693771;34.289953336385302;www.CaliforniaChildrensAcademy.org;California Children's Academy - Amanecer;623 N Hagar St;San Fernando;;;;;;;
157242971;-118.214122055976247;34.06614696733611;www.CaliforniaChildrensAcademy.org;California Children's Academy;2701 N. Main St.;Los Angeles;;;;;;;
157242972;-118.415459055900655;34.268285966651526;www.CaliforniaChildrensAcademy.org;California Children's Academy - San Fernando Gardens Center;10896 Lehigh Ave.;Pacoima;;;;;;;
157242973;-118.215927056408276;34.071736966720444;www.CaliforniaChildrensAcademy.org;California Children's Academy - Jardin De Ninos I & Ii;2422 Manitou Ave.;Los Angeles;57121;The agency provides child care services and early education development for children ages 6 weeks to 5 years who live in Arleta, Belmont, Boyle Heights, Canoga Park, City Terrace, East Los Angeles, Lincoln Heights, Maywood, North Hollywood, Pacoima, Panorama City, Pico Union District, San Fernando, Sylmar, Van Nuys and Whittier.;90031;34.071737;-118.215927;6496278.70712514;1848557.10401531
157242974;-118.233225056056867;33.88813096707451;NULL;Community Development Center - Compton;530 W. Alondra Blvd.;Compton;57123;The agency provides child care services for low-income families who live, primarily in the South Bay area.;90220;33.888131;-118.233225;6490885.13523513;1781750.88034455
157242975;-118.275382056341883;33.809416967651288;NULL;Community Development Center Inc;23734 S. Main St.;Carson;57124;The agency provides child care services for low-income families who live, primarily in the South Bay area.;90745;33.809417;-118.275382;6478011.78171681;1753137.34078698
157242976;-118.278256055516806;33.780515967431135;NULL;Community Development Center - Wilmington;931 Frigate Ave.;Wilmington;57125;The agency provides child care services for low-income families who live, primarily in the South Bay area.;90744;33.780516;-118.278256;6477109.57354747;1742621.91398323
157242978;-118.247293056578229;34.035517966914597;www.salvationarmy-socal.org;Salvation Army Los Angeles Day Care Center;836 Stanford Ave.;Los Angeles;57127;The agency provides child care services for people in Los Angeles County.;90021;34.035518;-118.247293;6486747.37677839;1835398.23302339
157242979;-118.169114756138512;33.859781847463616;www.childrentoday.org;Children Today Inc - Play House North;1900 South St;Long Beach;57128;The agency provides child care services to homeless children in the city of Long Beach.;90805;33.85978188;-118.1691147;6510325.61964805;1771395.01982273
157242980;-118.374935055694579;34.162853966406139;www.hands4hope.org;Hands For Hope;11210 Otsego St.;North Hollywood;57129;The agency provides child care services to individuals who live in Los Angeles County.;91601;34.162854;-118.374935;6448248.37208363;1881857.5708788
157242981;-118.129522557179484;34.097558286489708;www.optionscc.com;Options - Surround Care;304 N 1St St;Alhambra;57130;The agency provides child care services for children ages 5 to 12 at schools in the cities of Alhambra, Covina, East Whittier, La Habra, La Puente, Monrovia, Monterey Park, Rowland Heights, San Gabriel, South El Monte, Walnut and West Covina.;91801;34.09755832;-118.1295225;6522457.64984588;1857909.00066581
157242982;-118.144091056970296;34.153576966705735;www.pasadenanursery.org;Pasadena Day Nursery For Child Development;450 N. Garfield Ave.;Pasadena;57131;The agency provides child care services.;91101;34.153577;-118.144091;6518076.29115455;1878301.21513064
157242986;-118.265223855666193;33.930791037499169;www.drewcdc.org;Johnnie Tillmon Child Development Center;11427 Avalon Blvd;Los Angeles;57136;The agency provides child care services, family preservation, and mental health services primarily for people who live in South Central Los Angeles.;90061;33.93079107;-118.2652238;6481214.29073171;1797299.88960081
157242989;-118.208737056244942;33.902836037508976;www.drewcdc.org;Stellar Child Development Center;1007 N Long Beach Blvd;Compton;57138;The agency provides child care services, family preservation, and mental health services primarily for people who live in South Central Los Angeles.;90221;33.90283607;-118.208737;6498328.49272372;1787086.05110465
157242992;-118.381830356475618;33.989581026609478;www.westsidechildrens.org;Westside Children's Center;5721 W Slauson Ave;Culver City;57139;The agency provides child care services, family preservation, foster care services and school readiness for families in Los Angeles County.;90230;33.98958106;-118.3818303;6445922.94760063;1818808.52867006
157242997;-118.280919056057598;34.247546966616262;www.ymcafoothills.org;YMCA Verdugo Hills Family;6840 Foothill Blvd.;Tujunga;;;;;;;
157242998;-118.291332055738323;33.99673096688754;www.paralosninos.org;Para Los Ninos - Vermont Child Care;5054 S. Vermont Ave.;Los Angeles;57141;The agency provides child care, child abuse services, counseling services, family life education, school readiness for children, ages 0 to 5, and youth services to families who live in the Los Angeles area, including downtown Los Angeles, East Los Angeles, Pico Union, South Central Los Angeles.;90037;33.996731;-118.291332;6473363.89993647;1821318.66899098
157243002;-118.299211055792995;34.063448966598621;www.pathwaysla.org;Pathways;3550 W. Sixth St.;Los Angeles;57144;The agency provides child care and child care information and referral services to people who live in Los Angeles County.;90020;34.063449;-118.299211;6471047.95542139;1845605.58334357
157243005;-118.199014056463639;34.068231966938782;www.iilosangeles.org/;International Institute Of Los Angeles - Child Development Division;3845 Selig Pl.;Los Angeles;57147;The agency provides child care, early childhood education and school readiness for low-income families with children ages 0 to 5 in Los Angeles County.;90031;34.068232;-118.199014;6501398.13028522;1847270.9983198
157243009;-118.469299056468572;34.232021966013306;www.nvcsinc.org;North Valley Caring Services Inc;15453 Rayen St.;North Hills;57148;The agency provides education services, emergency food, holiday assistance, homeless support services and recreational programs for people who live in North Hills.;91343;34.232022;-118.469299;6419819.93254955;1907148.66006032
157243014;-118.513557256695137;34.413012465735839;www.childfamilycenter.org;Child And Family Center;21545 Centre Pointe Pkwy;Santa Clarita;57150;The agency provides family life education, mental health services, substance abuse services for adolescents, and welfare-to-work support services for people in the Santa Clarita Valley.;91350;34.4130125;-118.5135572;6406779.0678833;1973079.06658506
157243018;-118.453545055523662;33.989792966561716;www.ymcala.org/westchester/;YMCA Westchester Family - Coeur D' Alene Ave. School;810 Coeur D' Alene Ave.;Venice;57152;The agency provides child care, first aid and safety programs, health services, and recreational programs for people of all ages who primarily live in Westchester.;90291;33.989793;-118.453545;6424183.96056689;1818975.9922459
157243024;-118.445616055836197;34.195770966777644;www.ymcala.org/mv;YMCA Mid Valley Family;6901 Lennox Ave.;Van Nuys;;;;;;;
157243029;-118.494413055554602;34.018764967095457;www.ymcasm.org;YMCA Santa Monica Family;1332 6th St.;Santa Monica;57154;The agency provides child care, recreational programs and volunteer opportunities for people of all ages who live in the Santa Monica area.;90401;34.018765;-118.494413;6411847.30413789;1829577.7840344
157243033;-117.960522056476904;34.001828966936472;www.sgvymca.org;YMCA Puente Hills Family Program Center;1603 S. Stimson Ave.;Hacienda Heights;57155;The agency provides child care, recreational programs for residents of La Puente/Hacienda Heights/Rowland Heights areas.;91745;34.001829;-117.960522;6573635.90083563;1823048.31973115
157243317;-118.070608057065257;34.068736967012626;www.foundationheadstart.org;Foundation For Early Childhood Education - Head Start;3360 Flair Dr.;El Monte;57360;The agency provides early childhood education for children ages 3 to 5.;91731;34.068737;-118.070608;6540286.52560538;1847402.62338464
157243319;-117.87122305696623;34.084090967060128;www.covdevctr.org/;Covina Development Center;240 S. Grand Ave.;Covina;;;;;;;
157243324;-118.311075056035847;34.096570967213594;www.alsckids.com/;Assistance League Of Southern California - Learning Center For Young Children;1375 N. St. Andrews Pl.;Los Angeles;57367;The agency provides early childhood education for infants, toddlers, preschoolers and kindergartners who live in Los Angeles County.;90028;34.096571;-118.311075;6467492.00616847;1857670.15927997
157243356;-118.29775705673454;34.06632296692031;www.alexandriahouse.org;Families Anonymous;426 S. Alexandria Ave.;Los Angeles;57395;The agency provides education services for families in the community and shelter for single women and women with children in Los Angeles County.;90020;34.066323;-118.297757;6471491.42664731;1846650.17508639
157243384;-118.430051055983341;34.003191966998621;www.nyayouth.org;Neighborhood Youth Association - Mar Vista Learning Center;3877 Grandview Blvd.;Los Angeles;;;;;;;
157243989;-118.149810056934001;34.165784967218215;www.ywca-pasadena.org;Ywca Pasadena - Foothill Valley;1200 N. Fair Oaks Ave.;Pasadena;57933;The agency provides personal enrichment, recreational programs and youth services for women and girls of all ages who live in Pasadena and the surrounding areas.;91103;34.165785;-118.14981;6516352.65779081;1882746.45328739
157244041;-118.208699056162914;34.031040967134835;www.ymcala.org;YMCA Weingart East Los Angeles;2900 Whittier Blvd.;Los Angeles;;;;;;;
157244042;-117.884576057234895;34.09579596722579;www.sgvymca.org;YMCA San Gabriel Valley Family - Cypress School Portable;351 W. Cypress Ave.;Covina;57984;The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.;91723;34.095796;-117.884576;6596615.45133314;1857262.46324497
157244043;-117.925310057534958;34.055678967142192;www.sgvymca.org;YMCA San Gabriel Valley Family - Merlinda Elementary School Portable;1120 S. Valinda;West Covina;57986;The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.;91790;34.055679;-117.92531;6584293.90543821;1842651.46261139
157244044;-117.940159056788687;34.081487966908703;www.sgvymca.org;YMCA San Gabriel Valley Family - Monte Vista Elementary School Portable;1650 W. Eldred Ave.;West Covina;57987;The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.;91790;34.081488;-117.940159;6579790.55683339;1852040.84081423
157244048;-117.896456056658153;34.123774967479108;www.sgvymca.org;YMCA San Gabriel Valley Family - Azusa;171 N. Rockvale;Azusa;57990;The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.;91702;34.123775;-117.896456;6593008.24135597;1867440.6193978
157244057;-117.960522056476904;34.001828966936472;www.sgvymca.org;YMCA San Gabriel Valley Family - Puente Hills;1603 S. Stimson Ave.;Hacienda Heights;57995;The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.;91745;34.001829;-117.960522;6573635.90083563;1823048.31973115
157244061;-117.883464057380849;34.078295967354819;www.sgvymca.org;YMCA San Gabriel Valley;412 E. Rowland St.;Covina;;;;;;;
157244221;-118.270973055865966;34.081418966738539;www.salvationarmy-alegria.org;Salvation Army - Alegria;2737 W. Sunset Blvd.;Los Angeles;58165;The agency provides child care and shelter for two-parent families and single women or men with families with at least one member who tests HIV positive/symptomatic and child care.;90026;34.081419;-118.270973;6479618.03769064;1852120.9295648
157244433;-118.101385057113973;34.097838966596242;www.asianyouthcenter.org;Asian Youth Center Annex Building;232 W. Clary Ave.;San Gabriel;58379;The agency provides health services and youth services for youth and young adults, age 6 to 18, in the San Gabriel Valley and from satellites in Los Angeles and Lancaster.;91776;34.097839;-118.101385;6530976.3214568;1858001.36137348
157244544;-118.268712056123476;33.934708967380175;NULL;Locke Infant/Toddler Center;320 E. 111th St.;Los Angeles;58473;The center offers child care and education services for teen mothers to complete high school while their children are provided with child care.;90061;33.934709;-118.268712;6480159.95392963;1798728.5169929
157244545;-118.125303057148869;34.150589966453701;www.ceconline.org;Child Educational Center - Caltech Site;250 Michigan Ave.;Pasadena;58474;The center offers child care for children of JPL and Caltech employees and residents of the surrounding communities Monday through Friday, 6:45am to 6:00pm.;91106;34.15059;-118.125303;6523759.15150797;1877206.57525957
157244546;-118.179139057154316;34.194622966805412;www.ceconline.org;Child Educational Center - Caltech - Jpl Community;140 Foothill Blvd.;La Canada Flintridge;58475;The center offers child care for children of JPL and Caltech employees and residents of the surrounding communities Monday through Friday, 6:45am to 6:00pm.;91011;34.194623;-118.179139;6507499.31854214;1893255.62387006
157244551;-118.082528056421154;33.890952437167684;NULL;Bethany Manor Foundation Inc;15415 Pioneer Blvd;Norwalk;58477;The agency provides services for children age 18 months to 5 years with developmental disabilities as well as child care services for typically developing children.;90650;33.89095247;-118.082528;6536623.4085878;1782705.84497006
157244552;-118.124067057108078;34.140898967219243;http://www.ccc.caltech.edu;Children's Center At Caltech;286 S. Chester Ave.;Pasadena;58479;The center provides a child care program for children age 6 months to six years who are from Caltech-affiliated families and from the surrounding communities in the East San Fernando and West San Gabriel Valleys.;91106;34.140899;-118.124067;6524128.75772414;1873679.38218273
157244554;-118.255123056243178;34.08926796644797;NULL;Echo Park Silverlake Peoples' Child Care Center;1953 Lake Shore Ave.;Los Angeles;58480;The center provides a community-based day care program for children ages 2 to 5 who live, primarily, in the Echo Park-Silverlake area.;90039;34.089268;-118.255123;6484424.75412706;1854964.76016323
157244606;-118.215950056490357;34.041774966746551;www.laparks.org/dos/reccenter/facility/hollenbeckRC.htm;Hollenbeck Recreation Center;415 S. St. Louis St.;Los Angeles;58529;The center provides early childhood education, alcohol abuse services related to a meeting space and recreational programs for Los Angeles city residents of all ages.;90033;34.041775;-118.21595;6496248.31676596;1837653.3918989
157244618;-118.479525055275147;34.001810966520807;www.smmusd.org/CDS/index.html;Santa Monica - Malibu Unified School District - Child Development Services;2802 Fourth St.;Santa Monica;58539;The center provides child care and education services for children who live within or near the Santa Monica - Malibu Unified School District.;90405;34.001811;-118.479525;6416329.37817897;1823386.09300573
157244622;-118.135812056549227;33.936870966806005;www.ymcala.org/dow;YMCA Downey Family;11531 Downey Ave.;Downey;58540;The center provides child care and recreational programs for residents of Downey.;90241;33.936871;-118.135812;6520474.5097833;1799434.19832431
157244627;-118.147982057093131;34.663497966130166;www.ymcala.org/av;YMCA Antelope Valley;43001 10th St.;Lancaster;;;;;;;
157244632;-118.29962005546767;33.741329967692273;www.ymcala.org/san-pedro-peninsula;YMCA San Pedro And Peninsula;301 S. Bandini St.;San Pedro;;;;;;;
157244637;-118.340428055789758;34.01086896673349;www.ymcala.org/crenshaw/;YMCA Crenshaw Family;3820 Santa Rosalia Dr.;Los Angeles;;;;;;;
157244642;-118.405039055954191;34.002632967238675;www.ymcala.org/cp;YMCA Culver-Palms Family;4500 S. Sepulveda Blvd.;Culver City;58544;The center provides child care and recreational programs for residents of the Culver City/Palms area.;90230;34.002633;-118.405039;6438906.6788248;1823585.89739615
157244644;-118.072151056014846;33.878891967695061;NULL;Tracy Infant Center;12222 Cuesta Dr.;Cerritos;58547;The center provides child care and services for children with developmental disabilities for people who live within the ABC Unified School District, (or outside the district with a referral from a Regional Center).;90703;33.878892;-118.072151;6539769.6365473;1778314.32980298
157244646;-118.180831056179542;33.800744967572669;www.lbcil.org;Signal Hill Child Development Center;2399 California Ave.;Signal Hill;58548;The center provides child care for low-income families in the Long Beach and Signal Hill areas.;90755;33.800745;-118.180831;6506729.80072422;1749916.18745239
157244648;-118.182545056053215;33.797545966993027;www.lbcil.org;Long Beach Community Improvement League Child Development Center;2222 Olive Ave.;Long Beach;58549;The center provides child care for low-income families in the Long Beach and Signal Hill areas.;90806;33.797546;-118.182545;6506206.93530014;1748752.92665556
157244650;-118.31554005554662;33.945626966876873;www.girlsclubla.org;Girls Club Of Los Angeles - Faith Children's Center;2057 W. Century Blvd.;Los Angeles;58550;The center provides child care and youth services in the South Central Los Angeles area.;90047;33.945627;-118.31554;6465967.79005681;1802743.08015798
157244652;-118.300056055600535;33.955726166825229;www.girlsclubla.org;Youth Enrichment Center;9004 S Normandie Ave;Los Angeles;58551;The center provides child care and youth services in the South Central Los Angeles area.;90044;33.9557262;-118.300056;6470675.00767647;1806404.00229806
157244653;-118.513530055740588;34.202623966239933;sites.google.com/site/creativeworld00/;Creative World Day Care Center;7243 Encino Ave.;Van Nuys;58552;The center provides child care for children age 6 to eleven who live in Reseda and Van Nuys.;91406;34.202624;-118.51353;6406396.11818989;1896515.69641815
157244654;-118.193039056690395;33.844198967181939;www.bojlongbeach.com;Bundle Of Joy Day Care;4829-35 Long Beach Blvd.;Long Beach;58553;The center provides child care for families in Los Angeles County.;90805;33.844199;-118.193039;6503051.10893464;1765737.11283147
157244656;-118.311709055543332;33.912486967463288;NULL;Franklin Child Care Center Inc;13203 St. Andrews Pl.;Gardena;58554;The center provides child care for low-income families in the South Bay area.;90249;33.912487;-118.311709;6467092.32028805;1790679.12331481
157244657;-118.39856605603849;34.007803966512888;ocd.ccusd.org;Culver City Center For Early Education;10800 Farragut Dr.;Culver City;58555;The center provides child care services for children 3 to 12 years who are, primarily, in the Culver City and West Los Angeles areas.;90230;34.007804;-118.398566;6440876.03774697;1825459.87232272
157244659;-117.957064957091703;34.042986967556551;www.hlpschools.org/;Hacienda La Puente Unified School District - Amar Center;1000 N California Ave;La Puente;58556;The center provides child care services for low-income families who live in the Hacienda La Puente Unified School District and in the eight Service Planning Areas, Priority 1 zip code areas.;91744;34.042987;-117.9570649;6574677.3305113;1838026.96857956
157244660;-118.375967056516032;34.190428966699436;www.voala.org/;Maud Booth Family Center;11243 Kittridge St.;North Hollywood;58557;The center provides child care services for people who live in the North Hollywood Apartments and to low-income families in the North Hollywood area.;91606;34.190429;-118.375967;6447973.71580881;1891893.70927106
157244666;-118.337325055892748;33.823531967536923;www.ymcala.org/torrancesouth/;YMCA Torrance - South Bay;2900 W. Sepulveda Blvd.;Torrance;;;;;;;
157244669;-118.344785056221141;33.818130967293541;www.ymcala.org/torrancesouth/;YMCA Torrance - South Bay - Hull Middle School At Levy - Preschool Location;3420 W. 229th Pl.;Torrance;58561;The center provides child care, nutrition programs and recreational programs for residents of the Torrance/South Bay area.;90505;33.818131;-118.344785;6456938.73232755;1756373.62040365
157244673;-118.222640656064087;34.047576756983737;www.plazacs.org;Plaza Child Development And Observation Program;1605 E 1St St;Los Angeles;58566;The center provides child care, domestic violence services, family preservation, substance abuse services, and youth services in Los Angeles.;90033;34.04757679;-118.2226406;6494226.08065297;1839769.19376965
157244679;-118.148106056790127;33.8052729675534;www.alpertjcc.org;Alpert Jewish Community Center - Long Beach;3801 E. Willow St.;Long Beach;;;;;;;
157244683;-118.527692056149093;34.045487966815585;www.ymcala.org/pm;YMCA Palisades - Malibu;821 Via de la Paz;Pacific Palisades;;;;;;;
157244689;-118.563448056333797;34.2774009660587;www.ymcala.org/nv;YMCA North Valley Family Porter Ranch;11336 Corbin Ave.;Northridge;;;;;;;
157244694;-118.332602055719647;34.098937966333864;www.ymcala.org/hw;YMCA Hollywood Wilshire;1553 N. Schrader Blvd.;Hollywood;;;;;;;
157244918;-118.295296055636982;33.790997967222651;www.voala.org/our_programs;Volunteers Of America - Early Head Start;1081 W. 257th St.;Harbor City;58778;The centers provides early childhood education for low-income pregnant women and families living in the Harbor area who have children between birth and 3 years old.;90710;33.790998;-118.295296;6471942.41426238;1746451.36465764
157244999;-118.278469056229582;34.029747966946069;www.msmc.la.edu/pages/730.asp;Mt. St. Mary's College Child Development Center;17 Chester Pl.;Los Angeles;58862;The child development center provides child care and early childhood education for families in the Los Angeles area.;90007;34.029748;-118.278469;6477296.11516914;1833323.12595314
157245000;-118.327346356553036;33.941697786942619;iusd.net/schools-list/pre-k/child-development-center/;Inglewood Child Development Center;10409 S 10Th Ave;Inglewood;58863;The child development center provides child care for low income residents of the Inglewood School District whose parents are working or in school full-time or who are referred by protective services.;90303;33.94169782;-118.3273463;6462382.32249022;1801324.62367731
157245001;-118.476121655715403;34.238461486687875;NULL;Valley Presbyterian  School;9240 Haskell Ave;North Hills;58864;The school provides child care services for children who live in the San Fernando Valley.;91343;34.23846152;-118.4761216;6417768.84806906;1909501.78986847
157245323;-118.39208005566023;34.021995966874904;www.culvercity.org/Government/PRCS.aspx;City Of Culver City Parks, Recreation And Community Services - Linwood Howe School;4100 Irving Pl.;Culver City;59140;The department provides child care services, information and referral, recreational programs, services for older adults and youth services for people who live in Culver City and the surrounding areas.;90232;34.021996;-118.39208;6442861.89991698;1830616.85741556
157245325;-118.398229056484624;34.003970966440946;www.culvercity.org/Government/PRCS.aspx;City Of Culver City Parks, Recreation And Community Services - Lindberg Park;5401 Rhoda Way;Culver City;;;;;;;
157245328;-118.392389056179937;33.995461967295668;www.culvercity.org/Government/PRCS.aspx;City Of Culver City Parks, Recreation And Community Services - Blanco Park;5801 Sawtelle Blvd.;Culver City;;;;;;;
157245332;-118.40987405586165;34.013681966781675;www.culvercity.org/Government/PRCS.aspx;City Of Culver City Parks, Recreation And Community Services - La Ballona School;10915 Washington Blvd.;Culver City;59144;The department provides child care services, information and referral, recreational programs, services for older adults and youth services for people who live in Culver City and the surrounding areas.;90232;34.013682;-118.409874;6437457.63808772;1827612.75974923
157245334;-118.341407055557298;33.837038967552083;www.TorranceCa.Gov;City Of Torrance Community Services Department;3031 Torrance Blvd.;Torrance;;;;;;;
157245351;-118.188604055931478;33.980111967045531;www.cityofbell.org;City Of Bell Department Of Community Services - Bell Community Center;6250 Pine Ave.;Bell;59161;The department provides early childhood education, recreational programs and transportation for people who live in Bell.;90201;33.980112;-118.188604;6504490.66740721;1815196.3442934
157246074;-118.362042056314365;34.038540966608394;www.thejeffreyfoundation.com;Jeffrey Foundation - Parent / Child Training Center;5443 W. Washington Blvd.;Los Angeles;59902;The foundation provides child care, family life education and services for families with children who have developmental disabilities or multiple-disabilities.;90016;34.038541;-118.362042;6451985.68645939;1836603.72864389
157246177;-118.22399665662472;34.206523006242016;www.glendaleadventist.com;Glendale Adventist Community Children's Center;1911 Waltonia Dr;Montrose;60000;The medical center provides disaster services, hospital services, inpatient mental health services, residential treatment for substance abuse, safe haven services, and substance abuse services for people of all ages in Los Angeles.;91020;34.20652304;-118.2239966;6493944.20785713;1897613.45340897
157246224;-118.195976056671341;33.786652967836474;www.lbdn.org;Long Beach Day Nursery - West Branch;1548 Chestnut Ave.;Long Beach;60042;The nursery provides year-round full-day care for children, 6 weeks to 6 years, whose parents are employed or are attending school.;90813;33.786653;-118.195976;6502118.41526197;1744796.35320389
157246225;-118.129510056493515;33.831260966937727;www.lbdn.org;Long Beach Day Nursery - East Branch;3965 Bellflower Blvd.;Long Beach;60043;The nursery provides year-round full-day care for children, 6 weeks to 6 years, whose parents are employed or are attending school.;90808;33.831261;-118.12951;6522336.5749568;1760997.69416073
157246336;-118.449188056337348;34.052806967069841;www.salvationarmy.org/socal;Salvation Army Westwood Transitional Village - Bessie Pregerson Childcare Center;1341 S. Sepulveda Blvd.;Los Angeles;60127;The organization provides child care and shelter for homeless families and veterans with families in Los Angeles County.;90025;34.052807;-118.449188;6425607.19722173;1841901.8912759
157246339;-118.205252055800145;33.895712967453328;www.ywcagla.org;Ywca Of Greater Los Angeles - Compton Center;1600 E. Compton Blvd.;Compton;60129;The organization provides child care and youth services for people of all ages who live in the Compton and greater Los Angeles area.;90221;33.895713;-118.205252;6499380.73143288;1784491.62683156
157246515;-118.261660055807184;34.025022966720272;www.CatholicCharitiesLA.org;Catholic Charities Of Los Angeles - El Santo Nino Community Center;601 E. 23rd St.;Los Angeles;60284;The program provides adult education, child care, employment services, holiday assistance, personal goods, recreational programs and youth services for residents of South Central Los Angeles.;90011;34.025023;-118.26166;6482384.64009705;1831589.92666364
157246533;-118.120277056571055;34.021159966853808;www.ymcala.org/mc;YMCA Montebello Commerce;2000 W. Beverly Blvd.;Montebello;;;;;;;
157246535;-118.153873056300725;34.003811967070973;www.ymcala.org/mc;YMCA Montebello Commerce - Preschool And Child Development Center;2353 S. Commerce Way;Commerce;60297;The program provides child care and a variety of recreational and fitness activities and support services for people of all ages who live primarily in the City of Commerce, East Los Angeles, Montebello, Monterey Park, Pico Rivera and South San Gabriel Valley areas.;90040;34.003812;-118.153873;6515033.36646613;1823803.31756498
157246539;-118.11716205657909;33.892905967355972;www.lbymca.org/loscerritos;Los Cerritos YMCA;15530 S. Woodruff Ave.;Bellflower;60298;The program provides child care and recreational programs for people of all ages who live primarily in the Bellflower, Cerritos, Artesia, and Paramount areas.;90706;33.892906;-118.117162;6526112.95848013;1783427.2208239
157246543;-118.136688056523127;34.107572967324103;www.ymcala.org/southpasadena/;YMCA South Pasadena / San Marino;1605 Garfield Ave.;South Pasadena;60299;The program provides recreational programs for people of all ages who live primarily in the South Pasadena and San Marino areas.;91030;34.107573;-118.136688;6520293.26637939;1861556.39953898
157246544;-118.446290055621617;34.149652966194594;www.nurturypreschool.com;Nurtury, The;14401 Dickens St.;Sherman Oaks;60300;The program provides child care for children age two to five who live in the San Fernando Valley.;91423;34.149653;-118.44629;6426641.50191164;1877141.71023181
157246550;-118.118218056990614;34.090543967068122;www.wsgvymca.org;YMCA West San Gabriel Valley;401 E. Corto St.;Alhambra;;;;;;;
157246559;-118.291382056109242;33.946071966927235;www.ymcala.org;YMCA Weingart Wellness And Aquatic Center;9900 S. Vermont Ave.;Los Angeles;;;;;;;
157246563;-118.132071056608268;34.02145396720497;www.cityofmontebello.com;City Of Montebello Municipal Services Department - Parks And Recreation Division - Ashiya Park;2700 W. Beverly Blvd.;Montebello;60315;The program provides child care, recreational programs, and services for older adults in the City of Montebello.;90640;34.021454;-118.132071;6521649.70854838;1830214.19417889
157246565;-118.12005905697707;33.993560967013117;www.cityofmontebello.com;City Of Montebello Municipal Services Department - Parks And Recreation Division - Chet Holifield Park Community Center;1060 S. Greenwood Ave.;Montebello;60316;The program provides child care, recreational programs, and services for older adults in the City of Montebello.;90640;33.993561;-118.120059;6525277.50148964;1820058.80635323
157246568;-118.114110056047878;34.008593967251443;www.cityofmontebello.com;City Of Montebello Municipal Services Department - Parks And Recreation Division - Cathy Hensel Gymnasium And Youth Center;236 S. Taylor Ave.;Montebello;60317;The program provides child care, recreational programs, and services for older adults in the City of Montebello.;90640;34.008594;-118.11411;6527086.99918297;1825527.51916906
157246587;-117.969716056852775;34.051266967398952;www.bassett.k12.ca.us;Bassett Unified School District - Child Development;943 N. Sunkist Ave.;La Puente;60337;The program provides early childhood education for people who live in the Bassett Unified School District.;91746;34.051267;-117.969716;6570843.82702348;1841038.8260729
157246594;-118.174978055911183;33.789998967158169;www.lbcc.edu;Long Beach City College - Pacific Coast Campus - Child Development Center;1305 E. Pacific Coast Highway;Long Beach;;;;;;;
157246727;-118.251984055931075;34.147552966410366;www.glenymca.org;YMCA Of Glendale;140 N. Louise St.;Glendale;;;;;;;
