OBJECTID;X;Y;org_name;Name;addrln1;city;post_id;description;zip;latitude;longitude;POINT_X;POINT_Y
157246906;-117.972332057349135;34.052350966959153;www.bassett.k12.ca.us;Bassett Unified School District;904 N. Willow Ave.;La Puente;60661;The school district administers a child care program, comprehensive education services for children in kindergarten through grade 12 who live in the Bassett/La Puente area.;91746;34.052351;-117.972332;6570051.29087889;1841433.08611114
157246918;-117.716480057386391;34.08304296714374;www.cusd.claremont.edu;Claremont Unified School District - Child Development Office;170 W. San Jose Ave.;Claremont;60671;The school district offers child care and K-12 education.;91711;34.083043;-117.71648;6647520.25044197;1852722.41983165
157246927;-117.951822056950064;34.137307966957366;www.duarte.k12.ca.us/pages/schools/childdevelopment/schools_child.html;Duarte Unified School District - Head Start / State Preschool And Extended Day Care;1433 Crestfield Dr.;Duarte;60679;The school district provides child care for students in kindergarten through sixth grade and early childhood education through the Head Start and State Preschool.;91010;34.137308;-117.951822;6576249.19022848;1872352.8792583
157246993;-118.263809955803396;33.843111126937259;www.goldenwingsacademy.com;Goldenwings Inc;20715 S Avalon Blvd;Carson;60738;The school provides child care services for children and youth.;90746;33.84311116;-118.2638099;6481559.45441148;1765390.05775131
157246994;-118.209998056574932;33.920638967148633;www.goldenwingsacademy.com;Easter's Nest Child Development Center, The;11815 Long Beach Blvd.;Lynwood;60739;The school provides child care services for children and youth.;90262;33.920639;-118.209998;6497959.37436748;1793565.72941823
157247165;-118.185716056253924;33.845674967075468;www.lbymca.org;YMCA Fairfield Family;4949 Atlantic Ave.;Long Beach;;;;;;;
157247224;-118.543059055835585;34.193696966506735;www.ymcala.org/westvalley/;YMCA West Valley Family;18810 Vanowen St.;Reseda;60901;This center provides child care and recreational programs for people of all ages who live in the San Fernando Valley area.;91335;34.193697;-118.543059;6397450.07440221;1893313.97349089
157247228;-118.11787105652688;33.833005967319195;www.lbymca.org/lakewood;YMCA Weingart - Lakewood Family;5835 E. Carson St.;Lakewood;60902;The center provides child care and recreational programs for people of all ages who live primarily in the Lakewood, Long Beach, and Hawaiian Gardens areas.;90713;33.833006;-118.117871;6525872.2233973;1761628.39499906
157247233;-118.123642056259996;33.787734967427475;www.lbymca.org;YMCA Los Altos;1720 Bellflower Blvd.;Long Beach;;;;;;;
157247237;-118.378831056572423;34.164252966758191;www.ymcala.org/;YMCA East Valley Family;5142 Tujunga Ave.;North Hollywood;;;;;;;
157247243;-118.291146056295787;33.872541966791154;www.ymcala.org;YMCA Gardena-Carson Family;1000 W. Artesia Blvd.;Gardena;;;;;;;
157247245;-118.423353056597676;34.296010966262145;www.ywcagla.org;Ywca Of Greater Los Angeles - North Valley;1200 N. Maclay St.;San Fernando;60906;This center provides child care for residents in the San Fernando Valley area.;91340;34.296011;-118.423353;6433805.56829214;1930373.55291489
157248118;-118.189758456033331;33.83675206738183;www.lbusd.k12.ca.us/cdc/cdc.html;Long Beach Unified School District - Child Development Centers;4310 Long Beach Blvd;Long Beach;61462;This office administers child care and early childhood education for children ages 3 to 5 and for children in kindergarten through grade 5 that live within the Long Beach Unified School District area.;90807;33.8367521;-118.1897584;6504042.19586322;1763025.10316364
157248172;-118.136080056741804;33.88217496707589;www.busd.k12.ca.us;Bellflower Unified School District - Child Development Center - Head Start / State Preschool;9301 Flower St.;Bellflower;61506;This school district administers comprehensive educational services for children in preschool through 12th grade and for adults in the Southeast area of Los Angeles County which includes Bellflower, Lakewood and Cerritos.;90706;33.882175;-118.13608;6520366.27082655;1779529.18990606
157249123;-118.069102056764876;33.99930934691001;LA County;Amigo Park;5700 S. Juarez Ave.;Whittier;59614;The Department Provides Recreational Programs Through Planning, Operating And Maintaining Local Parks And Recreation Areas For The County Of Los Angeles. South Area Park Services Are Offered At 22 Locations (See Site List For Details). There Are No Geogrpahic Restrictions.;90606;33.99930938;-118.069102;6540725.25307439;1822136.22641097
157249128;-118.335044455518769;33.896312176916439;LA County;Bodger Park;14900 S. Yukon Ave.;Hawthorne;59627;The Department Provides Recreational Programs Through Planning, Operating And Maintaining Local Parks And Recreation Areas For The County Of Los Angeles. South Area Park Services Are Offered At 22 Locations (See Site List For Details). There Are No Geogrpahic Restrictions.;90250;33.89631221;-118.3350444;6459992.3531888;1784815.55203673
157249235;-118.291881056051352;33.997319967408373;Boys and Girls Clubs;Boys and Girls Clubs;5029 S. Vermont Avenue ;Los Angeles;68751;;90037;33.99732;-118.291881;6473198.11385071;1821533.50025423
157249240;-118.297029056328739;33.943469966988637;Youth Services Unlimited ;Youth Services Unlimited ;1219 W. 103rd Street ;Los Angeles ;68764;;90044;33.94347;-118.297029;6471579.79622123;1801940.9967884
157249344;-118.298917056067893;33.82981796698288;www.childrensinstitute.org;Children's Institute Inc - South County Office;21810 Normandie Ave.;Torrance;;;;;;;
157249349;-118.18981305611814;33.836339967258098;www.childrensinstitute.org;Children's Institute Inc - Long Beach Office;4300 Long Beach Blvd.;Long Beach;;;;;;;
157249359;-118.268679912239605;34.070741897523234;;Children's Institute, Inc. - Otis Booth Campus;2121 W. Temple St.;Los Angeles;57066;The agency provides child abuse services, child care, family support services, foster care services, mental health services, school readiness, substance abuse services and welfare-to-work support services for people of all ages and their families in Los Angeles County.  Services are provided at multiple locations.;90026;34.07074193;-118.26867986;6480302.02812055;1848233.4904893
157249714;-118.244412001713869;33.904233077108863;City of Compton;Gonzalez Park;1101 W. Cressy St.;Compton;1901;Charles “Pop” Siler Community Center is equipped with a gymnasium (for multi-purpose use: volleyball court, etc.), two (2) junior baseball diamonds, children’s playground apparatus, outdoor/indoor cooking facilities, meeting rooms, picnic facilities for large groups and off-street parking. Gonzales Park is also the home of Jackie Robinson Stadium.;90222;33.90423311;-118.24441195;6487504.08458255;1787618.86631198
157249718;-118.219478186323585;33.897406463400344;City of Compton;Wilson Park;123 N. Rose Ave.;Compton;2472;Wilson Park Community Center is equipped with a gymnasium (for multi-purpose use: volleyball court, etc.), kitchen, auditorium, two (2) lighted tennis courts, a midget baseball diamond, children’s playground apparatus, a picnic area, barbecue pits and outdoor basketball courts.;90221;33.8974065;-118.21947813;6495064.75679713;1785117.04946522
157250000;-118.167682855941791;33.796642197798164;;City Of Signal Hill Community Services  And Parks And Recreation Department;2175 Cherry Ave;Signal Hill;;;;;;;
157250062;-118.278859856422883;34.069312117251151;;Children's Institute Inc - Vista Nueva Preschool;130 S Lafayette Park Pl;Los Angeles;70279;The agency provides child abuse services, child care, family support services, foster care services, mental health services, school readiness, substance abuse services and welfare-to-work support services for people of all ages and their families in Los Angeles County.;90057;34.06931215;-118.2788598;6477217.64911872;1847721.5646759
157250184;-118.278940656413084;34.071697457126412;;St. Anne's Residential Facility;155 N Occidental Blvd;Los Angeles;70344;The agency provides a maternity home for pregnant or parenting teens, or those who are at risk of becoming pregnant in Los Angeles County.;90026;34.07169749;-118.2789406;6477195.58781114;1848589.70007873
157250370;-118.21569455688234;34.132941097087098;;Pathways - Child Development Center - Eagle Rock;4824 Eagle Rock Blvd;Eagle Rock;70469;The agency provides child care and child care information and referral services to people who live in Los Angeles County.;90041;34.13294113;-118.2156945;6496396.91161314;1870830.23072881
157250414;-118.346476755656326;33.862420277353394;;Community Development Center - Torrance;4120 W 185Th St;Torrance;70578;The agency provides child care services for low-income families who live, primarily in the South Bay area.;90504;33.86242031;-118.3464767;6456480.42222056;1772493.30699623
157250449;-118.2162373564923;33.795740047452583;;City Of Long Beach Department Of Health And Human Services - West Facilities Center;2125 Santa Fe Ave;Long Beach;70593;This is the public health agency for the city of Long Beach.;90810;33.79574008;-118.2162373;6495968.66575047;1748116.01027848
157250472;-118.400286256030626;34.005379346589763;;City Of Culver City Parks, Recreation And Community Services - Culver City Middle School;4601 Elenda St;Culver City;70615;The department provides child care services, information and referral, recreational programs, services for older adults and youth services for people who live in Culver City and the surrounding areas.;90230;34.00537938;-118.4002862;6440351.1818413;1824579.58241664
157250671;-117.741325457078986;34.102289297644035;;City Of Pomona Community Services Department - Recreation Division - Willie White Park Community Center;3066 Battram St;Pomona;70729;The department provides recreational programs which offer a variety of services for residents of Pomona.;91767;34.10228933;-117.7413254;6639979.04997322;1859706.20802939
157250674;-117.756132557026447;34.056826767680221;;City Of Pomona Community Services Department - Recreation Division - Memorial Park;655 W 3Rd St;Pomona;70732;The department provides recreational programs which offer a variety of services for residents of Pomona.;91766;34.0568268;-117.7561325;6635536.63694206;1843150.37171856
157250724;-118.284354555756366;34.040690237221057;;Los Angeles Conservation Corps - Good Beginnings - Deleted;1839 S Hoover St;Los Angeles;70786;The agency provides child care and a preschool for low-income families who live in Central and South Central Los Angeles.;90006;34.04069027;-118.2843545;6475524.11838505;1837310.21082672
157250802;-117.889423157546716;34.073114667474456;;Options - Child Development Centers;100 N Citrus Ave;West Covina;70812;The agency provides child care and family service programs for people who live in portions of the San Gabriel Valley and Northeast Los Angeles.;91791;34.0731147;-117.8894231;6595157.05169089;1849006.66381173
157250810;-118.426451755822839;34.26269566624083;;Meet Each Need With Dignity - Van Nuys Blvd.;13460 Van Nuys Blvd;Pacoima;70815;The agency provides education services, emergency food, employment services, health services, holiday assistance, household goods, and personal goods for low-income people who live in the northeast part of the San Fernando Valley.;91331;34.2626957;-118.4264517;6432818.24119855;1918253.56993707
157251244;-118.209020755806932;33.782005247821019;;Children Today Inc - Play House West;1301 W 12Th St;Long Beach;71103;The agency provides child care services to homeless children in the city of Long Beach.;90813;33.78200528;-118.2090207;6498150.96486355;1743112.90643956
157251332;-117.964751357432405;34.087125677447666;;East Valley Boys And Girls Club;4100 Baldwin Park Blvd;Baldwin Park;71163;The agency provides child care and youth services for individuals in Los Angeles County.;91706;34.08712571;-117.9647513;6572343.13537656;1854088.98763657
157251335;-118.214121556083583;33.884931106888502;;City Of Compton Parks And Recreation Department - South Park;S Chester Ave & E Caldwell St;Compton;;;;;;;
157251668;-118.318964856211721;33.807327197086863;;Community Development Center - Lomita;2155 240Th St;Lomita;71410;The agency provides child care services for low-income families who live, primarily in the South Bay area.;90717;33.80732723;-118.3189648;6464769.35085264;1752415.96362081
157251882;-118.155969856244596;33.781960737234947;;City Of Long Beach Department Of Parks, Recreation And Marine - Freeman Community Center;1205 Freeman Ave;Long Beach;;;;;;;
157251989;-118.293033856692603;34.059316206412504;;Children's Institute Inc - Mid-Wilshire Office Building Two;711 S New Hampshire Ave;Los Angeles;;;;;;;
157251991;-117.764695357325564;34.08305576750864;;Fairplex Child Development Center;1101 W Mckinley Ave;Pomona;71634;The agency provides early childhood education services for children ages eight weeks to six years old in Los Angeles County.;91768;34.0830558;-117.7646953;6632920.6648118;1852689.39890032
157252029;-118.41860615641184;33.992364807185893;;Westside Children's Center - Early Care And Education Center;12120 Wagner St;Culver City;71655;The agency provides child care services, family preservation, foster care services and school readiness for families in Los Angeles County.;90230;33.99236484;-118.4186061;6434779.07520339;1819865.9822638
157252063;-118.224572356900964;34.049905136506759;;Plaza Child Development And Observation Program - Gabriel Garcia Marquez St. Site;255 Gabriel Garcia Marquez St;Los Angeles;71672;The center provides child care, domestic violence services, family preservation, substance abuse services, and youth services in Los Angeles.;90033;34.04990517;-118.2245723;6493642.80688514;1840617.83610123
157252074;-118.343661255772588;34.02541188669705;;Soledad Enrichment Action, Inc. - Crenshaw;4324 W Jefferson Blvd;Los Angeles;71683;The agency provides education services, family life education, and youth services for at risk youth and their families in Los Angeles County.;90022;34.02541192;-118.3436612;6457537.99654897;1831806.27629656
157252078;-118.197973856472586;34.106768296642571;;Soledad Enrichment Action, Inc. - Highland Park;5306 N Figueroa St;Highland Park;71684;The agency provides education services, family life education, and youth services for at risk youth and their families in Los Angeles County.;90042;34.10676833;-118.1979738;6501740.77920622;1861294.44796315
157252122;-118.193199555877783;33.88978044759336;;Children's Collective Inc - Casa Dominguez;15727 S Atlantic Ave;East Rancho Dominguez;71714;The agency provides child care, education services, family support services and services for people with developmental disabilities in the South Central Los Angeles area.;90221;33.88978048;-118.1931995;6503034.25365339;1782325.39724015
157252374;-118.266643555897929;34.036676096634068;;Hope Street Family Center;320 15Th St;Los Angeles;71895;The center provides early childhood education and education services for low-income families in Los Angeles.;90015;34.03667613;-118.2666435;6480885.8409293;1835834.68523447
157252421;-118.362822055615666;34.037614966401073;www.thejeffreyfoundation.com;Jeffrey Foundation;5470 W. Washington Blvd.;Los Angeles;59903;The foundation provides child care, family life education and services for families with children who have developmental disabilities or multiple-disabilities.;90016;34.037615;-118.362822;6451748.16167197;1836267.59316131
