OBJECTID;X;Y;cat1;cat2;org_name;Name;addrln1;addrln2;city;post_id;zip;latitude;longitude;POINT_X;POINT_Y
157256909;-118.364530056206362;33.851019967073071;Education;Public Middle Schools;Torrance Unified;Bert M. Lynn Middle School;5038 Halison Street;;Torrance;79041;90503;33.85102;-118.36453;6450984.43944614;1768363.86118689
157256911;-118.357560055576286;33.832239966827252;Education;Public Middle Schools;Torrance Unified;Jefferson Middle School;21717 Talisman Street;;Torrance;79043;90503;33.83224;-118.35756;6453076.49005206;1761521.7803829
157256913;-118.343910055626253;33.834559967378588;Education;Public Middle Schools;Torrance Unified;Madrona Middle School;21364 Madrona Avenue;;Torrance;79045;90503;33.83456;-118.34391;6457224.97683381;1762351.61861822
157256914;-118.345850055485556;33.862559967043637;Education;Public Middle Schools;Torrance Unified;Philip Magruder Middle School;4100 West 185th Street;;Torrance;79046;90504;33.86256;-118.34585;6456670.8618003;1772543.48799823
157256915;-118.367290055673891;33.810239967568158;Education;Public Middle Schools;Torrance Unified;Edward J. Richardson Middle School;23751 Nancy Lee Lane;;Torrance;79047;90505;33.81024;-118.36729;6450092.16892096;1753526.1073979
157256924;-118.317480056373711;33.815389967407341;Education;Public Middle Schools;Torrance Unified;J. H. Hull Middle School;2080 West 231st Street;;Torrance;79056;90501;33.81539;-118.31748;6465229.69671673;1755348.77960557
157256926;-118.046970056953512;34.044519966686991;Education;Public Middle Schools;Valle Lindo Elementary;Dean L. Shively;1431 North Central Avenue;;South El Monte;79058;91733;34.04452;-118.04697;6547441.23242456;1838585.40217398
157256928;-117.932980057376454;34.056819966763015;Education;Public Middle Schools;West Covina Unified;Walnut Grove Intermediate;614 East Vine;;West Covina;79060;91790;34.05682;-117.93298;6581970.38843171;1843065.05660048
157256936;-117.901030057553356;34.053829967563708;Education;Public Middle Schools;West Covina Unified;Hollencrest Middle School;2101 East Merced Avenue;;West Covina;79068;91791;34.05383;-117.90103;6591648.97012439;1841984.92949565
157256944;-117.95074005646255;34.062319967493735;Education;Public Middle Schools;West Covina Unified;Edgewood Middle School;1625 West Durness;;West Covina;79076;91790;34.06232;-117.95074;6576589.98318206;1845063.5010944
157256951;-118.230860056731387;34.652719965544385;Education;Public Middle Schools;Westside Union Elementary;Joe Walker Middle School;5632 West Avenue L-8;;Lancaster;79084;93536;34.65272;-118.23086;6492241.97569731;2059998.44458322
157256954;-118.210260057414487;34.618459966378722;Education;Public Middle Schools;Westside Union Elementary;Hillview Middle School;40525 Peonza Lane;;Palmdale;79087;93551;34.61846;-118.21026;6498411.08573438;2047516.70347065
157256956;-118.065180056543241;33.99496996675181;Education;Public Middle Schools;Whittier City Elementary;Whittier Area Community Day;5777 Lockheed Avenue;;Whittier;79089;90606;33.99497;-118.06518;6541913.00201122;1820556.2430224
157256957;-118.065180056543241;33.99496996675181;Education;Public Middle Schools;Whittier City Elementary;Whittier Independent Study;5777 Lockheed Avenue;;Whittier;79090;90606;33.99497;-118.06518;6541913.00201122;1820556.2430224
157256960;-118.07054005709972;33.983249967087339;Education;Public Middle Schools;Whittier City Elementary;Katherine Edwards Middle School;6812 South Norwalk Boulevard;;Whittier;79093;90606;33.98325;-118.07054;6540285.28873122;1816292.18954265
157256967;-118.05428005619514;33.991739967556597;Education;Public Middle Schools;Whittier City Elementary;Walter F. Dexter Middle School;11532 East Floral Drive;;Whittier;79100;90601;33.99174;-118.05428;6545216.36942022;1819378.81657147
157256977;-118.558500055812885;34.460429966084057;Education;Public Middle Schools;William S. Hart Union High;Rio Norte Junior High School;28771 Rio Norte Drive;;Santa Clarita;79110;91354;34.46043;-118.5585;6393320.1223603;1990407.30358206
157256979;-118.592480056271981;34.401149965965793;Education;Public Middle Schools;William S. Hart Union High;Rancho Pico Junior High School;26250 West Valencia Boulevard;;Stevenson Ranch;79112;91381;34.40115;-118.59248;6382950.39408405;1968893.09792289
157256994;-118.536420055792732;34.441899966415392;Education;Public Middle Schools;William S. Hart Union High;Arroyo Seco Junior High School;27171 North Vista Delgado Drive;;Valencia;79127;91354;34.4419;-118.53642;6399939.70656206;1983627.68951665
157256995;-118.539920055716792;34.388619965840974;Education;Public Middle Schools;William S. Hart Union High;Placerita Junior High School;25015 North Newhall Avenue;;Newhall;79128;91321;34.38862;-118.53992;6398780.31780472;1964243.94055456
157256996;-118.474660056778745;34.418469965775046;Education;Public Middle Schools;William S. Hart Union High;Sierra Vista Junior High School;19425 West Stillmore Street;;Canyon Country;79129;91351;34.41847;-118.47466;6418519.93318105;1975007.47184898
157256997;-118.483000056040567;34.407829966393926;Education;Public Middle Schools;William S. Hart Union High;La Mesa Junior High School;26623 May Way;;Santa Clarita;79130;91351;34.40783;-118.483;6415986.12689698;1971147.38606523
157256998;-117.827350058016137;34.641309966382707;Education;Public Middle Schools;Wilsona Elementary;Challenger Middle School;41725 North 170th Street, East;;Lancaster;79131;93535;34.64131;-117.82735;6613599.86093381;2055810.8942313
157257000;-117.827350058016137;34.641309966382707;Education;Public Middle Schools;Wilsona Elementary;Wilsona Achievement Academy;41725 North 170th Street, East;;Lancaster;79133;93535;34.64131;-117.82735;6613599.86093381;2055810.8942313
157257032;-118.227550056588996;33.920579967561238;Education;Public Middle Schools;Compton Unified;Bunche Middle School;12338 Mona Boulevard;;Compton;79165;90220;33.92058;-118.22755;6492634.26133005;1793555.84787631
157257033;-118.258110055841868;33.895359967471485;Education;Public Middle Schools;Compton Unified;Enterprise Middle School;2600 West Compton Boulevard;;Compton;79166;90220;33.89536;-118.25811;6483339.15852922;1784400.13488856
157257034;-118.269960056589341;33.911329967473108;Education;Public Middle Schools;Compton Unified;Vanguard Learning Center;13305 South San Pedro Street;;Los Angeles;79167;90061;33.91133;-118.26996;6479758.53970622;1790221.41491264
157257035;-118.189580056129174;33.903299966752748;Education;Public Middle Schools;Compton Unified;Whaley Middle School;14401 South Gibson Avenue;;Compton;79168;90221;33.9033;-118.18958;6504142.05032231;1787243.36771914
157257036;-118.239140055693454;33.915589967019955;Education;Public Middle Schools;Compton Unified;Willowbrook Middle School;2601 North Wilmington Avenue;;Compton;79169;90222;33.91559;-118.23914;6489113.67421113;1791748.0407964
157257037;-118.209920056196694;33.888579966999735;Education;Public Middle Schools;Compton Unified;Roosevelt Middle School;1200 East Alondra Boulevard;;Compton;79170;90221;33.88858;-118.20992;6497958.67390956;1781898.6904164
157257038;-118.212780056374797;33.880649967200696;Education;Public Middle Schools;Compton Unified;Walton Middle School;900 West Greenleaf Avenue;;Compton;79171;90220;33.88065;-118.21278;6497084.54343997;1779014.60530531
157257039;-118.234530055836231;33.900079966741082;Education;Public Middle Schools;Compton Unified;Davis Middle School;621 West Poplar Street;;Compton;79172;90220;33.90008;-118.23453;6490499.20654505;1786100.31291865
157257040;-118.249640056357904;33.883199967599573;Education;Public Middle Schools;Compton Unified;Compton Community Day Middle School;2300 West Caldwell Street;;Compton;79173;90220;33.8832;-118.24964;6485898.63667797;1779968.34355532
157257066;-117.973930057255302;33.997749967284861;Education;Public Middle Schools;Hacienda la Puente Unified;Newton Middle School;15616 Newton Street;;Hacienda Heights;79200;91745;33.99775;-117.97393;6569572.39255847;1821562.56286015
157257067;-117.995700057234188;34.010639966961463;Education;Public Middle Schools;Hacienda la Puente Unified;Orange Grove Middle School;14505 Orange Grove Avenue;;Hacienda Heights;79201;91745;34.01064;-117.9957;6562973.49926022;1826252.49967448
157257069;-117.94739005706343;34.030629967014754;Education;Public Middle Schools;Hacienda la Puente Unified;Sierra Vista Middle School;15801 Sierra Vista Court;;La Puente;79203;91744;34.03063;-117.94739;6577610.65305673;1833531.40604839
157257071;-117.958170057249788;34.03750996752148;Education;Public Middle Schools;Hacienda la Puente Unified;Sparks Middle School;15100 Giordano Street;;La Puente;79205;91744;34.03751;-117.95817;6574343.37481439;1836033.63956098
157257088;-117.895290057156473;33.984199967744523;Education;Public Middle Schools;Rowland Unified;Alvarado Intermediate;1901 South Desire Avenue;;Rowland Heights;79223;91748;33.9842;-117.89529;6593414.05025564;1816646.9476914
157257090;-117.908810057366466;34.015369967267603;Education;Public Middle Schools;Rowland Unified;Giano Intermediate;3223 South Giano Avenue;;West Covina;79225;91792;34.01537;-117.90881;6589305.05781747;1827986.35119365
157257110;-117.849330056717022;34.0273599673801;Education;Public Middle Schools;Walnut Valley Unified;Suzanne Middle School;525 Suzanne Road;;Walnut;79245;91789;34.02736;-117.84933;6607323.6589193;1832371.43428698
157257114;-117.817050057230176;33.996519966928169;Education;Public Middle Schools;Walnut Valley Unified;Chaparral Middle School;1408 South Spruce Tree Drive;;Diamond Bar;79249;91765;33.99652;-117.81705;6617124.98544522;1821164.38452265
157257118;-117.852500057235744;33.991439967212251;Education;Public Middle Schools;Walnut Valley Unified;South Pointe Middle School;20671 Larkstone Drive;;Walnut;79253;91789;33.99144;-117.8525;6606382.32550013;1819298.00636564
157257134;-118.07785005673756;34.10342996654817;Education;Public Middle Schools;San Gabriel Unified;Jefferson Middle School;1372 East Las Tunas Drive;;San Gabriel;79270;91776;34.10343;-118.07785;6538103.04670464;1860029.67818297
157257155;-118.196540057337799;34.490939966046554;Education;Public Middle Schools;Acton-Agua Dulce Unified;High Desert;3620 Antelope Woods Road;;Acton;79291;93510;34.49094;-118.19654;6502448.16788331;2001100.76415047
157257164;-118.383340055368592;33.889509966834908;Education;Public Middle Schools;Manhattan Beach Unified;Manhattan Beach Middle School;1501 Redondo Avenue;;Manhattan Beach;79300;90266;33.88951;-118.38334;6445326.41729763;1782392.45878582
157257169;-118.364180056166461;33.86651996701103;Education;Public Middle Schools;Redondo Beach Unified;Adams Middle School;2600 Ripley Avenue;;Redondo Beach;79305;90278;33.86652;-118.36418;6451111.14982264;1774004.2747748
157257173;-118.377250056069286;33.840509967221024;Education;Public Middle Schools;Redondo Beach Unified;Parras (Nick G.) Middle School;200 North Lucia;;Redondo Beach;79309;90277;33.84051;-118.37725;6447107.80153014;1764553.28317815
157257209;-118.376630055998731;33.909429966912462;Education;Public Middle Schools;Wiseburn Unified;Richard Henry Dana Middle School;5504 West 135th Street;;Hawthorne;79345;90250;33.90943;-118.37663;6447390.05883963;1789634.06372514
