OBJECTID;COMID;PERMANENT_;AREASQKM;REACHCODE;FTYPE;FCODE;OBJECTID_1;DESCRIPTIO;HYDROGRAPH;Shapearea;Shapelen;InLA
1044;27912960;27912960;0.001;1,81E+13;390;39001;2907;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9479.20450452183;445.090971794095;Yes
387;27922878;27922878;0.001;1,81E+13;390;39004;2250;Lake/Pond: Hydrographic Category = Perennial;Perennial;10467.1609255634;446.345700390802;Yes
710;27560031;27560031;0.001;1,81E+13;390;39004;2573;Lake/Pond: Hydrographic Category = Perennial;Perennial;10015.9493726497;447.224079470791;Yes
1083;27923338;27923338;0.001;1,81E+13;390;39001;2946;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12728.6683086784;447.783137799196;Yes
741;27922744;27922744;0.001;1,81E+13;390;39004;2604;Lake/Pond: Hydrographic Category = Perennial;Perennial;12486.6662141958;448.278463396664;Yes
363;132735508;132735508;0.001;1,81E+13;390;39001;2226;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;11259.2492751422;448.442357946383;Yes
561;27922870;27922870;0.001;1,81E+13;436;43624;2424;Reservoir;;;;
107;121540691;121540691;0.001;1,81E+13;390;39004;1970;Lake/Pond: Hydrographic Category = Perennial;Perennial;13808.4399783409;450.73104377125;Yes
112;121540682;121540682;0.001;1,81E+13;390;39004;1975;Lake/Pond: Hydrographic Category = Perennial;Perennial;12818.6670920902;451.013021207462;Yes
257;27112115;27112115;0.001;1,81E+13;390;39004;2120;Lake/Pond: Hydrographic Category = Perennial;Perennial;13829.7461624801;451.482601324257;Yes
554;27928834;27928834;0.001; ;361;36100;2417;Playa; ;15305.3289675083;451.753321056803;Yes
567;27109767;27109767;0.001;1,81E+13;390;39001;2430;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9309.46319199992;451.875458787221;Yes
566;27109763;27109763;0.001;1,81E+13;390;39001;2429;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9310.99250144651;451.932943738658;Yes
1076;27912516;27912516;0.001;1,81E+13;390;39001;2939;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12666.9060004342;452.569200250065;Yes
765;27904022;27904022;0.001;1,81E+13;390;39001;2628;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12330.6882554388;453.424049445473;Yes
1047;27915668;27915668;0.001;1,81E+13;390;39001;2910;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9461.26187850785;454.317984053756;Yes
767;27912448;27912448;0.001;1,81E+13;390;39004;2630;Lake/Pond: Hydrographic Category = Perennial;Perennial;13010.8299186753;456.366665518418;Yes
601;27559551;27559551;0.001;1,81E+13;390;39001;2464;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15332.8394264421;457.501645173431;Yes
460;27686824;27686824;0.001;1,81E+13;436;43613;2323;Reservoir: Reservoir Type = Water Storage;;;;
197;27913052;27913052;0.001;1,81E+13;390;39001;2060;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9275.58381464076;458.808889633323;Yes
1032;27110517;27110517;0.001;1,81E+13;390;39001;2895;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13270.3497729661;459.389466332387;Yes
336;27913078;27913078;0.001;1,81E+13;390;39004;2199;Lake/Pond: Hydrographic Category = Perennial;Perennial;14052.3282509192;459.709483479631;Yes
102;121540674;121540674;0.001;1,81E+13;436;43613;1965;Reservoir: Reservoir Type = Water Storage;;;;
639;27686826;27686826;0.001;1,81E+13;436;43613;2502;Reservoir: Reservoir Type = Water Storage;;;;
873;27903954;27903954;0.001;1,81E+13;390;39004;2736;Lake/Pond: Hydrographic Category = Perennial;Perennial;13109.4849539516;461.165101169305;Yes
199;27916484;27916484;0.001;1,81E+13;390;39001;2062;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13329.9161141145;462.560503899799;Yes
787;27922936;27922936;0.001;1,81E+13;436;43624;2650;Reservoir;;;;
1056;132735645;132735645;0.001;1,81E+13;390;39001;2919;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12492.9027310248;463.260485836145;Yes
649;27687838;27687838;0.001;1,81E+13;390;39004;2512;Lake/Pond: Hydrographic Category = Perennial;Perennial;6209.43825799795;463.582485247133;Yes
563;27095129;27095129;0.001;1,81E+13;390;39001;2426;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15372.4091273946;464.189339656942;Yes
348;27095153;27095153;0.001;1,81E+13;390;39004;2211;Lake/Pond: Hydrographic Category = Perennial;Perennial;13583.9198543455;464.321776947322;Yes
608;27913042;27913042;0.001;1,81E+13;390;39001;2471;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9619.06329069953;464.330768547722;Yes
397;27686858;27686858;0.002;1,81E+13;436;43613;2260;Reservoir: Reservoir Type = Water Storage;;;;
593;27558805;27558805;0.001;1,81E+13;436;43613;2456;Reservoir: Reservoir Type = Water Storage;;;;
357;27912426;27912426;0.001;1,81E+13;390;39004;2220;Lake/Pond: Hydrographic Category = Perennial;Perennial;15261.2510705948;466.268921747756;Yes
914;27891012;27891012;0.001;1,81E+13;390;39001;2777;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14022.3466257923;466.658323476528;Yes
551;132735536;132735536;0.001;1,81E+13;390;39001;2414;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14647.8869986466;467.244123251321;Yes
335;27913048;27913048;0.001;1,81E+13;390;39001;2198;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9853.5924005744;468.248307734315;Yes
303;27911086;27911086;0.001;1,81E+13;390;39001;2166;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13441.1442423453;468.333887327748;Yes
676;27912470;27912470;0.001;1,81E+13;390;39004;2539;Lake/Pond: Hydrographic Category = Perennial;Perennial;11086.7189938354;468.421309557397;Yes
219;27922934;27922934;0.001;1,81E+13;436;43624;2082;Reservoir;;;;
468;27108573;27108573;0.001;1,81E+13;390;39004;2331;Lake/Pond: Hydrographic Category = Perennial;Perennial;13929.4798005576;470.217883429664;Yes
494;27561843;27561843;0.001;1,81E+13;390;39004;2357;Lake/Pond: Hydrographic Category = Perennial;Perennial;13927.4728570906;470.553405141907;Yes
300;27903938;27903938;0.001;1,81E+13;390;39001;2163;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13511.0515316172;470.69057375099;Yes
803;27558163;27558163;0.001;1,81E+13;390;39001;2666;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13584.1573394886;471.474696719048;Yes
416;27927962;27927962;0.001;1,81E+13;390;39001;2279;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13500.5242838766;473.252314477821;Yes
320;27691482;27691482;0.001;1,81E+13;436;43613;2183;Reservoir: Reservoir Type = Water Storage;;;;
216;27558769;27558769;0.002;1,81E+13;436;43613;2079;Reservoir: Reservoir Type = Water Storage;;;;
670;27559597;27559597;0.002;1,81E+13;436;43613;2533;Reservoir: Reservoir Type = Water Storage;;;;
612;27922830;27922830;0.001;1,81E+13;390;39001;2475;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15152.6423827675;475.726660578995;Yes
941;27687756;27687756;0.001;1,81E+13;390;39001;2804;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13943.1837920784;476.763538051387;Yes
1023;27687354;27687354;0.001;1,81E+13;390;39001;2886;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15277.6747907091;477.544598812238;Yes
302;27903964;27903964;0.001;1,81E+13;390;39001;2165;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13792.7538049841;477.774442614166;Yes
230;27904016;27904016;0.001;1,81E+13;390;39001;2093;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13798.4763484921;478.063135697029;Yes
393;132735546;132735546;0.002;1,81E+13;436;43613;2256;Reservoir: Reservoir Type = Water Storage;;;;
866;27109805;27109805;0.001;1,81E+13;390;39004;2729;Lake/Pond: Hydrographic Category = Perennial;Perennial;14280.6575907857;478.845830416072;Yes
700;27102199;27102199;0.001;1,81E+13;390;39004;2563;Lake/Pond: Hydrographic Category = Perennial;Perennial;12729.2724435969;479.421661244977;Yes
915;27891036;27891036;0.001;1,81E+13;390;39001;2778;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14785.6290054554;481.29395136118;Yes
485;27684790;27684790;0.001;1,81E+13;390;39001;2348;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16093.2697565906;481.676583882366;Yes
764;27903998;27903998;0.001;1,81E+13;390;39001;2627;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14379.1872258771;483.232464440295;Yes
154;27913102;27913102;0.001;1,81E+13;390;39001;2017;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14644.8180363765;484.44689566607;Yes
694;27559573;27559573;0.002;1,81E+13;436;43613;2557;Reservoir: Reservoir Type = Water Storage;;;;
721;27937122;27937122;0.001;1,81E+13;390;39004;2584;Lake/Pond: Hydrographic Category = Perennial;Perennial;13983.9320600296;485.502970970514;Yes
616;27928582;27928582;0.001; ;361;36100;2479;Playa; ;12456.5361798796;486.116828588803;Yes
316;27926890;27926890;0.001; ;361;36100;2179;Playa; ;9140.12040553166;486.15771451178;Yes
678;27913104;27913104;0.001;1,81E+13;390;39001;2541;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12123.4289176423;486.597883414024;Yes
785;27556517;27556517;0.002;1,81E+13;436;43613;2648;Reservoir: Reservoir Type = Water Storage;;;;
291;27922882;27922882;0.001;1,81E+13;436;43624;2154;Reservoir;;;;
141;27086451;27086451;0.002;1,81E+13;390;39004;2004;Lake/Pond: Hydrographic Category = Perennial;Perennial;16689.6928990544;489.869400949707;Yes
1027;27693212;27693212;0.001;1,81E+13;390;39001;2890;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15904.4500141787;491.269007586071;Yes
574;27903906;27903906;0.001;1,81E+13;390;39001;2437;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13746.2619379472;491.380270795651;Yes
233;27920904;27920904;0.002;1,81E+13;390;39004;2096;Lake/Pond: Hydrographic Category = Perennial;Perennial;17743.3813480587;492.784630566647;Yes
602;27891028;27891028;0.001;1,81E+13;390;39001;2465;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14395.8219113333;494.304090834685;Yes
518;27912532;27912532;0.001;1,81E+13;390;39001;2381;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13365.6900214155;494.312231897792;Yes
215;27558175;27558175;0.002;1,81E+13;436;43613;2078;Reservoir: Reservoir Type = Water Storage;;;;
355;27904028;27904028;0.001;1,81E+13;390;39001;2218;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14014.5584785926;497.171027486747;Yes
1043;27912540;27912540;0.001;1,81E+13;390;39001;2906;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15594.3109292984;500.168435157516;Yes
358;27912488;27912488;0.001;1,81E+13;390;39001;2221;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;13867.6367727265;500.384322046674;Yes
132;27686658;27686658;0.001;1,81E+13;436;43613;1995;Reservoir: Reservoir Type = Water Storage;;;;
1057;132735706;132735706;0.001;1,81E+13;390;39001;2920;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;9059.06160533014;503.386760048589;Yes
671;27828518;27828518;0.002;1,81E+13;436;43613;2534;Reservoir: Reservoir Type = Water Storage;;;;
650;27556591;27556591;0.001;1,81E+13;390;39004;2513;Lake/Pond: Hydrographic Category = Perennial;Perennial;15810.3165731335;504.417356427348;Yes
417;27937110;27937110;0.002;1,81E+13;390;39004;2280;Lake/Pond: Hydrographic Category = Perennial;Perennial;17775.1273208791;504.466413675784;Yes
1031;27110515;27110515;0.002;1,81E+13;390;39001;2894;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19315.2754547885;504.960062785843;Yes
437;27108529;27108529;0.001;1,81E+13;390;39004;2300;Lake/Pond: Hydrographic Category = Perennial;Perennial;15523.5360006298;505.739676510524;Yes
728;27559627;27559627;0.001;1,81E+13;436;43624;2591;Reservoir;;;;
495;27891052;27891052;0.001;1,81E+13;390;39001;2358;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12664.7447554755;508.387357136817;Yes
251;27684828;27684828;0.001;1,81E+13;390;39001;2114;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14453.0417601278;509.681350704687;Yes
908;27109787;27109787;0.002;1,81E+13;390;39001;2771;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18938.6801221473;511.995076886405;Yes
126;27912496;27912496;0.002;1,81E+13;390;39001;1989;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16406.3734304479;514.172404564869;Yes
664;132735682;132735682;0.001;1,81E+13;390;39001;2527;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12593.8305000074;514.503542692535;Yes
514;27903836;27903836;0.002;1,81E+13;390;39001;2377;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16324.0986287774;514.748485968882;Yes
501;132735525;132735525;0.001;1,81E+13;390;39001;2364;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12458.8735700919;515.330712643195;Yes
766;27904040;27904040;0.001;1,81E+13;390;39001;2629;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15107.5698303468;516.771408334721;Yes
988;27684446;27684446;0.002;1,81E+13;436;43613;2851;Reservoir: Reservoir Type = Water Storage;;;;
153;27912552;27912552;0.002;1,81E+13;390;39001;2016;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16547.3497043282;517.440282739881;Yes
317;27928866;27928866;0.002; ;361;36100;2180;Playa; ;18271.7992688596;517.970710040839;Yes
425;27688390;27688390;0.002;1,81E+13;436;43613;2288;Reservoir: Reservoir Type = Water Storage;;;;
610;27913126;27913126;0.001;1,81E+13;390;39001;2473;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15718.8925229559;519.934593890646;Yes
299;27903882;27903882;0.002;1,81E+13;390;39001;2162;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16220.5500532413;520.060019461741;Yes
151;27912466;27912466;0.002;1,81E+13;390;39001;2014;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16747.6432332941;521.318424041687;Yes
515;27903996;27903996;0.001;1,81E+13;390;39001;2378;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14973.0141834881;522.610034205268;Yes
374;27922884;27922884;0.001;1,81E+13;436;43624;2237;Reservoir;;;;
433;27909478;27909478;0.002;1,81E+13;436;43613;2296;Reservoir: Reservoir Type = Water Storage;;;;
575;27903966;27903966;0.001;1,81E+13;390;39001;2438;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15453.2709609327;526.578427629065;Yes
307;27913090;27913090;0.001;1,81E+13;390;39001;2170;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16121.7807004193;526.771650821259;Yes
973;27912520;27912520;0.002;1,81E+13;390;39001;2836;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16536.5541925425;527.334014788769;Yes
214;27556613;27556613;0.001;1,81E+13;436;43624;2077;Reservoir;;;;
484;27687374;27687374;0.002;1,81E+13;390;39001;2347;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16772.1830220964;529.166662007726;Yes
333;27903924;27903924;0.002;1,81E+13;390;39001;2196;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;17511.2197986553;530.305934862251;Yes
977;27922912;27922912;0.001;1,81E+13;390;39001;2840;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;10245.4791741361;530.884933310587;Yes
905;27102191;27102191;0.002;1,81E+13;390;39004;2768;Lake/Pond: Hydrographic Category = Perennial;Perennial;20071.063274156;531.512788571993;Yes
1049;27922714;27922714;0.002;1,81E+13;390;39001;2912;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16827.0628238331;531.924687716041;Yes
489;27107799;27107799;0.002;1,81E+13;390;39004;2352;Lake/Pond: Hydrographic Category = Perennial;Perennial;18897.1810140086;532.098114583985;Yes
862;27088109;27088109;0.002;1,81E+13;390;39001;2725;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20045.81236346;534.484708436234;Yes
966;27687772;27687772;0.002;1,81E+13;390;39001;2829;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18753.552215956;536.873536149325;Yes
673;27903850;27903850;0.002;1,81E+13;390;39001;2536;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;17624.8365574126;538.450152654992;Yes
1024;27686686;27686686;0.002;1,81E+13;390;39004;2887;Lake/Pond: Hydrographic Category = Perennial;Perennial;16688.6852217972;539.995879393443;Yes
124;27912436;27912436;0.002;1,81E+13;390;39001;1987;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18756.7016370582;540.731024459393;Yes
133;27688412;27688412;0.001;1,81E+13;436;43613;1996;Reservoir: Reservoir Type = Water Storage;;;;
665;27926880;27926880;0.002; ;361;36100;2528;Playa; ;16656.7970312178;544.546410324299;Yes
825;27557355;27557355;0.002;1,81E+13;436;43613;2688;Reservoir: Reservoir Type = Water Storage;;;;
885;27928558;27928558;0.002;1,81E+13;390;39001;2748;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;17697.9513839518;548.407737590921;Yes
290;27556611;27556611;0.001;1,81E+13;436;43624;2153;Reservoir;;;;
668;27686084;27686084;0.002;1,81E+13;436;43613;2531;Reservoir: Reservoir Type = Water Storage;;;;
447;27913072;27913072;0.002;1,81E+13;390;39001;2310;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18820.011434006;552.405022591735;Yes
246;27556575;27556575;0.002;1,81E+13;436;43624;2109;Reservoir;;;;
831;27095121;27095121;0.002;1,81E+13;390;39004;2694;Lake/Pond: Hydrographic Category = Perennial;Perennial;16755.97373189;553.632949091207;Yes
985;27687692;27687692;0.002;1,81E+13;436;43613;2848;Reservoir: Reservoir Type = Water Storage;;;;
715;27912542;27912542;0.002;1,81E+13;390;39001;2578;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19161.8996432595;554.353382020318;Yes
820;27686814;27686814;0.002;1,81E+13;436;43613;2683;Reservoir: Reservoir Type = Water Storage;;;;
625;27904030;27904030;0.002;1,81E+13;390;39001;2488;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18571.5767157949;555.952384206383;Yes
537;27109769;27109769;0.002;1,81E+13;390;39001;2400;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19870.6257844381;557.193954616837;Yes
1051;27922908;27922908;0.002;1,81E+13;390;39001;2914;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20803.3286468012;557.411377207756;Yes
653;27560453;27560453;0.002;1,81E+13;390;39004;2516;Lake/Pond: Hydrographic Category = Perennial;Perennial;19662.067455217;558.851265673576;Yes
346;27928606;27928606;0.002; ;361;36100;2209;Playa; ;16755.1983964233;559.082266942786;Yes
660;27916482;27916482;0.002;1,81E+13;390;39001;2523;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18761.6510690221;562.700041615929;Yes
530;27557351;27557351;0.002;1,81E+13;436;43613;2393;Reservoir: Reservoir Type = Water Storage;;;;
558;27684810;27684810;0.002;1,81E+13;436;43613;2421;Reservoir: Reservoir Type = Water Storage;;;;
597;27086425;27086425;0.002;1,81E+13;390;39004;2460;Lake/Pond: Hydrographic Category = Perennial;Perennial;19875.6042983803;566.50035459826;Yes
971;27912474;27912474;0.002;1,81E+13;390;39001;2834;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20174.0774722765;568.341128249564;Yes
935;27106591;27106591;0.002;1,81E+13;390;39001;2798;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;16463.8961268936;568.444712722343;Yes
760;27691930;27691930;0.002;1,81E+13;390;39001;2623;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19617.291378561;568.892598261058;Yes
562;27086449;27086449;0.002;1,81E+13;390;39004;2425;Lake/Pond: Hydrographic Category = Perennial;Perennial;21711.6978818976;569.610686996744;Yes
360;27913038;27913038;0.002;1,81E+13;390;39001;2223;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19908.9258516607;570.646332475745;Yes
846;27922892;27922892;0.001;1,81E+13;390;39001;2709;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;15301.6708978626;571.631563571312;Yes
523;132735617;132735617;0.002;1,81E+13;436;43613;2386;Reservoir: Reservoir Type = Water Storage;;;;
656;27912534;27912534;0.002;1,81E+13;390;39001;2519;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20442.9545384276;572.208853298058;Yes
731;27109809;27109809;0.002;1,81E+13;390;39004;2594;Lake/Pond: Hydrographic Category = Perennial;Perennial;22864.3951847241;573.245876963171;Yes
1059;27092053;27092053;0.002;1,81E+13;436;43626;2922;Reservoir: Reservoir Type = Disposal;;;;
919;27912022;27912022;0.002;1,81E+13;390;39004;2782;Lake/Pond: Hydrographic Category = Perennial;Perennial;20579.5217813811;573.938118248942;Yes
119;27115987;27115987;0.001;1,81E+13;390;39001;1982;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;12056.8139975599;574.000779394395;Yes
677;27912544;27912544;0.002;1,81E+13;390;39001;2540;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20744.2497719279;576.142936664066;Yes
226;27561801;27561801;0.002;1,81E+13;390;39001;2089;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18955.4093885221;576.953010166792;Yes
1017;27927904;27927904;0.002; ;361;36100;2880;Playa; ;18879.0464167883;577.202243240486;Yes
819;27686792;27686792;0.002;1,81E+13;436;43613;2682;Reservoir: Reservoir Type = Water Storage;;;;
1016;27927650;27927650;0.002; ;361;36100;2879;Playa; ;18651.8621038713;577.498380714208;Yes
516;27904038;27904038;0.002;1,81E+13;390;39001;2379;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20598.9708185437;578.838962141984;Yes
993;27095139;27095139;0.002;1,81E+13;390;39004;2856;Lake/Pond: Hydrographic Category = Perennial;Perennial;20799.7118137467;579.471317911937;Yes
953;27687840;27687840;0.002;1,81E+13;436;43613;2816;Reservoir: Reservoir Type = Water Storage;;;;
108;121540679;121540679;0.001;1,81E+13;390;39004;1971;Lake/Pond: Hydrographic Category = Perennial;Perennial;13797.1314094007;580.774893957757;Yes
605;27904044;27904044;0.002;1,81E+13;390;39001;2468;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20780.5102887001;581.087645918715;Yes
738;27906222;27906222;0.002;1,81E+13;390;39001;2601;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21228.3701961834;583.118580506966;Yes
274;27556573;27556573;0.002;1,81E+13;436;43613;2137;Reservoir: Reservoir Type = Water Storage;;;;
232;27915696;27915696;0.002;1,81E+13;390;39001;2095;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21700.4635680885;584.135185122759;Yes
531;27922804;27922804;0.002;1,81E+13;436;43624;2394;Reservoir;;;;
525;27686110;27686110;0.002;1,81E+13;436;43613;2388;Reservoir: Reservoir Type = Water Storage;;;;
334;27903974;27903974;0.002;1,81E+13;390;39001;2197;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20734.3075856943;588.069402979116;Yes
1077;27913002;27913002;0.002;1,81E+13;390;39001;2940;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21536.9843423931;588.182429367339;Yes
770;27915730;27915730;0.002;1,81E+13;390;39001;2633;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21614.8769551544;588.480708927436;Yes
546;27912998;27912998;0.002;1,81E+13;390;39001;2409;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19852.3555022652;588.503165446174;Yes
147;27891030;27891030;0.002;1,81E+13;390;39001;2010;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;22348.8918504724;588.851252258238;Yes
547;27913024;27913024;0.002;1,81E+13;390;39001;2410;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19325.2349531959;590.472205586413;Yes
301;27903962;27903962;0.002;1,81E+13;390;39001;2164;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21582.3258808453;592.284373862443;Yes
449;27915660;27915660;0.002;1,81E+13;390;39001;2312;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21925.0581913931;592.392518064057;Yes
1041;27903920;27903920;0.002;1,81E+13;390;39001;2904;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21058.6841718356;592.873533324247;Yes
606;27906214;27906214;0.002;1,81E+13;390;39001;2469;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21965.2546233126;593.040775146848;Yes
681;27915712;27915712;0.002;1,81E+13;390;39001;2544;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;22031.0995704871;594.352250813161;Yes
773;27937126;27937126;0.002;1,81E+13;390;39004;2636;Lake/Pond: Hydrographic Category = Perennial;Perennial;24852.7782706323;595.92184766672;Yes
629;120028204;120028204;0.002;1,81E+13;390;39004;2492;Lake/Pond: Hydrographic Category = Perennial;Perennial;21533.1035126825;596.606173984665;Yes
260;27687800;27687800;0.002;1,81E+13;390;39004;2123;Lake/Pond: Hydrographic Category = Perennial;Perennial;23085.7089631199;597.24815468138;Yes
655;27904034;27904034;0.001;1,81E+13;390;39001;2518;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;14665.487030568;599.656769251902;Yes
193;27891054;27891054;0.002;1,81E+13;390;39001;2056;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;22188.2824255773;600.161334966925;Yes
781;27686812;27686812;0.002;1,81E+13;436;43613;2644;Reservoir: Reservoir Type = Water Storage;;;;
869;27557381;27557381;0.002;1,81E+13;390;39004;2732;Lake/Pond: Hydrographic Category = Perennial;Perennial;19671.7062472102;602.378049605257;Yes
999;27912384;27912384;0.002;1,81E+13;390;39004;2862;Lake/Pond: Hydrographic Category = Perennial;Perennial;20349.8957561948;604.618696860877;Yes
540;27556967;27556967;0.001;1,81E+13;390;39004;2403;Lake/Pond: Hydrographic Category = Perennial;Perennial;12925.49816382;605.509011541461;Yes
891;132735589;132735589;0.002;1,81E+13;436;43612;2754;Reservoir: Reservoir Type = Sewage Treatment Pond; ;18870.0271995125;606.428866071798;Yes
675;27903944;27903944;0.002;1,81E+13;390;39001;2538;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;23022.7400471952;606.975242114206;Yes
689;27092051;27092051;0.002;1,81E+13;436;43626;2552;Reservoir: Reservoir Type = Disposal;;;;
367;27922722;27922722;0.002; ;361;36100;2230;Playa; ;25446.899992284;609.028191336834;Yes
196;27909462;27909462;0.002;1,81E+13;390;39001;2059;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20324.712039479;609.120661449262;Yes
1008;27927958;27927958;0.002;1,81E+13;390;39001;2871;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;18232.4642169865;612.25234467203;Yes
421;27926888;27926888;0.001; ;361;36100;2284;Playa; ;15945.2608501767;614.95860002951;Yes
955;27559553;27559553;0.003;1,81E+13;436;43613;2818;Reservoir: Reservoir Type = Water Storage;;;;
805;27904042;27904042;0.002;1,81E+13;390;39001;2668;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;22348.388647208;616.677921425417;Yes
409;27903908;27903908;0.002;1,81E+13;390;39001;2272;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;20913.1593920646;618.91153787385;Yes
240;27927654;27927654;0.002; ;361;36100;2103;Playa; ;16465.8043040738;619.624069364485;Yes
473;27913496;27913496;0.002;1,81E+13;390;39001;2336;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;21899.4081534815;623.163047485819;Yes
861;27687360;27687360;0.002;1,81E+13;390;39001;2724;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;19896.7750669866;624.080476036909;Yes
