OBJECTID;X;Y;Name;post_id;latitude;longitude;POINT_X;POINT_Y
157210422;-118.117844656911871;33.859459967092974;Lakewood Marketplace Shopping Center;24202;33.85946;-118.1178446;6525891.52749255;1771255.66117756
157210423;-118.224238956335554;33.964459167413061;South Gate Plaza Shopping Center;24203;33.9644592;-118.2242389;6493674.43247806;1809522.15846331
157210424;-118.108398055997569;33.756961667869341;The Market Place Shopping Center;24204;33.7569617;-118.108398;6528719.38469772;1733950.55238898
157210426;-118.324241055527466;33.929736666793275;Crenshaw Imperial Plaza Shopping Center;24206;33.9297367;-118.324241;6463310.15265556;1796968.67602439
157210427;-118.305351156101352;33.888904366729641;Pacific Square Shopping Center;24207;33.8889044;-118.3053511;6468995.34240064;1782090.98235464
157210428;-118.297573356366911;33.89168226712863;Gardena Valley Shopping Center;24208;33.8916823;-118.2975733;6471358.91411705;1783094.84222355
157210429;-118.119512756028499;33.935292067441303;Stonewood Shopping Center;24209;33.9352921;-118.1195127;6525417.88703564;1798853.32317373
157210430;-118.308406855775232;33.889459766717316;Tozai Shopping Center;24210;33.8894598;-118.3084068;6468068.55127522;1782295.93601298
157210431;-118.031176956395512;33.960568467046365;The Quad At Whittier Shopping Center;24211;33.9605685;-118.0311769;6552216.12116872;1808031.87371422
157210433;-118.030342556832068;33.915846967381427;Mirada West Shopping Center;24214;33.915847;-118.0303425;6552464.23582996;1791756.65199964
157210435;-118.140623156316039;33.850571467663492;Lakewood Center Mall Shopping Center;24217;33.8505715;-118.1406231;6518971.22506022;1768029.80804923
157210436;-118.14312315677968;33.848627067566007;Lakewood Square Shopping Center;24218;33.8486271;-118.1431231;6518211.11240722;1767323.26385865
157210438;-118.065343256110665;33.888347767562912;Alondra Shopping Center;24220;33.8883478;-118.0653432;6541838.31088763;1781754.1080284
157210439;-118.08284345653496;33.865292867724079;Artesia Town Center Shopping Center;24222;33.8652929;-118.0828434;6536519.99015947;1773367.78949922
157210440;-118.095343956425324;33.866404067770475;Best Plaza Shopping Center;24223;33.8664041;-118.0953439;6532725.36093771;1773775.54590157
157210441;-118.081454456864677;33.857792967662967;Lincoln Station Shopping Center;24225;33.857793;-118.0814544;6536939.46340188;1770638.04627106
157210442;-118.081454756838667;33.874181666988498;Pioneer Artesia Shopping Center;24226;33.8741817;-118.0814547;6536944.2051903;1776602.29549739
157210443;-118.04784205614267;33.860014867155506;Cerritos Plaza Shopping Center;24227;33.8600149;-118.047842;6547145.1139223;1771440.08764598
157210444;-118.091732555938549;33.857515267447987;Cerritos South Town And Country Shopping Center;24228;33.8575153;-118.0917325;6533818.77541755;1770539.67245206
157210445;-118.101455256274548;33.862237567669503;Cerritos Auto Square;24229;33.8622376;-118.1014552;6530868.53263038;1772261.07058406
157210447;-118.115621856066127;33.834182667720412;Carwood Shopping Center;24231;33.8341827;-118.1156218;6526555.81094089;1762055.83312055
157210449;-118.307849256351034;33.750851167360899;Park Plaza Shopping Center;24233;33.7508512;-118.3078492;6468083.29468405;1731852.30297656
157210451;-118.261183056093529;33.843628067076693;South Bay Pavilion At Carson Shopping Center;24235;33.8436281;-118.261183;6482357.64933738;1765576.10167056
157210453;-118.311460555680981;33.755850967394217;Terrace At South Bay Shopping Center;24237;33.755851;-118.3114605;6466991.09083173;1733675.25143039
157210454;-118.134233955915732;33.849182566984446;Sycamore Plaza Shopping Center;24238;33.8491826;-118.1342339;6520910.5797773;1767521.70014156
157210455;-118.012842056299107;33.918069067193997;Crossroad Shopping Center;24239;33.9180691;-118.012842;6557774.09528898;1792564.18450531
157210456;-117.995341456763029;33.918068967063;Green Hills Plaza Shopping Center;24240;33.918069;-117.9953414;6563083.74083763;1792563.93220922
157210457;-118.064230956522294;33.832237667518314;Hawaiian Gardens Square Shopping Center;24241;33.8322377;-118.0642309;6542162.85256138;1761334.03502348
157210458;-118.177293056237787;33.969736366837871;Bell Shopping Center;24242;33.9697364;-118.177293;6507913.19501098;1811414.20881306
157210462;-118.223126856185132;33.895293767507354;Compton Towne Center Shopping Center;24246;33.8952938;-118.2231268;6493955.78099672;1784350.62941015
157210463;-118.311182855708992;33.761406467474309;Westmont Plaza Shopping Center;24247;33.7614065;-118.3111828;6467081.7661753;1735696.78971015
157210464;-118.184513556200116;33.838627667062148;Bixby Knolls Shopping Center;24248;33.8386277;-118.1845135;6505636.28191389;1763704.71564956
157210465;-118.15923485642071;33.846405067734885;Color Corner Shopping Center;24249;33.8464051;-118.1592348;6513317.5300028;1766521.98068431
157210466;-118.300350855530766;33.873349066811713;Gardena Gateway Shopping Center;24253;33.8733491;-118.3003508;6470496.02935989;1776425.48745206
157210467;-118.083677656904911;33.904181066932757;Norwalk Town Square Shopping Center;24257;33.9041811;-118.0836776;6536278.51688914;1787520.34059039
157210468;-118.308127055661757;33.736684967554844;Weymouth Corner Shopping Center;24258;33.736685;-118.308127;6467983.03963523;1726697.07969123
157210470;-118.049510456337472;33.940569067446276;Santa Fe Springs Mall Shopping Center;24260;33.9405691;-118.0495104;6546653.01221623;1800755.88826622
157210471;-118.088400856030887;33.947513666889186;Santa Fe Springs Promenade Shopping Center;24261;33.9475137;-118.0884008;6534859.13915047;1803291.27131881
157210472;-118.163403356041869;33.949458767238937;South Gate Towne Center Shopping Center;24262;33.9494588;-118.1634033;6512112.70104764;1804027.62614532
157210473;-118.198126656201524;33.943625967527232;Tweedy Marketplace Shopping Center;24263;33.943626;-118.1981266;6501577.50328605;1801923.88461789
157210474;-118.165348156725045;33.968347366986777;Bell Gardens Marketplace Shopping Center;24264;33.9683474;-118.1653481;6511534.18153539;1810902.55005948
157210475;-118.150901756183003;33.875848867010745;Bellflower Plaza Shopping Center;24265;33.8758489;-118.1509017;6515864.02031663;1777233.39397272
157210476;-118.288405755499113;33.842516567305601;Alpine Village Shopping Center;24268;33.8425166;-118.2884057;6474089.8722378;1765194.19921914
157210477;-118.30979495644678;33.832516366996437;Eastgate Plaza Shopping Center;24269;33.8325164;-118.3097949;6467583.39476521;1761574.2133489
157210478;-118.117289856376942;33.901403667644608;Rosewood Center Shopping Center;24270;33.9014037;-118.1172898;6526077.78105706;1786519.77664664
157210480;-118.009444457017977;33.918611066923226;Home Depot Shopping Center;24273;33.9186111;-118.0094444;6558804.93837164;1792761.3163289
157210481;-118.094232756701288;33.862515267015603;Los Cerritos Shopping Center;24280;33.8625153;-118.0942327;6533061.37765414;1772359.99787964
157210482;-118.084233356610554;33.913347567566795;Norwalk Shopping Center;24281;33.9133476;-118.0842333;6536112.68618405;1790856.38149048
157210483;-118.074510856222986;33.918625167587997;Paddison Square Shopping Center;24282;33.9186252;-118.0745108;6539064.06151488;1792774.69097406
157210484;-118.044788056259591;33.940013366980821;Santa Fe Springs Plaza Shopping Center;24283;33.9400134;-118.044788;6548085.30364297;1800552.98480064
157210494;-118.115903057035524;34.077787667049328;Alhambra Valley Shopping Center;24297;34.0777877;-118.115903;6526572.62849255;1850709.06985573
157210621;-118.02256665668213;34.07028726664749;El Monte Shopping Center;24435;34.0702873;-118.0225666;6554836.10543005;1847960.06452698
157210637;-118.135070456983044;34.078343266576468;Crawfords Corner Shopping Center;24455;34.0783433;-118.1350704;6520768.6391163;1850918.5087413
157210639;-118.019233056435638;34.061954166831498;Five Points Plaza Shopping Center;24458;34.0619542;-118.019233;6555845.09553805;1844927.27958205
157210640;-118.247019156157876;34.148618666809107;Glendale Fashion Center Shopping Center;24460;34.1486187;-118.2470191;6486931.50764371;1876557.38659731
157210641;-118.06979065682178;34.151117766441843;Hastings Ranch Plaza Shopping Center;24462;34.1511178;-118.0697906;6540554.89121039;1877382.35279514
157210642;-118.186182456326989;33.986680667351237;Maywood Village Square Shopping Center;24463;33.9866807;-118.1861824;6505229.25812164;1817585.45893773
157210643;-118.006455057024127;34.139451166915897;Monrovia Shopping Center;24464;34.1394512;-118.006455;6559717.0671248;1873129.39706223
157210644;-118.10673575637226;34.01917886691799;Montebello Mart Shopping Center;24465;34.0191789;-118.1067357;6529326.01832697;1829377.12072182
157210645;-118.122847456471817;34.031122966648461;Montebello Plaza Shopping Center;24466;34.031123;-118.1228474;6524448.97525956;1833729.38924822
157210646;-118.084235157114449;34.035566967210954;Montebello Town Center Shopping Center;24467;34.035567;-118.0842351;6536149.41117622;1835334.59798007
157210647;-118.095346556423593;34.033344766878457;Montebello Town Square Shopping Center;24468;34.0333448;-118.0953465;6532782.19678205;1834528.90274106
157210648;-117.983120856590588;34.13889576661429;Mountain Vista Plaza Shopping Center;24470;34.1388958;-117.9831208;6566777.94637571;1872927.64320065
157210649;-118.132848557199921;34.168061866497347;North Lake Square Shopping Center;24471;34.1680619;-118.1328485;6521484.61963972;1883567.84370498
157210650;-118.224517055929979;33.98834766733296;Pacific Center Shopping Center;24472;33.9883477;-118.224517;6493609.52217481;1818215.8540024
157210652;-118.070623756279616;34.074176367010431;Rosemead Square Shopping Center;24474;34.0741764;-118.0706237;6540283.16176698;1849382.12795581
157210653;-118.08729065707054;34.001957067069618;Pico Rivera Plaza Shopping Center;24476;34.0019571;-118.0872906;6535213.05773397;1823104.0742128
157210654;-118.192573256440937;34.201671666983209;Plaza De La Canada Shopping Center;24477;34.2016717;-118.1925732;6503441.78269397;1895828.27981398
157210655;-118.133681356286147;34.06306616701734;Landmark Shopping Center;24478;34.0630662;-118.1336813;6521181.88927406;1845358.32235515
157210656;-118.133403556640474;34.057788666766484;Monterey Park Mall Shopping Center;24479;34.0577887;-118.1334035;6521263.47834972;1843437.62803382
157210658;-118.051456656554947;34.134729367238428;Santa Anita Fashion Park Shopping Center;24481;34.1347294;-118.0514566;6546098.86568671;1871414.96971682
157210659;-118.314800556777897;34.260280266519921;Sunland Mall Shopping Center;24482;34.2602803;-118.3148005;6466550.69046581;1917250.17889923
157210660;-118.236186156357007;34.223059666891594;The Marketplace Shopping Center;24483;34.2230597;-118.2361861;6490272.81887446;1903639.86261597
157210662;-118.037844257032333;33.981123667398421;Village Square Shopping Center;24486;33.9811237;-118.0378442;6550197.11798888;1815513.04116656
157210663;-118.051455857058556;33.981957167073837;Whittier Station Shopping Center;24487;33.9819572;-118.0514558;6546070.64986388;1815818.20197356
157210664;-118.056456356579375;33.998623566995626;Model Plaza Shopping Center;24488;33.9986236;-118.0564563;6544558.0718523;1821884.26333223
157210667;-118.019788857204972;34.140840167177629;Arcadia Specialty Center Shopping Center;24493;34.1408402;-118.0197888;6555682.40655898;1873635.40622081
157210668;-118.187571255898177;33.977236367189384;Bell Palm Plaza Shopping Center;24494;33.9772364;-118.1875712;6504801.83148305;1814149.26895973
157210670;-118.066179356675278;34.132507367148897;El Rancho Santa Anita Shopping Center;24496;34.1325074;-118.0661793;6541643.0461863;1870608.9500034
157210672;-118.073123056874181;33.973346367064046;Santa Fe Springs Market Place Shopping Center;24498;33.9733464;-118.073123;6539499.60001388;1812688.62161855
157210674;-118.144237056059296;34.038067367262641;Atlantic Square Shopping Center;24501;34.0380674;-118.144237;6517971.8021903;1836265.20110573
157210676;-118.292853456349519;34.099731566864662;Barnsdall Square Shopping Center;24503;34.0997316;-118.2928534;6473011.95182148;1858803.78365314
157210679;-118.308686855941374;34.055011167096715;Koreatown Plaza Shopping Center;24507;34.0550112;-118.3086868;6468168.58814864;1842543.59766965
157210680;-118.284796956632704;34.025568366863297;University Village Shopping Center;24508;34.0255684;-118.2847969;6475374.49991788;1831807.46428631
157210681;-118.310075656345205;34.042511667102488;Western Plaza Shopping Center;24509;34.0425117;-118.3100756;6467733.88757446;1837996.10217148
157210682;-118.313687056461191;34.062232967154735;Wilshire Gramercy Plaza Shopping Center;24510;34.062233;-118.313687;6466662.22567581;1845176.42639348
157210683;-118.143404356879557;34.145284966466491;Plaza Pasadena Shopping Center;24511;34.145285;-118.1434043;6518279.74383163;1875283.31073339
157210684;-118.091735456532746;34.062232467402367;Garvey Square Shopping Center;24514;34.0622325;-118.0917354;6533885.88322297;1845040.67863348
157210685;-118.314243856451185;34.162228766500753;Rancho Marketplace Shopping Center;24515;34.1622288;-118.3142438;6466607.34947322;1881567.11082982
157210686;-118.07645735712957;34.081676167246101;Universal Square Shopping Center;24516;34.0816762;-118.0764573;6538518.63281572;1852112.73962057
157210694;-118.108402556088222;34.01167916741192;Crawfords Shopping Center;24524;34.0116792;-118.1084025;6528817.98194148;1826648.37092997
157210698;-118.244444456694737;34.154722166344101;Glendale Plaza Shopping Center;24528;34.1547222;-118.2444444;6487715.91617988;1878776.65053147
157210702;-118.08888895703943;34.147222167264296;El Nido Plaza Shopping Center;24533;34.1472222;-118.0888889;6534775.3689768;1875969.23423031
157210712;-118.249796155882649;34.041401366973787;Los Angeles Flower Mart;24549;34.0414014;-118.2497961;6485994.32907189;1837541.18674272
