OBJECTID;X;Y;Name;post_id;latitude;longitude;POINT_X;POINT_Y
157210713;-118.072568557334478;34.151117766505884;Hastings Ranch Shopping Center;24550;34.1511178;-118.0725685;6539714.4260278;1877382.94793831
157210714;-118.012010756432531;34.13834016685756;Huntington Oaks Shopping Center;24551;34.1383402;-118.0120107;6558035.88413547;1872725.23809364
157210715;-118.074235056529233;34.104175266603391;Elm Center Shopping Center;24553;34.1041753;-118.074235;6539197.6042268;1860300.07888889
157210721;-118.073123956382275;34.114730266660203;Temple City Square Shopping Center;24560;34.1147303;-118.0731239;6539536.7551233;1864140.9924669
157210725;-118.215906856515019;34.135563566941101;Eagle Rock Plaza Shopping Center;24564;34.1355636;-118.2159068;6496334.7155433;1871784.73144448
157210728;-118.081666756956466;34.150833267208775;Hastings Village Shopping Center;24567;34.1508333;-118.0816667;6536961.64445989;1877281.5252409
157210788;-117.891728757073366;34.128063366925339;Foothill Center Shopping Center;24633;34.1280634;-117.8917287;6594437.29164746;1869002.75374073
157210789;-117.87172795742589;34.085287167447419;Berkeley Square Shopping Center;24636;34.0852872;-117.8717279;6600510.14859623;1853442.83144855
157210790;-117.795892157689849;34.107508867260087;Canyon Shopping Center;24637;34.1075089;-117.7958921;6623456.2073628;1861567.67510697
157210791;-117.706167157567819;34.120842267084129;Claremont Heights Shopping Center;24638;34.1208423;-117.7061671;6650602.77806956;1866487.20234139
157210792;-117.737834557724696;34.108064767475966;Foothill And Towne Shopping Center;24639;34.1080648;-117.7378345;6641030.36775248;1861810.74023764
157210793;-117.818948556836489;34.107786567321753;Foothill Village Shopping Center;24640;34.1077866;-117.8189485;6616476.58811997;1861655.36292373
157210794;-117.808670357751339;34.106397767212634;Frontier Village Shopping Center;24641;34.1063978;-117.8086703;6619588.86929697;1861155.7169414
157210795;-117.747279357642;34.10612026680996;Garey Shopping Center;24642;34.1061203;-117.7472793;6638173.12051421;1861095.77972531
157210796;-117.865616756884606;34.129730067395101;Glendora Shopping Center;24644;34.1297301;-117.8656167;6602338.94907247;1869618.83518572
157210797;-117.871727957125159;34.073343067329695;Grand Creek Shopping Center;24645;34.0733431;-117.8717279;6600515.69582923;1849096.14985323
157210798;-117.829504456886241;34.127785867263299;Lone Hill Shopping Center;24646;34.1277859;-117.8295044;6613268.85995539;1868927.88053089
157210799;-117.882284057218143;34.129174467136025;College Center Shopping Center;24648;34.1291745;-117.882284;6597295.13796589;1869410.31657389
157210801;-117.957842056796565;34.071676166782211;Baldwin Park Towne Center Shopping Center;24650;34.0716762;-117.957842;6574437.53210638;1848467.42309231
157210802;-117.905895856914583;34.086953466705616;Covina Square Shopping Center;24652;34.0869535;-117.9058958;6590163.80314723;1854037.7843269
157210803;-117.905618156954716;34.10500846735826;Covina Town Square Shopping Center;24653;34.1050085;-117.9056181;6590241.71703339;1860608.41423023
157210804;-117.908951657488529;34.089731166715488;Covina Village Shopping Center;24654;34.0897312;-117.9089516;6589237.63275547;1855047.78919664
157210806;-117.885617357615075;34.073620767516594;Eastland Shopping Center;24656;34.0736208;-117.8856173;6596309.37681405;1849192.13292898
157210807;-117.905062657515998;34.114730367458264;Edgewood Shopping Center;24657;34.1147304;-117.9050626;6590406.53658564;1864146.5515109
157210808;-117.962008856535249;34.009456067029959;Gale Square Shopping Center;24658;34.0094561;-117.9620088;6573184.21046606;1825823.80302531
157210809;-117.937008056539213;34.058065567246231;Glenvine Shopping Center;24659;34.0580656;-117.937008;6580750.04146297;1843517.56553797
157210810;-117.839226156624932;33.974735067462589;Country Hills Town Center Shopping Center;24660;33.9747351;-117.8392261;6610415.7924988;1813224.92205514
157210811;-117.902562056489089;33.986956866972619;Eastwood Village Shopping Center;24661;33.9869569;-117.902562;6591208.51037538;1817648.02344514
157210812;-117.870894157545891;33.985845867010305;Fairway Plaza Shopping Center;24662;33.9858459;-117.8708941;6600809.10009806;1817254.52652873
157210814;-117.932841156948797;34.070287366823401;Plaza At West Covina Shopping Center;24664;34.0702874;-117.9328411;6582009.1859263;1847966.12980357
157210815;-117.885617157584903;34.010567467141371;Quail Ridge Shopping Center;24665;34.0105675;-117.8856171;6596335.55031814;1826245.81300806
157210816;-117.907284756760816;34.048343767274673;South Hills Plaza Shopping Center;24666;34.0483438;-117.9072847;6589756.22423796;1839986.58867607
157210817;-117.945341556548811;34.050565867494853;South Hills Shopping Center;24667;34.0505659;-117.9453415;6578227.38345055;1840786.80229872
157210818;-117.953675256861558;34.051954567227661;Sunset Square Shopping Center;24668;34.0519546;-117.9536752;6575702.72117706;1841290.90890206
157210819;-117.894506457568284;34.026677967597415;Walnut Hills Plaza Shopping Center;24669;34.026678;-117.8945064;6593635.38019355;1832105.79800723
157210820;-117.932840857004805;33.990012267130012;Bixby Hacienda Plaza Shopping Center;24672;33.9900123;-117.9328408;6582028.79710755;1818752.43101323
157210821;-117.935063657398885;34.088620067534173;Irwindale Square Shopping Center;24673;34.0886201;-117.9350636;6581331.79850155;1854637.30445331
157210822;-117.907840056468586;33.995567867053147;The Plaza At Puente Hills Shopping Center;24674;33.9955679;-117.90784;6589605.61988039;1820780.23437232
157210823;-117.90728485676054;34.078342666764229;West Covina Plaza Shopping Center;24675;34.0783427;-117.9072848;6589746.12353639;1850903.76139548
157210824;-117.92728525674147;33.993623366837276;Puenta Hills Mall Shopping Center;24676;33.9936234;-117.9272852;6583711.95647089;1820067.75646657
157210825;-117.925340557417414;33.989734467693452;Ross Plaza Shopping Center;24677;33.9897345;-117.9253405;6584302.49334756;1818652.93810198
157210828;-117.805892457106324;34.106119967356278;Puddingstone Shopping Center;24680;34.10612;-117.8058924;6620429.97817905;1861056.2328884
157210832;-117.827282157108499;34.107508767268833;San Dimas Plaza Shopping Center;24684;34.1075088;-117.8272821;6613954.09283689;1861549.82704556
157210836;-117.809781157726988;34.001401267068736;Towne Centre Village Shopping Center;24689;34.0014013;-117.8097811;6619324.9242868;1822944.87669656
157210837;-117.828670957564441;34.073620967385146;Via Verde Plaza Shopping Center;24691;34.073621;-117.8286709;6613554.70780888;1849216.71588506
157210838;-117.730056657043207;34.107787067271971;Alpha Beta Shopping Center;24693;34.1077871;-117.7300566;6643385.07957847;1861715.91234331
157210839;-117.720611858022977;34.080565767248615;Claremont Center Shopping Center;24694;34.0805658;-117.7206118;6646271.64926463;1851817.42000122
157210840;-117.703667057147641;34.107509367663916;College Center Shopping Center;24695;34.1075094;-117.703667;6651373.76930971;1861637.35508573
157210842;-117.723389757479652;34.107787067281635;Griswolds Old School House Shopping Center;24697;34.1077871;-117.7233897;6645403.21629022;1861721.39920898
157210843;-117.718389557207658;34.089732066803478;Pepper Tree Square Shopping Center;24699;34.0897321;-117.7183895;6646935.23487972;1855155.07474323
157210844;-117.735612357857718;34.107786967092501;Stater Brothers Shopping Center;24700;34.107787;-117.7356123;6641703.31358506;1861711.40579064
157210845;-117.871727556554703;33.987234667479207;Canyon Point Marketplace Shopping Center;24703;33.9872347;-117.8717275;6600555.80828181;1817759.61606973
157210850;-117.889166756840169;33.996666667037061;Rowland Heights Plaza Shopping Center;24709;33.9966667;-117.8891667;6595265.37693356;1821185.82575272
157210851;-117.737700057119014;34.088799967402977;The Valley Center Shopping Center;24714;34.0888;-117.7377;6641089.37747698;1854800.0482223
157210855;-117.722556257597731;34.061677367675713;Indian Hill Marketplace Shopping Center;24718;34.0616774;-117.7225562;6645701.8420053;1844941.96524823
157210856;-117.922562756612351;33.99112336706694;Puente Hills East Shopping Center;24719;33.9911234;-117.9225627;6585144.1619398;1819159.02436015
157211028;-118.112016557770303;34.688874265660338;East Lancaster Plaza Shopping Center;24898;34.6888743;-118.1120165;6527997.35464571;2073095.10638198
157211030;-118.149795456841957;34.6744302659787;Lancaster Commerce Center Shopping Center;24900;34.6744303;-118.1497954;6516632.92100981;2067853.29206248
157211033;-118.162574157337588;34.490826566563925;Santiago Square Shopping Center;24903;34.4908266;-118.1625741;6512682.82064231;2001041.21341656
157211034;-118.182574257434396;34.661097366330807;West Lancaster Plaza Shopping Center;24905;34.6610974;-118.1825742;6506768.86298205;2063017.35619631
157211036;-118.157851157283119;34.677485666156542;Antelope Valley Center Shopping Center;24907;34.6774857;-118.1578511;6514212.64697897;2068968.9489519
157211038;-118.166740256851455;34.688318465674229;Antelope Valley Plaza Shopping Center;24909;34.6883185;-118.1667402;6511546.69594605;2072915.64348631
157211042;-118.151388957513845;34.604444366011229;Antelope Valley Mal Shopping Center;24913;34.6044444;-118.1513889;6516115.4614148;2042384.19241023
157248307;-118.54304915268456;34.379048445117377;Lyons Station Shopping Center;23784;34.37904848;-118.5430491;6397817.48246005;1960765.81168406
157248315;-118.500363156288074;34.270835466557173;Balboa-Mission Shopping Center;23996;34.2708355;-118.5003631;6410500.87933731;1921318.71111648
157248316;-118.344340380109344;33.949776957147229;Holly Park Plaza Shopping Center;24011;33.94977699;-118.34434032;6457237.9256268;1804282.01540031
157248317;-118.539481814634598;34.169878629522756;Brown Center Shopping Center;24040;34.16987866;-118.53948176;6398485.29575697;1884640.34910589
157248318;-118.513711151091485;34.16181812787643;Encino Junior Shopping Center;24043;34.16181816;-118.51371109;6406265.46884489;1881666.18641905
157248319;-118.50805168990226;34.16102801509215;Plaza De Oro Shopping Center;24053;34.16102805;-118.50805163;6407976.06778589;1881369.95210339
157248320;-118.397501763135224;34.187506075223361;Valley Plaza Shopping Center;24084;34.18750611;-118.39750171;6441457.20718831;1890855.08011472
157248321;-118.757668789756622;34.156877582326715;Twin Oaks Agoura Shopping Center;24116;34.15687762;-118.75766873;6332452.45964706;1880335.00896332
157248322;-118.007401284313303;33.897064553935195;La Mirada Towne Center Shopping Center;24143;33.89706459;-118.00740123;6559424.25176555;1784919.99014807
157248323;-118.26642220875776;33.791961027888647;Wilmington Plaza Shopping Center;24213;33.79196106;-118.26642215;6480716.85799955;1746777.33382198
157248324;-118.084498700183545;33.886724790152343;Alondra Square Shopping Center;24221;33.88672482;-118.08449864;6536024.03281805;1781167.80113015
157248325;-118.093972262222266;33.862647254758315;Los Cerritos Center Shopping Center;62311;33.86264729;-118.09397221;6533140.50840139;1772407.95742939
157248326;-118.152283486400876;33.87567116734504;Bellflower Towne Center Shopping Center;24266;33.8756712;-118.15228343;6515444.49753363;1777169.3573554
157248327;-118.248987850340953;34.050885996263069;Grand Central Market;24454;34.05088603;-118.24898779;6486247.7554023;1840992.21068056
157248328;-118.297297756329101;34.063899766554066;Chapman Plaza Shopping Center;24456;34.0638998;-118.2972977;6471627.92210922;1845767.91799265
157248329;-118.002058324609933;34.150116603044879;Foothill Park Plaza Shopping Center;24459;34.15011664;-118.00205827;6561047.58185223;1877010.68818414
157248330;-118.125826176429399;34.09475654976351;Alhambra Place Shopping Center;24499;34.09475658;-118.12582612;6523575.44485439;1856887.97547689
157248332;-118.215122279614079;34.138431216630231;Eagle Rock Town Square Shopping Center;24512;34.13843125;-118.21512222;6496574.36959155;1872827.81039506
157248333;-118.089788017012495;34.063227858369885;Beaches Shopping Center;24513;34.06322789;-118.08978796;6534476.03919488;1845402.38788381
157248334;-118.258488234280804;34.144806877519031;Glendale Galleria Shopping Center;24461;34.14480691;-118.25848818;6483457.83020788;1875178.93692639
157248335;-118.02194445684863;34.139722166494856;Arcadia Gateway Centre Shopping Center;24532;34.1397222;-118.0219444;6555030.05189255;1873228.68065631
157248336;-118.239321169423704;34.061334697000746;Far East Plaza Shopping Center;24541;34.06133473;-118.23932111;6489185.00248055;1844787.57218431
157248337;-118.23986297554346;34.04889477504571;Japanese Village Plaza Mall Shopping Center;24542;34.04889481;-118.23986292;6489010.0983028;1840260.8473139
157248338;-118.258611156218876;34.048333266597801;Macy's Plaza Shopping Center;24543;34.0483333;-118.2586111;6483330.31110597;1840070.58588339
157248339;-117.899211702673995;34.133129638033303;Azusa Square Shopping Center;24647;34.13312967;-117.89921165;6592170.8230833;1870844.10701339
157248340;-117.944433745802968;34.051823810555277;Hacienda Plaza Shopping Center;62348;34.05182384;-117.94443369;6578502.12273046;1841244.74298389
157248341;-117.931999024933134;34.067965020434897;West Covina Parkway Plaza Shopping Center;24670;34.06796505;-117.93199897;6582264.79466705;1847121.15511556
157248342;-117.932889519388098;34.070737870265923;Westfield West Covina Shopping Center;62350;34.0707379;-117.93288946;6581994.4300503;1848130.06681165
157248343;-117.914229357555868;34.029455467271099;Woodside Village Shopping Center;24671;34.0294555;-117.9142293;6587658.38886672;1833110.8990154
157248344;-117.927460727484529;33.993557467326994;Puente Hills Mall Shopping Center;62354;33.9935575;-117.92746067;6583658.78433314;1820043.73584531
157248345;-117.816481647456513;34.104964425389653;San Dimas Station Shopping Center;24685;34.10496446;-117.81648159;6617225.22277756;1860629.68879397
157248346;-117.832896766703612;34.115890551475651;Glendora Marketplace Shopping Center;24708;34.11589058;-117.83289671;6612249.41415964;1864597.23696123
157248348;-118.49046712810167;34.047521337805954;Brentwood Country Mart Shopping Center;23985;34.04752137;-118.49046707;6413094.10020073;1840036.81429739
157248349;-117.889351902212937;34.069938019039682;Country Club Shopping Center;24651;34.06993805;-117.88935184;6595179.90302314;1847850.64512639
157248350;-118.172915039637147;34.694026500122348;Valley Central Shopping Center;4703;34.69402653;-118.17291498;6509694.07530747;2074996.10618889
157248384;-118.565633352393618;34.277307958089864;Porter Ranch Town Center Shopping Center;62556;34.27730799;-118.5656333;6390794.93154456;1923778.69438548
157248385;-118.360294160362173;34.071866535808496;Farmers Market Shopping Center;62570;34.07186657;-118.3602941;6452558.69909288;1848729.56922156
157248386;-118.086848315945673;33.830658081228449;Long Beach Towne Center Shopping Center;62568;33.83065811;-118.08684826;6535293.2695158;1760764.34456182
157248387;-118.569645938441965;34.384529339267239;Valencia Marketplace Shopping Center;62564;34.38452937;-118.56964588;6389803.88857913;1962804.80170056
157248388;-118.336443956576247;34.010479056684979;Baldwin Hills Crenshaw Plaza Shopping Center;62566;34.01047909;-118.3364439;6459706.70349763;1826364.55128765
157248933;-118.225100096489285;34.141130719344453;Eagle Rock Plaza Shopping Center;62302;34.14113075;-118.22510004;6493557.28835538;1873816.81793147
157248934;-118.140943106719206;33.850458920210279;Lakewood Center Shopping Center;62307;33.85045895;-118.14094305;6518874.01724939;1767988.98529623
157248935;-118.095474299246433;33.867333241758971;Cerritos Best Plaza Shopping Center;62312;33.86733327;-118.09547424;6532686.11200047;1774113.73256114
157248936;-118.04837470939745;33.939336776954313;Gateway Plaza Center Shopping Center;62318;33.93933681;-118.04837465;6546997.28711823;1800307.26285115
157248937;-118.256835994189771;34.143692504110852;Americana at Brand Shopping Center;62336;34.14369254;-118.25683594;6483956.72225472;1874772.11588964
157248938;-118.406910952112867;34.017113356417632;Culver Center Shopping Center;62558;34.01711339;-118.4069109;6438360.65957564;1828857.85305956
157248939;-118.312084135762291;34.183308130777768;Burbank Town Center Shopping Center;62573;34.18330816;-118.31208408;6467284.50888005;1889236.20146273
157248940;-118.153324183787575;34.006565822469604;The Citadel Outlets Shopping Center;62560;34.00656586;-118.15332413;6515201.25130098;1824805.24633539
157248941;-118.376054819741313;33.773921386475983;The Avenue Of The Peninsula Shopping Center;62561;33.77392142;-118.37605476;6447380.10610364;1740318.70631932
157248942;-118.132767733699595;34.138022731584726;The Shops On Lake Avenue ;62583;34.13802276;-118.13276768;6521494.62946223;1872636.03157914
157248943;-118.123261985555885;33.794377320231916;South Los Altos Market Center Shopping Center;62585;33.79437735;-118.12326193;6524217.72933097;1747572.37094581
157248944;-118.122661170454819;33.797943679158394;North Los Altos Market Center Shopping Center;62589;33.79794371;-118.12266111;6524401.8680703;1748870.04289114
157248945;-118.190185055736066;33.773363967455914;City Place Long Beach ;62591;33.773364;-118.190185;6503868.99476606;1739956.73853931
157248946;-118.094556984130008;33.984030085422027;Pico Rivera Towne Center Shopping Center;62596;33.98403012;-118.09455693;6533004.54016939;1816582.0698684
157248947;-118.461145219474716;34.404324864280362;Sierra Canyon Plaza Shopping Center;62598;34.4043249;-118.46114516;6422572.16195323;1969840.8637439
157248948;-117.996339855106413;33.942825880479411;Whittwood Town Center Shopping Center;62601;33.94282591;-117.9963398;6562780.50030239;1801573.51491182
157248949;-118.330307063398308;34.189085797639905;Burbank Empire Shopping Center;62605;34.18908583;-118.33030701;6461780.14718539;1891356.39833781
157248950;-118.446961697078919;34.223264445692514;Panorama Plaza Shopping Center;62607;34.22326448;-118.44696164;6426557.40956014;1903930.89943548
157248951;-118.145062980382562;34.597447734611521;The Marketplace Shopping Center;62609;34.59744777;-118.14506292;6518015.35295622;2039835.12861073
157248952;-118.129817303166476;33.926972452074459;Downey Landing Shopping Center;62611;33.92697249;-118.12981725;6522288.24368864;1795829.50802715
157248953;-117.88596695434174;34.008993828674043;Bestway Supermarket Shopping Center;62613;34.00899386;-117.8859669;6596230.18963647;1825673.01395682
157248961;-118.393650111113274;33.898988092744553;Manhattan Village Mall;65462;33.89898813;-118.39365005;6442210.83330572;1785853.83965831
157249142;-118.437938746093835;33.978910121973406;Waterside Marina del Rey Shopping Center;;33.97033319;-118.44957948;6425354.37587696;1811888.83023915
157260096;-118.324867542787786;33.3437985566189;Green Pleasure Pier;24096;33.34379859;-118.32486749;6462430.91622506;1583725.38466406
157260111;-118.390672858462111;33.839168905166787;Redondo Beach and Pier;59082;33.83916894;-118.3906728;6443029.71487005;1764080.8103698
157260154;-118.446221408246103;33.970666822195419;Los Angeles County Department Of Beaches And Harbors;;33.97066686;-118.44622135;6426373.1172778;1812005.71911298
157260184;-118.466928061054205;33.979025780721926;Venice Beach, Pier, Ocean Front Walk (Restaurants and Shopping);;33.97902581;-118.46692801;6420108.90047555;1815076.20575415
